Timestamp, AF3/theta, AF3/alpha, AF3/betaL, AF3/betaH, AF3/gamma, T7/theta, T7/alpha, T7/betaL, T7/betaH, T7/gamma, Pz/theta, Pz/alpha, Pz/betaL, Pz/betaH, Pz/gamma, T8/theta, T8/alpha, T8/betaL, T8/betaH, T8/gamma, AF4/theta, AF4/alpha, AF4/betaL, AF4/betaH, AF4/gamma
1630343337.9743, 1.817, 1.308, 1.805, 1.402, 0.854, 84.526, 55.603, 12.995, 22.225, 6.991, 2.727, 1.373, 1.482, 0.507, 0.631, 1.147, 0.604, 1.015, 0.89, 0.818, 2.301, 1.135, 1.933, 1.477, 0.759
1630343338.1001, 1.529, 1.372, 1.688, 1.408, 0.855, 96.565, 47.984, 11.28, 21.879, 6.122, 2.438, 1.605, 1.342, 0.555, 0.644, 0.982, 0.445, 1.018, 0.924, 0.874, 1.892, 1.321, 1.788, 1.486, 0.705
1630343338.2262, 1.417, 1.564, 1.739, 1.41, 0.822, 101.988, 42.374, 9.938, 20.774, 5.494, 2.218, 2.097, 1.216, 0.697, 0.67, 0.878, 0.411, 1.011, 0.957, 0.887, 1.55, 1.648, 1.752, 1.483, 0.639
1630343338.3522, 1.469, 1.834, 1.961, 1.397, 0.771, 99.055, 39.422, 9.768, 18.701, 5.255, 2.125, 2.724, 1.141, 0.886, 0.722, 0.898, 0.498, 0.993, 1.002, 0.86, 1.392, 2.056, 1.832, 1.474, 0.579
1630343338.4785, 1.646, 2.098, 2.282, 1.377, 0.724, 89.181, 38.92, 10.964, 15.764, 5.367, 2.129, 3.307, 1.12, 1.091, 0.801, 1.039, 0.707, 0.964, 1.081, 0.819, 1.448, 2.486, 1.988, 1.477, 0.538
1630343338.6045, 1.863, 2.271, 2.595, 1.372, 0.692, 76.152, 39.692, 12.842, 12.501, 5.619, 2.142, 3.66, 1.116, 1.273, 0.886, 1.306, 1.048, 0.936, 1.224, 0.793, 1.686, 2.882, 2.158, 1.517, 0.519
1630343338.7306, 2.037, 2.307, 2.786, 1.407, 0.673, 63.721, 40.433, 14.471, 9.644, 5.756, 2.075, 3.655, 1.076, 1.386, 0.948, 1.595, 1.513, 0.927, 1.442, 0.802, 1.993, 3.192, 2.279, 1.623, 0.515
1630343338.8566, 2.135, 2.221, 2.79, 1.48, 0.655, 53.721, 40.215, 15.108, 7.705, 5.594, 1.907, 3.285, 0.964, 1.398, 0.958, 1.849, 2.061, 0.953, 1.713, 0.841, 2.285, 3.38, 2.307, 1.8, 0.514
1630343338.9829, 2.134, 2.066, 2.603, 1.567, 0.624, 46.642, 38.486, 14.405, 6.794, 5.118, 1.674, 2.67, 0.785, 1.312, 0.907, 1.992, 2.598, 1.017, 1.972, 0.891, 2.456, 3.417, 2.229, 2.016, 0.508
1630343339.1089, 2.077, 1.888, 2.29, 1.63, 0.578, 41.978, 35.156, 12.838, 6.602, 4.471, 1.433, 2.009, 0.578, 1.156, 0.812, 2.006, 2.999, 1.113, 2.133, 0.928, 2.52, 3.284, 2.075, 2.223, 0.49
1630343339.2351, 1.957, 1.709, 1.933, 1.641, 0.526, 39.217, 30.759, 11.439, 6.665, 3.866, 1.234, 1.506, 0.4, 0.984, 0.705, 1.893, 3.175, 1.231, 2.144, 0.94, 2.462, 2.979, 1.885, 2.385, 0.457
1630343339.3612, 1.794, 1.538, 1.602, 1.605, 0.48, 38.958, 26.648, 10.895, 6.673, 3.481, 1.09, 1.284, 0.289, 0.846, 0.617, 1.675, 3.105, 1.377, 2.045, 0.933, 2.311, 2.574, 1.687, 2.496, 0.417
1630343339.487, 1.748, 1.418, 1.327, 1.558, 0.447, 43.916, 24.588, 11.097, 6.638, 3.424, 0.993, 1.324, 0.254, 0.774, 0.563, 1.413, 2.851, 1.593, 1.946, 0.914, 2.291, 2.213, 1.49, 2.578, 0.386
1630343339.6131, 2.202, 1.467, 1.122, 1.555, 0.433, 54.457, 25.886, 11.658, 6.829, 3.702, 0.92, 1.496, 0.29, 0.77, 0.546, 1.206, 2.536, 1.95, 1.964, 0.891, 2.913, 2.113, 1.306, 2.658, 0.378
1630343339.7396, 3.446, 1.803, 0.995, 1.624, 0.435, 69.055, 30.153, 12.124, 7.554, 4.207, 0.952, 1.697, 0.409, 0.823, 0.559, 1.13, 2.28, 2.49, 2.137, 0.867, 4.535, 2.434, 1.146, 2.74, 0.4
1630343339.8662, 5.462, 2.439, 0.937, 1.752, 0.45, 85.643, 35.632, 12.306, 8.899, 4.767, 1.13, 1.913, 0.633, 0.917, 0.593, 1.214, 2.168, 3.166, 2.408, 0.84, 7.152, 3.166, 1.021, 2.802, 0.451
1630343339.9921, 7.968, 3.243, 0.936, 1.888, 0.472, 100.229, 40.059, 12.367, 10.608, 5.202, 1.517, 2.191, 0.982, 1.034, 0.636, 1.43, 2.21, 3.827, 2.643, 0.809, 10.381, 4.11, 0.939, 2.801, 0.521
1630343340.1181, 10.451, 3.998, 0.99, 1.965, 0.5, 108.63, 41.882, 12.639, 12.116, 5.383, 2.058, 2.525, 1.435, 1.153, 0.673, 1.715, 2.342, 4.268, 2.713, 0.776, 13.629, 4.959, 0.901, 2.702, 0.608
1630343340.2439, 12.182, 4.478, 1.092, 1.94, 0.535, 108.407, 40.335, 13.34, 12.757, 5.265, 2.583, 2.843, 1.946, 1.256, 0.69, 1.97, 2.496, 4.331, 2.566, 0.744, 16.177, 5.44, 0.912, 2.506, 0.717
1630343340.3702, 12.738, 4.667, 1.222, 1.811, 0.577, 98.998, 35.732, 14.451, 12.127, 4.904, 2.994, 3.052, 2.433, 1.33, 0.68, 2.174, 2.676, 3.968, 2.247, 0.721, 17.524, 5.607, 0.969, 2.243, 0.847
1630343340.4964, 12.254, 4.823, 1.35, 1.605, 0.619, 82.69, 29.242, 15.623, 10.292, 4.418, 3.429, 3.081, 2.816, 1.372, 0.645, 2.436, 2.978, 3.275, 1.872, 0.704, 17.813, 5.803, 1.085, 1.959, 0.981
1630343340.6225, 10.514, 5.271, 1.46, 1.359, 0.652, 64.092, 22.664, 16.317, 7.749, 3.939, 4.173, 2.985, 3.073, 1.394, 0.598, 2.853, 3.48, 2.466, 1.556, 0.686, 16.662, 6.408, 1.302, 1.69, 1.085
1630343340.7483, 8.911, 6.166, 1.557, 1.113, 0.663, 46.761, 17.411, 16.257, 5.165, 3.564, 5.492, 2.983, 3.275, 1.417, 0.555, 3.535, 4.138, 1.792, 1.352, 0.658, 15.285, 7.533, 1.65, 1.443, 1.126
1630343340.8739, 7.924, 7.41, 1.667, 0.905, 0.647, 34.409, 14.134, 15.452, 3.105, 3.32, 7.709, 3.338, 3.607, 1.476, 0.537, 4.539, 4.825, 1.411, 1.245, 0.614, 14.347, 8.93, 2.125, 1.22, 1.093
1630343341.0003, 7.894, 8.676, 1.837, 0.776, 0.605, 30.073, 12.633, 14.382, 1.872, 3.183, 10.394, 4.142, 4.271, 1.643, 0.573, 6.181, 5.409, 1.344, 1.191, 0.556, 14.661, 10.101, 2.641, 1.023, 0.999
1630343341.1263, 8.73, 9.615, 2.122, 0.762, 0.55, 34.255, 12.246, 13.578, 1.476, 3.135, 13.196, 5.294, 5.32, 2.011, 0.679, 8.857, 5.847, 1.52, 1.15, 0.497, 16.796, 10.604, 3.075, 0.868, 0.876
1630343341.2524, 10.3, 9.962, 2.55, 0.866, 0.507, 45.305, 12.259, 13.365, 1.753, 3.201, 15.243, 6.582, 6.61, 2.63, 0.855, 12.52, 6.145, 1.81, 1.124, 0.466, 20.934, 10.257, 3.307, 0.78, 0.764
1630343341.3786, 12.251, 9.714, 3.082, 1.062, 0.493, 59.026, 12.25, 13.794, 2.501, 3.428, 16.122, 7.753, 7.795, 3.463, 1.068, 16.596, 6.336, 2.106, 1.13, 0.487, 26.528, 9.268, 3.278, 0.777, 0.691
1630343341.5043, 14.616, 9.011, 3.605, 1.288, 0.511, 70.037, 12.125, 14.963, 3.589, 3.812, 15.926, 8.569, 8.516, 4.373, 1.263, 20.034, 6.397, 2.33, 1.177, 0.565, 32.673, 8.052, 3.013, 0.86, 0.657
1630343341.6306, 16.632, 8.082, 3.976, 1.465, 0.553, 73.542, 12.149, 16.607, 4.896, 4.249, 14.803, 8.935, 8.577, 5.153, 1.384, 21.895, 6.269, 2.446, 1.254, 0.677, 37.449, 7.003, 2.605, 1.012, 0.642
1630343341.7569, 17.324, 7.06, 4.089, 1.529, 0.595, 68.848, 12.665, 18.276, 6.251, 4.575, 13.093, 8.859, 7.988, 5.584, 1.396, 21.595, 5.855, 2.428, 1.335, 0.785, 38.249, 6.24, 2.175, 1.203, 0.619
1630343341.8833, 17.31, 6.051, 3.923, 1.458, 0.614, 58.302, 13.705, 19.426, 7.421, 4.657, 11.309, 8.402, 6.963, 5.535, 1.299, 19.171, 5.107, 2.286, 1.389, 0.848, 35.136, 5.655, 1.836, 1.396, 0.583
1630343342.0095, 17.781, 5.324, 3.521, 1.307, 0.596, 43.763, 14.9, 19.606, 8.177, 4.476, 9.565, 7.638, 5.811, 5.027, 1.13, 15.146, 4.147, 2.04, 1.407, 0.842, 29.805, 5.168, 1.623, 1.558, 0.544
1630343342.1355, 20.932, 5.142, 3.05, 1.181, 0.54, 29.24, 15.764, 18.575, 8.472, 4.125, 8.011, 6.658, 4.771, 4.207, 0.95, 10.869, 3.214, 1.753, 1.405, 0.769, 25.89, 4.786, 1.544, 1.671, 0.519
1630343342.2615, 26.937, 5.613, 2.724, 1.188, 0.464, 19.998, 15.935, 16.539, 8.484, 3.754, 6.668, 5.537, 3.967, 3.306, 0.814, 7.888, 2.563, 1.495, 1.414, 0.659, 26.317, 4.548, 1.589, 1.731, 0.516
1630343342.3877, 35.814, 6.54, 2.682, 1.382, 0.391, 14.754, 15.347, 13.833, 8.451, 3.502, 5.608, 4.4, 3.409, 2.523, 0.753, 6.741, 2.289, 1.346, 1.463, 0.551, 31.294, 4.428, 1.72, 1.737, 0.528
1630343342.5138, 43.39, 7.422, 2.891, 1.721, 0.344, 15.212, 14.161, 10.887, 8.485, 3.453, 4.905, 3.396, 3.019, 1.968, 0.762, 7.462, 2.262, 1.339, 1.58, 0.477, 37.345, 4.296, 1.861, 1.686, 0.538
1630343342.6398, 48.902, 7.75, 3.178, 2.088, 0.334, 16.98, 12.635, 8.109, 8.53, 3.6, 4.357, 2.678, 2.713, 1.636, 0.807, 8.934, 2.28, 1.464, 1.768, 0.449, 42.368, 4.018, 1.94, 1.573, 0.535
1630343342.7657, 49.024, 7.238, 3.322, 2.347, 0.361, 18.28, 11.043, 5.79, 8.418, 3.856, 3.942, 2.262, 2.473, 1.449, 0.846, 9.993, 2.183, 1.643, 1.997, 0.452, 42.995, 3.532, 1.897, 1.41, 0.515
1630343342.8914, 43.602, 6.021, 3.217, 2.419, 0.409, 18.362, 9.932, 4.452, 8.015, 4.11, 3.608, 2.047, 2.258, 1.33, 0.847, 9.924, 1.951, 1.782, 2.207, 0.464, 38.837, 2.92, 1.726, 1.231, 0.485
1630343343.0176, 33.541, 4.525, 2.846, 2.29, 0.458, 17.045, 9.719, 4.698, 7.315, 4.28, 3.416, 1.879, 2.014, 1.22, 0.802, 8.485, 1.688, 1.825, 2.32, 0.464, 30.255, 2.394, 1.45, 1.074, 0.459
