Timestamp, AF3/theta, AF3/alpha, AF3/betaL, AF3/betaH, AF3/gamma, T7/theta, T7/alpha, T7/betaL, T7/betaH, T7/gamma, Pz/theta, Pz/alpha, Pz/betaL, Pz/betaH, Pz/gamma, T8/theta, T8/alpha, T8/betaL, T8/betaH, T8/gamma, AF4/theta, AF4/alpha, AF4/betaL, AF4/betaH, AF4/gamma
1632641379.2399, 18.561, 4.246, 1.482, 1.101, 0.961, 43.466, 4.691, 0.649, 1.821, 3.349, 2.243, 1.59, 1.226, 0.889, 0.709, 5.757, 2.486, 1.137, 1.7, 0.721, 23.285, 5.695, 2.503, 1.786, 0.947
1632641379.366, 19.14, 4.609, 1.73, 1.323, 0.99, 46.286, 4.563, 0.901, 1.962, 3.308, 2.353, 1.484, 1.356, 1.033, 0.565, 5.383, 2.211, 1.107, 1.987, 0.786, 24.647, 5.593, 2.409, 2.023, 1.011
1632641379.4923, 20.951, 5.476, 1.949, 1.578, 0.937, 48.342, 4.345, 1.168, 2.118, 3.275, 2.406, 1.408, 1.494, 1.172, 0.534, 4.982, 1.961, 1.095, 2.258, 0.814, 27.587, 6.228, 2.488, 2.192, 1.015
1632641379.6186, 25.34, 6.941, 2.125, 1.827, 0.823, 47.994, 4.248, 1.392, 2.234, 3.273, 2.322, 1.358, 1.677, 1.285, 0.523, 4.468, 1.824, 1.087, 2.458, 0.803, 34.823, 7.912, 2.99, 2.237, 0.969
1632641379.7445, 32.501, 8.857, 2.253, 2.025, 0.686, 45.577, 4.414, 1.519, 2.281, 3.3, 2.205, 1.331, 1.915, 1.344, 0.498, 4.173, 1.853, 1.093, 2.554, 0.762, 47.206, 10.471, 4.062, 2.148, 0.89
1632641379.8707, 41.105, 10.802, 2.335, 2.131, 0.565, 40.332, 4.843, 1.58, 2.273, 3.331, 1.995, 1.313, 2.202, 1.344, 0.465, 3.971, 2.068, 1.157, 2.544, 0.712, 62.498, 13.146, 5.603, 1.967, 0.801
1632641379.9968, 48.805, 12.168, 2.368, 2.128, 0.479, 33.929, 5.366, 1.608, 2.248, 3.327, 1.834, 1.307, 2.488, 1.295, 0.428, 3.969, 2.424, 1.289, 2.451, 0.667, 76.144, 15.003, 7.242, 1.755, 0.719
1632641380.1234, 53.019, 12.402, 2.34, 2.021, 0.425, 26.461, 5.715, 1.635, 2.244, 3.252, 1.774, 1.339, 2.702, 1.217, 0.39, 4.025, 2.804, 1.487, 2.316, 0.632, 83.262, 15.393, 8.448, 1.561, 0.653
1632641380.2496, 53.058, 11.316, 2.266, 1.836, 0.388, 18.936, 5.619, 1.672, 2.281, 3.089, 1.821, 1.44, 2.776, 1.134, 0.359, 4.044, 3.075, 1.79, 2.18, 0.602, 82.497, 14.072, 8.827, 1.398, 0.608
1632641380.3759, 50.114, 9.63, 2.2, 1.621, 0.356, 12.484, 5.032, 1.696, 2.378, 2.856, 1.939, 1.615, 2.672, 1.047, 0.34, 3.908, 3.169, 2.261, 2.069, 0.571, 75.986, 11.634, 8.308, 1.261, 0.578
