Timestamp, AF3/theta, AF3/alpha, AF3/betaL, AF3/betaH, AF3/gamma, T7/theta, T7/alpha, T7/betaL, T7/betaH, T7/gamma, Pz/theta, Pz/alpha, Pz/betaL, Pz/betaH, Pz/gamma, T8/theta, T8/alpha, T8/betaL, T8/betaH, T8/gamma, AF4/theta, AF4/alpha, AF4/betaL, AF4/betaH, AF4/gamma
1631430017.8287, 15.585, 5.892, 3.415, 1.195, 0.836, 19978.562, 3791.474, 1480.405, 478.216, 118.312, 1.025, 1.226, 0.378, 0.62, 0.565, 2.216, 4.057, 2.507, 2.806, 0.836, 15.838, 4.693, 1.744, 0.83, 0.88
1631430017.9547, 26.864, 5.871, 3.56, 1.331, 0.799, 18521.749, 3399.874, 1330.128, 435.6, 108.166, 0.855, 1.077, 0.456, 0.545, 0.512, 1.718, 2.614, 2.055, 2.578, 0.774, 26.25, 5.549, 2.058, 0.895, 0.839
1631430018.0809, 47.282, 6.969, 3.61, 1.479, 0.749, 14811.799, 2637.056, 1032.709, 339.156, 84.383, 0.7, 0.926, 0.537, 0.504, 0.47, 1.376, 1.688, 1.843, 2.281, 0.712, 44.711, 7.112, 2.684, 1.044, 0.788
1631430018.207, 75.78, 9.287, 3.58, 1.624, 0.7, 9853.681, 1705.473, 668.873, 220.121, 54.846, 0.616, 0.833, 0.6, 0.482, 0.439, 1.32, 1.225, 1.768, 1.937, 0.654, 70.22, 9.472, 3.617, 1.256, 0.738
1631430018.333, 104.216, 12.231, 3.5, 1.736, 0.658, 5252.182, 877.341, 345.123, 113.707, 28.396, 0.621, 0.802, 0.63, 0.463, 0.411, 1.667, 1.028, 1.668, 1.58, 0.597, 94.787, 12.238, 4.729, 1.498, 0.692
1631430018.4592, 124.413, 14.652, 3.389, 1.792, 0.621, 2092.661, 326.047, 128.661, 42.6, 10.699, 0.692, 0.802, 0.624, 0.445, 0.379, 2.478, 0.91, 1.465, 1.26, 0.541, 111.55, 14.488, 5.778, 1.736, 0.647
1631430018.5857, 131.456, 15.983, 3.259, 1.805, 0.587, 493.875, 70.286, 27.95, 9.357, 2.41, 0.81, 0.787, 0.593, 0.444, 0.346, 3.734, 0.857, 1.252, 1.037, 0.49, 118.142, 15.83, 6.499, 1.962, 0.605
1631430018.7118, 128.63, 15.898, 3.103, 1.819, 0.551, 56.997, 4.337, 1.847, 0.747, 0.252, 0.91, 0.721, 0.557, 0.477, 0.325, 5.152, 0.917, 1.237, 0.956, 0.45, 118.565, 16.026, 6.675, 2.18, 0.569
1631430018.8377, 122.445, 14.598, 2.928, 1.902, 0.518, 3.971, 0.442, 0.417, 0.326, 0.154, 0.978, 0.619, 0.547, 0.557, 0.325, 6.45, 1.177, 1.602, 1.015, 0.43, 120.031, 15.231, 6.245, 2.391, 0.546
1631430018.9636, 118.611, 12.675, 2.782, 2.114, 0.493, 3.423, 0.513, 0.848, 0.508, 0.222, 0.985, 0.536, 0.597, 0.682, 0.346, 7.317, 1.713, 2.369, 1.175, 0.43, 125.852, 13.816, 5.339, 2.588, 0.543
