Timestamp, AF3/theta, AF3/alpha, AF3/betaL, AF3/betaH, AF3/gamma, T7/theta, T7/alpha, T7/betaL, T7/betaH, T7/gamma, Pz/theta, Pz/alpha, Pz/betaL, Pz/betaH, Pz/gamma, T8/theta, T8/alpha, T8/betaL, T8/betaH, T8/gamma, AF4/theta, AF4/alpha, AF4/betaL, AF4/betaH, AF4/gamma
1627630532.474, 44.254, 5.479, 1.911, 1.688, 0.259, 1.664, 1.763, 3.806, 1.829, 0.867, 0.636, 1.755, 1.224, 0.613, 0.532, 2.038, 1.276, 9.115, 1.71, 0.227, 35.433, 4.526, 3.824, 1.544, 0.231
1627630532.5993, 25.286, 3.58, 2.264, 1.573, 0.244, 1.873, 2.308, 5.353, 2.051, 0.901, 0.755, 2.386, 1.493, 0.597, 0.471, 2.171, 1.809, 12.052, 1.865, 0.218, 20.292, 3.033, 4.976, 1.539, 0.216
1627630532.7247, 15.232, 2.913, 2.595, 1.488, 0.239, 2.095, 3.109, 6.871, 2.17, 0.894, 0.873, 2.921, 1.723, 0.601, 0.495, 2.317, 2.293, 14.106, 2.031, 0.222, 12.563, 2.628, 5.948, 1.554, 0.225
1627630532.8502, 16.011, 3.655, 2.883, 1.445, 0.241, 2.29, 4.228, 8.11, 2.15, 0.849, 0.954, 3.268, 1.867, 0.62, 0.561, 2.743, 2.591, 14.828, 2.198, 0.237, 13.611, 3.61, 6.562, 1.558, 0.248
1627630532.9758, 24.615, 5.711, 3.095, 1.444, 0.246, 2.422, 5.631, 8.904, 2.018, 0.781, 1.003, 3.416, 1.905, 0.657, 0.665, 3.682, 2.643, 14.164, 2.349, 0.257, 20.789, 5.985, 6.699, 1.521, 0.271
1627630533.1013, 37.003, 8.899, 3.201, 1.471, 0.252, 2.445, 7.122, 9.169, 1.85, 0.715, 1.047, 3.399, 1.843, 0.702, 0.78, 5.087, 2.483, 12.424, 2.447, 0.281, 30.761, 9.534, 6.355, 1.431, 0.291
1627630533.2271, 49.8, 12.961, 3.222, 1.5, 0.259, 2.373, 8.345, 8.892, 1.716, 0.668, 1.114, 3.256, 1.695, 0.74, 0.863, 6.604, 2.212, 10.135, 2.446, 0.306, 40.856, 13.809, 5.661, 1.299, 0.307
1627630533.3528, 60.045, 17.012, 3.167, 1.492, 0.269, 2.225, 8.919, 8.11, 1.637, 0.647, 1.206, 3.015, 1.484, 0.75, 0.879, 7.726, 1.946, 7.79, 2.304, 0.33, 48.981, 17.774, 4.778, 1.139, 0.32
1627630533.4791, 65.305, 19.923, 3.059, 1.435, 0.284, 2.045, 8.601, 6.906, 1.583, 0.646, 1.296, 2.689, 1.228, 0.723, 0.815, 7.996, 1.757, 5.7, 2.011, 0.347, 53.172, 20.28, 3.9, 0.981, 0.331
1627630533.6046, 64.85, 20.779, 2.918, 1.35, 0.306, 1.885, 7.395, 5.415, 1.494, 0.645, 1.381, 2.282, 0.95, 0.664, 0.691, 7.181, 1.638, 3.99, 1.61, 0.355, 52.859, 20.554, 3.184, 0.861, 0.341
