Timestamp, AF3/theta, AF3/alpha, AF3/betaL, AF3/betaH, AF3/gamma, T7/theta, T7/alpha, T7/betaL, T7/betaH, T7/gamma, Pz/theta, Pz/alpha, Pz/betaL, Pz/betaH, Pz/gamma, T8/theta, T8/alpha, T8/betaL, T8/betaH, T8/gamma, AF4/theta, AF4/alpha, AF4/betaL, AF4/betaH, AF4/gamma
1630162333.8183, 32.803, 6.975, 1.956, 2.189, 0.808, 14.089, 10.797, 3.035, 3.388, 3.306, 2.455, 1.14, 0.741, 0.978, 0.769, 6.4, 2.192, 1.636, 1.399, 0.662, 45.133, 8.946, 1.731, 2.143, 0.788
1630162333.9442, 42.586, 8.254, 1.733, 2.3, 0.831, 12.393, 10.521, 2.766, 3.451, 3.325, 1.972, 0.909, 0.747, 0.976, 0.806, 6.434, 1.874, 1.533, 1.317, 0.638, 65.824, 11.534, 1.701, 2.075, 0.777
1630162334.0703, 51.41, 9.847, 1.629, 2.365, 0.894, 11.988, 10.096, 2.795, 3.715, 3.45, 1.465, 0.736, 0.774, 0.956, 0.798, 6.476, 1.51, 1.439, 1.292, 0.641, 86.831, 14.253, 1.651, 2.022, 0.829
1630162334.1964, 56.928, 11.192, 1.781, 2.319, 0.969, 13.642, 9.826, 3.006, 4.004, 3.685, 1.069, 0.632, 0.81, 0.921, 0.754, 6.604, 1.21, 1.457, 1.293, 0.673, 102.815, 16.228, 1.673, 1.933, 0.925
1630162334.3226, 57.178, 11.754, 2.211, 2.141, 1.028, 18.124, 9.805, 3.255, 4.173, 3.99, 0.883, 0.576, 0.838, 0.879, 0.697, 6.744, 1.034, 1.644, 1.299, 0.726, 108.88, 16.728, 1.827, 1.803, 1.034
1630162334.4486, 51.423, 11.192, 2.782, 1.865, 1.05, 24.124, 9.92, 3.448, 4.176, 4.286, 1.008, 0.551, 0.877, 0.887, 0.87, 6.735, 0.978, 1.965, 1.306, 0.782, 102.243, 15.437, 2.078, 1.673, 1.121
1630162334.5745, 41.617, 9.831, 3.326, 1.586, 1.025, 29.9, 9.958, 3.488, 4.031, 4.471, 1.546, 0.646, 1.093, 1.127, 2.139, 6.457, 0.988, 2.337, 1.325, 0.827, 84.689, 12.823, 2.355, 1.604, 1.162
1630162334.7002, 32.442, 8.721, 3.717, 1.43, 0.959, 33.185, 9.727, 3.342, 3.796, 4.467, 3.704, 1.155, 1.706, 1.86, 5.527, 5.958, 1, 2.645, 1.37, 0.865, 63.155, 10.185, 2.596, 1.632, 1.162
1630162334.8261, 28.782, 8.879, 3.932, 1.468, 0.864, 32.7, 9.174, 3.101, 3.539, 4.254, 23.329, 5.209, 4.206, 3.375, 11.386, 5.63, 1.039, 2.796, 1.425, 0.903, 46.249, 8.809, 2.786, 1.726, 1.133
1630162334.9526, 33.281, 10.583, 4.006, 1.682, 0.76, 28.89, 8.396, 2.93, 3.339, 3.889, 108.981, 17.735, 13.363, 5.824, 18.875, 6.071, 1.216, 2.774, 1.462, 0.943, 39.636, 9.228, 2.938, 1.813, 1.093
1630162335.0788, 44.03, 13.221, 4, 1.973, 0.666, 24.087, 7.49, 2.887, 3.282, 3.473, 382.149, 38.156, 36.126, 9.432, 26.162, 8.386, 1.573, 2.699, 1.479, 0.976, 43.648, 11.071, 3.082, 1.837, 1.05
1630162335.2049, 55.974, 15.533, 3.923, 2.221, 0.605, 21.11, 6.599, 2.969, 3.435, 3.103, 1067.761, 77.202, 77.324, 14.551, 31.291, 14.37, 2.208, 2.802, 1.486, 0.993, 53.652, 13.124, 3.214, 1.797, 1.007
1630162335.3311, 64.294, 16.38, 3.778, 2.328, 0.597, 21.882, 5.83, 3.126, 3.807, 2.824, 2317.867, 161.973, 133.886, 21.196, 33.001, 25.193, 3.275, 3.263, 1.473, 0.981, 63.24, 14.208, 3.331, 1.735, 0.96
1630162335.457, 65.983, 15.362, 3.525, 2.247, 0.649, 26.295, 5.259, 3.393, 4.311, 2.628, 4055.457, 323.264, 194.541, 29.014, 31.219, 40.263, 4.878, 4.104, 1.454, 0.933, 67.617, 13.705, 3.373, 1.692, 0.91
1630162335.5831, 62.584, 12.997, 3.178, 2.01, 0.749, 32.354, 4.938, 3.912, 4.811, 2.48, 6028.292, 572.492, 248.052, 38.459, 27.405, 57.787, 7.028, 5.193, 1.48, 0.851, 67.309, 11.886, 3.271, 1.685, 0.869
1630162335.7092, 56.635, 10.102, 2.785, 1.693, 0.866, 37.171, 4.83, 4.907, 5.177, 2.358, 7875.916, 894.361, 291.577, 51.749, 24.224, 75.202, 9.79, 6.306, 1.61, 0.755, 64.518, 9.351, 3, 1.703, 0.851
1630162335.8355, 51.406, 7.557, 2.449, 1.388, 0.962, 38.675, 4.772, 6.472, 5.371, 2.262, 9229.464, 1232.593, 328.107, 70.692, 23.997, 89.119, 13.11, 7.165, 1.891, 0.67, 61.567, 6.948, 2.629, 1.733, 0.865
1630162335.9613, 48.393, 5.915, 2.258, 1.191, 1.004, 37, 4.773, 8.41, 5.442, 2.2, 9816.981, 1505.82, 360.415, 94.179, 27.265, 96.573, 16.655, 7.564, 2.32, 0.611, 59.51, 5.401, 2.259, 1.794, 0.903
1630162336.087, 46.944, 5.22, 2.249, 1.137, 0.986, 33.706, 5.074, 10.312, 5.454, 2.174, 9513.047, 1642.633, 385.883, 117.359, 32.428, 95.779, 19.752, 7.456, 2.807, 0.579, 57.782, 4.963, 2.006, 1.914, 0.954
1630162336.2133, 45.416, 5.042, 2.386, 1.201, 0.933, 31.465, 5.984, 11.7, 5.448, 2.194, 8413.568, 1597.697, 395.772, 133.065, 36.633, 86.889, 21.481, 6.957, 3.203, 0.57, 55.32, 5.313, 1.928, 2.103, 1.002
1630162336.3391, 42.27, 4.942, 2.622, 1.325, 0.883, 31.716, 7.865, 12.28, 5.418, 2.265, 6825.102, 1381.927, 379.095, 135.064, 37.433, 72.602, 21.187, 6.281, 3.362, 0.579, 51.173, 5.909, 2.035, 2.324, 1.032
1630162336.4643, 37.713, 4.878, 2.916, 1.45, 0.863, 36.501, 10.852, 12.034, 5.36, 2.389, 5132.627, 1059.555, 329.983, 121.158, 34.016, 56.687, 18.988, 5.614, 3.216, 0.607, 45.902, 6.409, 2.328, 2.498, 1.035
1630162336.5895, 33.076, 5.107, 3.204, 1.529, 0.872, 44.82, 14.652, 11.249, 5.29, 2.572, 3650.159, 714.501, 253.4, 94.569, 27.14, 42.763, 15.597, 5.015, 2.798, 0.648, 40.579, 6.812, 2.761, 2.538, 1.012
1630162336.7148, 28.806, 5.612, 3.417, 1.543, 0.886, 55.519, 18.481, 10.246, 5.232, 2.816, 2522.047, 422.872, 166.58, 62.911, 18.7, 32.438, 12.061, 4.441, 2.231, 0.691, 35.586, 7.041, 3.248, 2.4, 0.967
1630162336.8401, 24.954, 6.258, 3.516, 1.505, 0.877, 66.232, 21.283, 9.252, 5.204, 3.096, 1752.069, 224.527, 90.786, 34.659, 10.918, 25.439, 9.18, 3.834, 1.673, 0.719, 30.525, 7.072, 3.707, 2.113, 0.913
1630162336.9653, 21.421, 6.907, 3.502, 1.447, 0.83, 75.491, 22.287, 8.298, 5.191, 3.344, 1285.584, 113.539, 40.607, 15.586, 5.454, 21.185, 7.223, 3.199, 1.243, 0.717, 25.31, 6.936, 4.065, 1.764, 0.86
1630162337.0906, 18.273, 7.245, 3.411, 1.402, 0.752, 81.658, 21.365, 7.441, 5.13, 3.483, 1038.919, 62.644, 18.704, 6.978, 2.747, 18.909, 6.097, 2.593, 0.965, 0.682, 20.087, 6.574, 4.262, 1.456, 0.818
1630162337.2158, 15.732, 7.196, 3.286, 1.378, 0.666, 83.369, 19.208, 6.784, 4.931, 3.479, 860.685, 50.521, 17.121, 5.579, 1.994, 16.828, 5.466, 2.07, 0.802, 0.618, 15.121, 6.108, 4.272, 1.272, 0.786
1630162337.3411, 13.123, 6.747, 3.125, 1.364, 0.604, 82.025, 16.872, 6.425, 4.554, 3.388, 683.815, 56.519, 23.097, 6.605, 1.985, 14.224, 4.85, 1.658, 0.707, 0.541, 10.518, 5.585, 4.101, 1.247, 0.759
1630162337.4663, 11.575, 6.052, 2.916, 1.339, 0.584, 77.163, 15.439, 6.418, 4.066, 3.331, 540.027, 63.874, 29.093, 7.354, 2.011, 11.542, 4.007, 1.374, 0.654, 0.468, 7.715, 5.131, 3.8, 1.36, 0.732
1630162337.5915, 10.431, 5.348, 2.668, 1.292, 0.605, 70.719, 15.423, 6.668, 3.618, 3.413, 457.049, 65.769, 33.124, 7.417, 1.957, 9.127, 3.125, 1.224, 0.636, 0.412, 6.719, 4.832, 3.479, 1.539, 0.705
1630162337.7169, 9.825, 4.805, 2.511, 1.231, 0.653, 61.016, 16.547, 6.998, 3.347, 3.657, 427.998, 61.348, 34.026, 6.772, 1.808, 6.941, 2.379, 1.218, 0.647, 0.379, 7.334, 4.65, 3.32, 1.708, 0.682
1630162337.8421, 10.391, 4.593, 2.621, 1.193, 0.714, 51.829, 18.358, 7.686, 3.328, 3.98, 416.616, 52.208, 31.961, 5.605, 1.579, 5.084, 1.853, 1.402, 0.684, 0.376, 9.227, 4.624, 3.478, 1.82, 0.681
1630162337.9674, 12.446, 4.86, 3.113, 1.232, 0.789, 45.779, 20.731, 9.432, 3.589, 4.238, 382.187, 42.092, 28.932, 4.475, 1.378, 3.785, 1.544, 1.817, 0.749, 0.414, 12.288, 4.891, 4.019, 1.871, 0.725
1630162338.0926, 16.459, 5.789, 4.004, 1.398, 0.887, 43.108, 24.075, 12.673, 4.08, 4.313, 321.214, 34.192, 27.901, 4.235, 1.388, 3.307, 1.488, 2.422, 0.864, 0.501, 16.475, 5.779, 4.898, 1.896, 0.824
1630162338.2179, 21.912, 7.438, 5.159, 1.708, 1.015, 48.567, 28.371, 17.176, 4.74, 4.199, 264.715, 30.861, 30.872, 5.507, 1.76, 3.897, 1.815, 3.072, 1.063, 0.631, 21.309, 7.53, 5.96, 1.946, 0.969
1630162338.3432, 27.544, 9.568, 6.308, 2.136, 1.16, 59.783, 32.812, 21.953, 5.499, 4.019, 231.888, 32.975, 37.601, 8.228, 2.495, 5.532, 2.699, 3.555, 1.369, 0.78, 25.903, 9.993, 6.942, 2.067, 1.128
1630162338.4683, 31.899, 11.632, 7.115, 2.599, 1.294, 77.006, 36.119, 25.48, 6.226, 3.928, 222.163, 39.158, 45.787, 11.698, 3.442, 7.77, 4.149, 3.71, 1.771, 0.908, 29.301, 12.576, 7.579, 2.258, 1.264
1630162338.5936, 33.516, 13.02, 7.316, 2.964, 1.383, 94.187, 37.386, 26.544, 6.724, 4.009, 223.196, 47.202, 51.918, 14.876, 4.416, 10.015, 5.889, 3.548, 2.201, 0.978, 30.474, 14.49, 7.769, 2.448, 1.345
1630162338.7188, 33.013, 13.3, 6.881, 3.109, 1.395, 106.105, 36.338, 24.719, 6.86, 4.215, 220.018, 53.592, 52.884, 16.782, 5.25, 11.931, 7.467, 3.259, 2.549, 0.972, 30.468, 15.134, 7.634, 2.554, 1.358
1630162338.8441, 30.705, 12.37, 5.975, 2.974, 1.316, 109.348, 33.604, 20.768, 6.62, 4.388, 204.472, 55.623, 47.669, 16.866, 5.829, 12.921, 8.37, 3.12, 2.724, 0.897, 29.256, 14.312, 7.385, 2.523, 1.313
1630162338.9694, 27.93, 10.559, 4.852, 2.591, 1.163, 103.533, 30.569, 16.312, 6.125, 4.355, 182.919, 52.146, 37.543, 15.223, 6.083, 12.954, 8.263, 3.337, 2.701, 0.785, 27.572, 12.361, 7.158, 2.372, 1.236
1630162339.0946, 24.576, 8.38, 3.762, 2.072, 0.98, 93.222, 28.913, 12.96, 5.662, 4.043, 159.793, 44.587, 25.702, 12.446, 5.98, 12.089, 7.222, 3.938, 2.537, 0.673, 24.692, 9.877, 6.95, 2.172, 1.157
1630162339.2199, 21.879, 6.354, 2.861, 1.55, 0.815, 86.607, 29.696, 11.542, 5.572, 3.524, 139.114, 35.069, 15.319, 9.333, 5.522, 10.567, 5.675, 4.718, 2.328, 0.587, 22.099, 7.525, 6.63, 1.982, 1.09
