Timestamp, AF3/theta, AF3/alpha, AF3/betaL, AF3/betaH, AF3/gamma, T7/theta, T7/alpha, T7/betaL, T7/betaH, T7/gamma, Pz/theta, Pz/alpha, Pz/betaL, Pz/betaH, Pz/gamma, T8/theta, T8/alpha, T8/betaL, T8/betaH, T8/gamma, AF4/theta, AF4/alpha, AF4/betaL, AF4/betaH, AF4/gamma
1631385166.7356, 6.496, 2.392, 1.18, 1.43, 0.62, 34.476, 40.717, 29.716, 14.151, 10.732, 1.391, 2.092, 0.921, 0.5, 0.888, 2.359, 1.403, 1.923, 0.514, 0.395, 7.948, 3.34, 1.405, 1.394, 0.493
1631385166.8623, 4.004, 1.851, 0.911, 1.238, 0.58, 46.614, 53.869, 34.876, 18.477, 14.24, 1.351, 2.196, 0.76, 0.475, 1.07, 2.225, 1.554, 1.864, 0.548, 0.378, 4.277, 2.818, 1.006, 1.264, 0.49
1631385166.9888, 2.667, 1.691, 0.847, 1.021, 0.547, 57.889, 65.251, 36.983, 21.751, 17.784, 1.223, 2.262, 0.643, 0.488, 1.277, 2.592, 1.873, 1.804, 0.594, 0.355, 3.343, 2.862, 0.815, 1.083, 0.499
1631385167.1153, 2.077, 1.714, 0.939, 0.818, 0.535, 65.976, 73.243, 35.646, 23.537, 20.63, 1.003, 2.307, 0.598, 0.534, 1.491, 3.254, 2.378, 1.832, 0.683, 0.344, 4.04, 3.256, 0.836, 0.9, 0.527
1631385167.2408, 1.819, 1.731, 1.117, 0.685, 0.552, 69.509, 77.354, 31.846, 24.037, 22.13, 0.781, 2.338, 0.657, 0.618, 1.711, 3.971, 2.991, 2.038, 0.852, 0.363, 5.128, 3.684, 1.047, 0.78, 0.574
1631385167.3662, 1.801, 1.749, 1.346, 0.68, 0.595, 68.299, 77.793, 27.334, 23.89, 21.952, 0.61, 2.348, 0.831, 0.746, 1.945, 4.533, 3.608, 2.449, 1.119, 0.419, 5.982, 4.015, 1.42, 0.777, 0.63
1631385167.4915, 1.998, 1.825, 1.589, 0.808, 0.65, 63.284, 75.015, 23.564, 23.611, 20.186, 0.52, 2.33, 1.104, 0.902, 2.179, 4.87, 4.087, 2.973, 1.456, 0.497, 6.39, 4.241, 1.888, 0.886, 0.678
1631385167.6167, 2.358, 1.965, 1.77, 1.009, 0.702, 55.964, 69.359, 21.101, 23.22, 17.294, 0.491, 2.275, 1.429, 1.046, 2.38, 4.974, 4.316, 3.414, 1.784, 0.573, 6.261, 4.367, 2.316, 1.043, 0.703
1631385167.7419, 2.749, 2.136, 1.821, 1.186, 0.735, 47.607, 60.96, 19.502, 22.306, 13.902, 0.483, 2.182, 1.739, 1.128, 2.496, 4.89, 4.27, 3.562, 2.005, 0.62, 5.598, 4.396, 2.559, 1.167, 0.699
1631385167.8671, 3.008, 2.267, 1.716, 1.255, 0.746, 38.908, 50.342, 17.69, 20.345, 10.582, 0.478, 2.058, 1.968, 1.121, 2.493, 4.715, 4.003, 3.352, 2.065, 0.625, 4.623, 4.322, 2.526, 1.197, 0.671
1631385167.9924, 3.102, 2.272, 1.487, 1.183, 0.738, 30.167, 38.647, 14.941, 17.127, 7.731, 0.461, 1.909, 2.064, 1.029, 2.377, 4.491, 3.616, 2.998, 1.984, 0.595, 3.58, 4.106, 2.229, 1.114, 0.633
1631385168.1176, 2.955, 2.086, 1.203, 1.003, 0.723, 22.102, 27.931, 11.668, 13.107, 5.574, 0.425, 1.74, 2.007, 0.885, 2.206, 4.175, 3.231, 2.876, 1.834, 0.556, 2.644, 3.702, 1.775, 0.955, 0.605
1631385168.2429, 2.779, 1.754, 0.942, 0.795, 0.711, 15.974, 19.831, 8.646, 9.197, 4.171, 0.406, 1.544, 1.833, 0.753, 2.189, 3.688, 2.941, 3.266, 1.699, 0.537, 2.054, 3.112, 1.296, 0.788, 0.605
1631385168.3683, 3.591, 1.686, 0.789, 0.666, 0.709, 13.065, 14.748, 6.433, 6.157, 3.359, 0.502, 1.339, 1.634, 0.74, 2.729, 3.094, 2.811, 4.166, 1.635, 0.559, 3.176, 2.611, 0.936, 0.686, 0.642
1631385168.4935, 6.831, 2.379, 0.787, 0.7, 0.716, 13.034, 12.492, 5.285, 4.326, 2.922, 0.824, 1.15, 1.505, 0.938, 4.15, 2.575, 2.822, 5.27, 1.643, 0.619, 7.769, 2.587, 0.778, 0.689, 0.714
1631385168.6187, 13.006, 4.075, 0.927, 0.908, 0.732, 15.083, 12.031, 5.158, 3.598, 2.737, 1.442, 1.018, 1.486, 1.359, 6.418, 2.397, 2.871, 6.083, 1.674, 0.692, 16.431, 3.252, 0.822, 0.795, 0.806
1631385168.7439, 21.156, 6.543, 1.155, 1.216, 0.755, 18.518, 12.342, 5.712, 3.654, 2.741, 2.273, 0.968, 1.552, 1.901, 9.032, 2.688, 2.889, 6.231, 1.677, 0.745, 28.038, 4.516, 1.033, 0.97, 0.893
1631385168.8692, 28.979, 9.194, 1.392, 1.511, 0.782, 23.602, 12.862, 6.629, 4.254, 2.924, 3.15, 0.985, 1.613, 2.397, 11.192, 3.378, 2.901, 5.632, 1.644, 0.754, 39.493, 6.057, 1.359, 1.18, 0.95
1631385168.9944, 33.878, 11.3, 1.608, 1.7, 0.813, 30.813, 13.378, 7.907, 5.271, 3.281, 3.823, 1.031, 1.581, 2.685, 12.151, 4.203, 2.935, 4.512, 1.601, 0.719, 47.146, 7.448, 1.788, 1.405, 0.966
1631385169.1197, 34.015, 12.267, 1.818, 1.748, 0.859, 39.621, 13.775, 9.696, 6.608, 3.767, 4.111, 1.068, 1.43, 2.678, 11.567, 4.827, 3.017, 3.265, 1.576, 0.667, 48.424, 8.308, 2.314, 1.623, 0.949
1631385169.2449, 29.792, 11.827, 2.123, 1.74, 0.979, 48.82, 13.636, 11.97, 8.145, 4.316, 3.968, 1.08, 1.207, 2.408, 9.663, 5.035, 3.11, 2.242, 1.582, 0.65, 43.297, 8.415, 2.949, 1.806, 0.921
1631385169.3703, 23.896, 10.386, 2.682, 1.857, 1.268, 55.97, 12.84, 14.32, 9.617, 4.867, 4.797, 1.531, 1.172, 2.008, 7.116, 4.896, 3.148, 1.627, 1.625, 0.722, 34.639, 7.784, 3.668, 1.939, 0.907
