Timestamp, AF3/theta, AF3/alpha, AF3/betaL, AF3/betaH, AF3/gamma, T7/theta, T7/alpha, T7/betaL, T7/betaH, T7/gamma, Pz/theta, Pz/alpha, Pz/betaL, Pz/betaH, Pz/gamma, T8/theta, T8/alpha, T8/betaL, T8/betaH, T8/gamma, AF4/theta, AF4/alpha, AF4/betaL, AF4/betaH, AF4/gamma
1630342421.5617, 3.311, 5.487, 0.866, 0.984, 0.414, 64.011, 37.058, 10.674, 6.785, 3.878, 4.912, 7.358, 6.973, 2.333, 0.968, 2.634, 5.04, 1.703, 0.798, 0.437, 2.617, 6.067, 1.081, 1.43, 0.436
1630342421.6869, 3.178, 4.855, 0.835, 1.028, 0.45, 47.285, 28.426, 10.797, 5.813, 3.559, 6.684, 6.877, 7.098, 2.632, 1.09, 2.366, 5.329, 1.371, 0.839, 0.464, 3.094, 5.603, 1.067, 1.628, 0.472
1630342421.8122, 3.111, 4.081, 0.821, 1.095, 0.496, 31.513, 19.675, 10.742, 5.376, 3.394, 9.071, 7.186, 6.501, 2.983, 1.228, 2.209, 5.368, 1.147, 0.957, 0.504, 3.467, 4.935, 1.098, 1.812, 0.557
1630342421.9374, 3.034, 3.244, 0.86, 1.148, 0.542, 20.661, 13.221, 10.468, 5.264, 3.321, 11.226, 8.456, 5.303, 3.232, 1.351, 2.186, 5.13, 1.202, 1.136, 0.547, 3.954, 4.127, 1.197, 1.914, 0.663
1630342422.0628, 2.913, 2.469, 0.978, 1.147, 0.581, 15.193, 9.878, 9.976, 5.192, 3.235, 12.527, 10.437, 3.911, 3.277, 1.434, 2.411, 4.713, 1.745, 1.353, 0.585, 4.216, 3.305, 1.398, 1.882, 0.761
1630342422.1881, 2.854, 1.878, 1.191, 1.072, 0.609, 14.62, 9.051, 9.358, 4.986, 3.069, 12.781, 12.633, 2.842, 3.122, 1.47, 2.807, 4.285, 2.89, 1.575, 0.611, 4.448, 2.618, 1.718, 1.706, 0.83
1630342422.3133, 2.974, 1.525, 1.468, 0.927, 0.625, 17.577, 10.007, 8.858, 4.616, 2.812, 12.198, 14.488, 2.46, 2.857, 1.463, 3.641, 3.945, 4.491, 1.758, 0.617, 4.897, 2.172, 2.121, 1.42, 0.858
1630342422.4386, 3.706, 1.43, 1.748, 0.749, 0.627, 24.011, 13.182, 8.648, 4.141, 2.51, 11.312, 15.675, 2.818, 2.611, 1.421, 4.369, 3.681, 6.154, 1.859, 0.601, 6.213, 2.012, 2.504, 1.095, 0.851
1630342422.5637, 5.548, 1.576, 1.97, 0.594, 0.615, 34.935, 19.897, 8.987, 3.66, 2.247, 10.774, 16.223, 3.652, 2.491, 1.352, 5.429, 3.439, 7.365, 1.855, 0.564, 8.698, 2.115, 2.75, 0.825, 0.825
1630342422.689, 8.571, 1.889, 2.074, 0.51, 0.594, 49.712, 30.499, 9.954, 3.264, 2.105, 11.017, 16.28, 4.593, 2.56, 1.265, 5.849, 3.185, 7.761, 1.754, 0.517, 12.313, 2.421, 2.785, 0.679, 0.799
