Timestamp, COUNTER, INTERPOLATED, AF3, T7, Pz, T8, AF4, RAW_CQ, MARKER_HARDWARE, MARKERS
1629650893.0874, 19, 0, 4158.974, 3983.59, 4044.103, 4097.949, 4090.769, 0, 0, []
1629650893.0953, 20, 0, 4146.154, 3966.154, 4032.821, 4083.077, 4076.923, 0, 0, []
1629650893.1031, 21, 0, 4147.692, 3970.256, 4033.846, 4072.308, 4070.769, 0, 0, []
1629650893.111, 22, 0, 4150.256, 3963.077, 4042.564, 4064.103, 4064.615, 0, 0, []
1629650893.1189, 23, 0, 4130.256, 3948.205, 4032.308, 4057.949, 4053.333, 0, 0, []
1629650893.1269, 24, 0, 4112.821, 3952.308, 4017.436, 4054.872, 4048.718, 0, 0, []
1629650893.1348, 25, 0, 4132.821, 3966.667, 4041.026, 4069.231, 4065.128, 0, 0, []
1629650893.1428, 26, 0, 4174.359, 3969.744, 4064.103, 4099.487, 4093.846, 0, 0, []
1629650893.1506, 27, 0, 4188.718, 3971.795, 4077.949, 4120, 4114.359, 0, 0, []
1629650893.1586, 28, 0, 4172.308, 3981.026, 4088.205, 4113.333, 4116.923, 0, 0, []
1629650893.1665, 29, 0, 4169.231, 3994.872, 4089.744, 4107.179, 4112.308, 0, 0, []
1629650893.1745, 30, 0, 4173.846, 4004.615, 4084.615, 4108.718, 4102.051, 0, 0, []
1629650893.1824, 31, 0, 4161.538, 3995.897, 4064.615, 4094.359, 4090.256, 0, 0, []
1629650893.1903, 32, 0, 4152.308, 3989.744, 4072.821, 4085.128, 4090.769, 0, 0, []
1629650893.1982, 33, 0, 4151.795, 3995.897, 4083.077, 4086.667, 4085.641, 0, 0, []
1629650893.206, 34, 0, 4142.564, 3987.179, 4070.769, 4079.487, 4072.308, 0, 0, []
1629650893.2139, 35, 0, 4138.462, 3976.923, 4076.923, 4076.41, 4078.974, 0, 0, []
1629650893.2217, 36, 0, 4141.538, 3985.641, 4077.949, 4083.077, 4088.718, 0, 0, []
1629650893.2295, 37, 0, 4136.41, 3989.231, 4075.385, 4084.103, 4082.051, 0, 0, []
1629650893.2373, 38, 0, 4135.897, 3982.564, 4073.333, 4083.59, 4084.103, 0, 0, []
1629650893.2452, 39, 0, 4134.872, 3972.821, 4062.564, 4078.974, 4084.103, 0, 0, []
1629650893.253, 40, 0, 4125.641, 3963.59, 4057.436, 4065.641, 4061.026, 0, 0, []
1629650893.261, 41, 0, 4134.359, 3975.385, 4051.795, 4065.128, 4062.051, 0, 0, []
1629650893.2688, 42, 0, 4155.385, 3994.872, 4070.256, 4084.103, 4089.231, 0, 0, []
1629650893.2768, 43, 0, 4154.359, 3988.205, 4074.359, 4087.179, 4087.692, 0, 0, []
1629650893.2847, 44, 0, 4146.667, 3978.974, 4060, 4083.077, 4077.949, 0, 0, []
1629650893.2927, 45, 0, 4157.436, 3990.769, 4075.385, 4093.846, 4093.846, 0, 0, []
1629650893.3006, 46, 0, 4151.795, 3986.667, 4068.205, 4084.615, 4090.256, 0, 0, []
1629650893.3085, 47, 0, 4142.564, 3989.231, 4066.667, 4082.051, 4085.641, 0, 0, []
1629650893.3164, 48, 0, 4164.103, 4009.231, 4090.256, 4113.333, 4112.821, 0, 0, []
1629650893.3244, 49, 0, 4171.795, 3996.41, 4076.923, 4110.769, 4114.872, 0, 0, []
1629650893.3323, 50, 0, 4152.308, 3972.821, 4053.333, 4083.59, 4094.872, 0, 0, []
1629650893.3403, 51, 0, 4148.718, 3981.026, 4046.154, 4084.103, 4100, 0, 0, []
1629650893.3481, 52, 0, 4167.179, 3997.436, 4064.615, 4101.026, 4113.846, 0, 0, []
1629650893.3559, 53, 0, 4175.385, 3998.462, 4077.949, 4106.154, 4114.359, 0, 0, []
1629650893.3638, 54, 0, 4166.154, 3998.974, 4060, 4100, 4106.154, 0, 0, []
1629650893.3716, 55, 0, 4154.872, 4008.205, 4055.897, 4100, 4101.026, 0, 0, []
1629650893.3795, 56, 0, 4153.333, 4015.897, 4053.333, 4100, 4103.077, 0, 0, []
1629650893.3872, 57, 0, 4156.923, 4009.744, 4045.641, 4086.667, 4101.538, 0, 0, []
1629650893.3951, 58, 0, 4149.231, 3992.821, 4039.487, 4065.641, 4088.205, 0, 0, []
1629650893.4029, 59, 0, 4146.154, 3995.897, 4035.897, 4064.103, 4089.744, 0, 0, []
1629650893.4108, 60, 0, 4160, 4026.154, 4055.897, 4082.564, 4107.692, 0, 0, []
1629650893.4186, 61, 0, 4172.308, 4033.846, 4061.026, 4082.564, 4109.231, 0, 0, []
1629650893.4265, 62, 0, 4171.795, 4026.154, 4063.077, 4077.436, 4108.718, 0, 0, []
