Timestamp, AF3/theta, AF3/alpha, AF3/betaL, AF3/betaH, AF3/gamma, T7/theta, T7/alpha, T7/betaL, T7/betaH, T7/gamma, Pz/theta, Pz/alpha, Pz/betaL, Pz/betaH, Pz/gamma, T8/theta, T8/alpha, T8/betaL, T8/betaH, T8/gamma, AF4/theta, AF4/alpha, AF4/betaL, AF4/betaH, AF4/gamma
1628601206.7682, 157.352, 42.878, 4.776, 4.102, 5.004, 6.36, 6.126, 1.085, 3.717, 4.126, 59.139, 17.081, 4.516, 0.964, 0.632, 4.925, 5.593, 2.362, 4.829, 3.299, 95.136, 27.364, 3.805, 4.208, 3.98
1628601206.8943, 167.845, 47.468, 6.101, 4.241, 6.986, 9.35, 8.043, 1.48, 5.04, 5.617, 64.001, 17.544, 4.674, 1.025, 0.708, 4.718, 6.915, 2.022, 4.614, 4.072, 99.765, 28.374, 4.294, 4.343, 5.1
1628601207.0203, 157.143, 47.189, 7.457, 4.498, 9.052, 20.13, 12.661, 3.033, 6.985, 7.373, 60.001, 15.554, 4.333, 1.039, 0.805, 4.603, 8.154, 1.888, 4.33, 4.791, 92.342, 26.812, 4.99, 4.67, 6.167
1628601207.1457, 129.636, 42.412, 8.283, 4.688, 10.594, 43.634, 21.133, 6.358, 9.536, 9.18, 48.933, 11.85, 3.659, 0.989, 0.867, 4.648, 8.815, 1.985, 4.015, 5.201, 75.919, 23.309, 5.549, 4.929, 6.838
1628601207.2716, 94.727, 34.503, 8.265, 4.618, 11.069, 77.979, 33.185, 11.433, 12.371, 10.732, 34.843, 7.704, 2.905, 0.876, 0.864, 4.827, 8.634, 2.199, 3.65, 5.119, 56.303, 18.866, 5.773, 4.873, 6.852
1628601207.3977, 62.363, 25.485, 7.416, 4.203, 10.26, 116.809, 46.449, 17.312, 14.894, 11.693, 22.02, 4.293, 2.286, 0.719, 0.792, 4.981, 7.646, 2.406, 3.211, 4.526, 39.15, 14.483, 5.606, 4.401, 6.16
1628601207.5238, 38.782, 17.175, 6.056, 3.529, 8.381, 148.622, 57.227, 22.383, 16.434, 11.798, 13.049, 2.204, 1.897, 0.559, 0.669, 4.944, 6.182, 2.598, 2.712, 3.578, 27.442, 10.787, 5.136, 3.63, 4.945
1628601207.6499, 24.822, 10.625, 4.627, 2.808, 5.985, 161.866, 61.805, 24.979, 16.515, 10.958, 8.158, 1.317, 1.668, 0.431, 0.529, 4.626, 4.674, 2.817, 2.218, 2.539, 20.832, 7.927, 4.533, 2.82, 3.546
1628601207.7757, 17.384, 5.964, 3.469, 2.257, 3.718, 152.364, 58.424, 24.214, 15.077, 9.324, 5.762, 1.084, 1.45, 0.352, 0.409, 4.099, 3.493, 3.097, 1.813, 1.66, 16.954, 5.651, 3.93, 2.231, 2.31
1628601207.9026, 12.901, 2.912, 2.711, 1.98, 2.05, 122.992, 47.954, 20.364, 12.488, 7.244, 4.035, 0.992, 1.148, 0.323, 0.332, 3.456, 2.833, 3.418, 1.543, 1.086, 13.613, 3.785, 3.403, 1.975, 1.457
1628601208.0296, 9.471, 1.614, 2.277, 1.964, 1.129, 84.109, 33.705, 14.83, 9.43, 5.16, 2.524, 0.899, 0.822, 0.343, 0.305, 2.92, 2.723, 3.64, 1.418, 0.821, 10.219, 2.771, 2.964, 2.029, 1.025
