Timestamp, AF3/theta, AF3/alpha, AF3/betaL, AF3/betaH, AF3/gamma, T7/theta, T7/alpha, T7/betaL, T7/betaH, T7/gamma, Pz/theta, Pz/alpha, Pz/betaL, Pz/betaH, Pz/gamma, T8/theta, T8/alpha, T8/betaL, T8/betaH, T8/gamma, AF4/theta, AF4/alpha, AF4/betaL, AF4/betaH, AF4/gamma
1629358466.4039, 11.387, 16.285, 8.992, 7.354, 3.916, 2640.859, 615.164, 158.069, 166.143, 121.075, 3.663, 7.4, 5.801, 6.375, 4.008, 5.167, 7.336, 6.775, 6.722, 4.187, 16.469, 14.79, 8.137, 8.29, 3.829
1629358466.5309, 18.817, 18.145, 10.268, 6.963, 3.602, 2176.8, 709.946, 153.152, 179.345, 111.321, 3.628, 6.85, 7.076, 5.741, 3.732, 6.186, 6.596, 7.916, 6.134, 3.923, 20.192, 15.315, 9.632, 7.862, 3.618
1629358466.6578, 30.157, 20.903, 11.468, 6.271, 3.338, 1953.378, 791.849, 167.639, 210.77, 115.554, 3.841, 6.708, 8.299, 5.002, 3.493, 7.323, 6.171, 8.864, 5.324, 3.721, 25.822, 16.602, 11.133, 7.1, 3.433
1629358466.7847, 42.768, 23.298, 12.454, 5.415, 3.254, 2100.474, 822.676, 204.311, 261.411, 132.678, 4.373, 6.948, 9.178, 4.343, 3.42, 8.399, 6.093, 9.571, 4.531, 3.712, 31.228, 17.835, 12.409, 6.25, 3.41
1629358466.9116, 51.884, 24.163, 12.972, 4.578, 3.477, 2564.151, 805.301, 269.442, 338.37, 161.637, 5.169, 7.42, 9.471, 3.878, 3.623, 9.146, 6.279, 10.033, 3.939, 3.993, 34.488, 18.227, 13.136, 5.544, 3.685
1629358467.0385, 54.679, 22.877, 12.746, 3.875, 4.039, 3129.529, 778.054, 364.214, 449.552, 200.518, 6.065, 7.942, 9.103, 3.601, 4.127, 9.299, 6.589, 10.255, 3.59, 4.571, 34.282, 17.351, 13.068, 5.077, 4.296
1629358467.1653, 50.448, 19.79, 11.705, 3.316, 4.833, 3512.552, 793.478, 478.26, 589.269, 244.6, 6.761, 8.344, 8.165, 3.423, 4.829, 8.723, 6.869, 10.177, 3.393, 5.321, 30.686, 15.351, 12.131, 4.769, 5.139
1629358467.2921, 41.2, 15.877, 10.17, 2.863, 5.626, 3553.451, 886.255, 587.223, 731.088, 285.253, 6.942, 8.469, 6.947, 3.23, 5.508, 7.458, 6.973, 9.764, 3.204, 6.009, 25.329, 12.859, 10.716, 4.468, 5.97
1629358467.4189, 31.664, 12.222, 8.784, 2.483, 6.148, 3219.228, 1051.828, 661.725, 835.229, 311.577, 6.442, 8.192, 5.931, 2.951, 5.904, 5.871, 6.737, 9.089, 2.922, 6.375, 20.848, 10.507, 9.566, 4.073, 6.494
1629358467.5459, 29.257, 9.664, 8.282, 2.199, 6.204, 2598.712, 1244.204, 690.39, 867.811, 314.951, 5.397, 7.533, 5.579, 2.601, 5.835, 4.473, 6.085, 8.336, 2.55, 6.254, 22.226, 8.823, 9.399, 3.602, 6.503
