Timestamp, AF3/theta, AF3/alpha, AF3/betaL, AF3/betaH, AF3/gamma, T7/theta, T7/alpha, T7/betaL, T7/betaH, T7/gamma, Pz/theta, Pz/alpha, Pz/betaL, Pz/betaH, Pz/gamma, T8/theta, T8/alpha, T8/betaL, T8/betaH, T8/gamma, AF4/theta, AF4/alpha, AF4/betaL, AF4/betaH, AF4/gamma
1630163977.7251, 4.213, 11.925, 6.514, 1.842, 2.177, 2.437, 4.853, 3.187, 2.15, 2.334, 123.427, 12.018, 11.515, 2.34, 1.387, 3.956, 7.005, 5.605, 2.864, 1.878, 3.548, 14.734, 7.265, 2.145, 2.062
1630163977.851, 3.98, 11.501, 7.09, 1.805, 2.251, 2.535, 4.96, 3.486, 1.905, 2.671, 113.351, 10.874, 12.24, 2.241, 1.621, 3.671, 7.514, 5.977, 2.692, 2.054, 3.433, 15.197, 7.741, 2.093, 2.209
1630163977.9775, 3.87, 11.28, 8.32, 1.967, 2.536, 2.592, 5.086, 3.915, 1.747, 3.229, 88.191, 9.249, 12.01, 2.267, 1.98, 3.156, 7.968, 6.74, 2.856, 2.41, 3.341, 15.112, 8.871, 2.242, 2.612
1630163978.1037, 3.891, 11.274, 9.852, 2.317, 2.955, 2.488, 5.316, 4.512, 1.762, 3.882, 58.14, 7.623, 11.002, 2.394, 2.359, 2.753, 8.321, 7.708, 3.361, 2.863, 3.242, 14.676, 10.277, 2.614, 3.155
1630163978.2297, 3.992, 11.36, 11.187, 2.784, 3.379, 2.298, 5.625, 5.23, 1.984, 4.474, 31.251, 6.492, 9.581, 2.614, 2.64, 2.494, 8.515, 8.55, 4.083, 3.268, 3.203, 14.173, 11.472, 3.174, 3.66
1630163978.3557, 4.062, 11.369, 11.866, 3.253, 3.69, 2.112, 5.879, 5.941, 2.376, 4.86, 13.26, 5.985, 8.132, 2.852, 2.743, 2.473, 8.516, 8.955, 4.806, 3.484, 3.262, 13.812, 12.045, 3.811, 3.964
1630163978.4816, 5.407, 11.206, 11.604, 3.605, 3.832, 2.051, 5.887, 6.462, 2.834, 4.956, 4.679, 5.824, 6.898, 2.999, 2.658, 2.661, 8.291, 8.819, 5.304, 3.443, 5.593, 13.655, 11.741, 4.355, 3.999
1630163978.6079, 12.867, 11.092, 10.657, 3.762, 3.831, 2.423, 5.464, 6.665, 3.245, 4.753, 2.22, 5.601, 5.91, 2.987, 2.446, 3.164, 7.824, 8.247, 5.435, 3.188, 16.32, 13.668, 10.75, 4.644, 3.823
1630163978.7343, 32.155, 11.335, 9.554, 3.724, 3.775, 3.707, 4.618, 6.57, 3.538, 4.317, 2.069, 5.063, 5.065, 2.85, 2.214, 4.237, 7.107, 7.494, 5.214, 2.862, 42.075, 13.694, 9.54, 4.611, 3.601
1630163978.8604, 64.845, 12.242, 8.87, 3.599, 3.751, 6.221, 3.612, 6.35, 3.701, 3.774, 2.391, 4.36, 4.329, 2.731, 2.06, 6.061, 6.235, 6.817, 4.831, 2.633, 83.976, 13.789, 8.679, 4.369, 3.507
1630163978.9864, 105.313, 13.804, 8.862, 3.514, 3.795, 9.799, 2.767, 6.196, 3.775, 3.265, 2.827, 3.775, 3.744, 2.777, 2.024, 8.41, 5.356, 6.347, 4.516, 2.612, 134.29, 14.089, 8.467, 4.115, 3.63
1630163979.1123, 142.623, 15.555, 9.459, 3.551, 3.888, 13.588, 2.345, 6.208, 3.792, 2.898, 3.286, 3.49, 3.334, 3.062, 2.078, 10.741, 4.653, 6.131, 4.421, 2.811, 179.249, 14.549, 8.91, 4.018, 3.942
1630163979.2383, 163.986, 16.683, 10.384, 3.689, 3.98, 16.677, 2.361, 6.325, 3.743, 2.711, 3.673, 3.506, 3.108, 3.511, 2.155, 12.24, 4.248, 6.175, 4.539, 3.138, 203.523, 14.865, 9.817, 4.104, 4.313
1630163979.3643, 161.362, 16.536, 11.423, 3.834, 4.03, 17.939, 2.605, 6.42, 3.599, 2.675, 3.844, 3.674, 3.111, 3.935, 2.196, 12.207, 4.088, 6.506, 4.726, 3.474, 198.16, 14.637, 11.057, 4.273, 4.597
1630163979.4906, 136.388, 14.997, 12.465, 3.918, 4.047, 17.647, 2.85, 6.419, 3.344, 2.729, 3.787, 3.836, 3.384, 4.155, 2.197, 10.718, 4.104, 7.114, 4.83, 3.749, 165.597, 13.648, 12.501, 4.425, 4.72
1630163979.6165, 97.544, 12.493, 13.328, 3.91, 4.066, 15.93, 2.994, 6.298, 3.028, 2.823, 3.476, 3.887, 3.854, 4.094, 2.192, 8.159, 4.265, 7.846, 4.755, 3.963, 116.662, 11.947, 13.844, 4.495, 4.705
1630163979.7422, 58.341, 9.777, 13.781, 3.854, 4.099, 13.843, 2.997, 6.077, 2.76, 2.94, 3.035, 3.797, 4.341, 3.812, 2.212, 5.547, 4.508, 8.448, 4.525, 4.143, 67.801, 9.884, 14.692, 4.499, 4.628
