Timestamp, AF3/theta, AF3/alpha, AF3/betaL, AF3/betaH, AF3/gamma, T7/theta, T7/alpha, T7/betaL, T7/betaH, T7/gamma, Pz/theta, Pz/alpha, Pz/betaL, Pz/betaH, Pz/gamma, T8/theta, T8/alpha, T8/betaL, T8/betaH, T8/gamma, AF4/theta, AF4/alpha, AF4/betaL, AF4/betaH, AF4/gamma
1632652431.9869, 201.013, 82.151, 48.351, 8.266, 9.166, 4512.616, 1708.845, 842.13, 329.886, 96.777, 49.417, 22.779, 18.587, 4.021, 5.874, 144.887, 70.567, 50.806, 6.058, 10.494, 191.928, 83.083, 48.54, 6.985, 10.734
1632652432.1132, 172.931, 79.932, 43.097, 7.505, 8.501, 6758.917, 2471.507, 1203.251, 476.272, 138.499, 47.155, 22.222, 16.639, 3.86, 6.698, 138.766, 68.094, 46.616, 5.485, 9.825, 169.78, 79.244, 44.306, 6.305, 10.256
1632652432.2392, 128.976, 69.816, 35.698, 6.431, 7.602, 8277.552, 3011.385, 1453.641, 579.497, 167.879, 38.836, 19.728, 13.562, 3.551, 7.818, 114.03, 58.451, 39.184, 4.924, 8.756, 130.404, 67.735, 37.915, 5.492, 9.235
1632652432.3651, 81.785, 55.011, 28.34, 5.352, 6.745, 8885.033, 3137.997, 1507.504, 604.237, 174.737, 27.258, 16.057, 10.378, 3.238, 9.044, 79.705, 45.128, 30.701, 4.513, 7.584, 85.786, 51.977, 31.082, 4.694, 7.995
1632652432.4912, 43.432, 39.901, 22.501, 4.572, 6.107, 7952.104, 2794.983, 1360.932, 548.799, 157.478, 16.044, 12.475, 8.077, 3.074, 10.066, 46.475, 32.641, 23.139, 4.359, 6.549, 47.904, 36.7, 24.987, 4.111, 6.847
1632652432.6176, 19.874, 28.287, 18.485, 4.216, 5.726, 6315.887, 2189.608, 1139.847, 451.82, 126.23, 8.129, 10.014, 7.107, 3.142, 10.614, 23.012, 24.349, 17.436, 4.452, 5.771, 23.65, 25.709, 19.917, 3.857, 5.986
1632652432.7441, 9.83, 21.301, 15.713, 4.137, 5.509, 5535.6, 1717.093, 1033.69, 371.464, 98.546, 4.446, 8.819, 7.295, 3.385, 10.58, 11.732, 20.704, 13.529, 4.601, 5.238, 12.666, 19.804, 15.655, 3.845, 5.414
1632652432.8703, 7.604, 17.692, 13.312, 4.064, 5.326, 7106.683, 1738.86, 1188.505, 353.424, 89.257, 4.006, 8.405, 7.976, 3.634, 10.038, 8.923, 19.721, 10.685, 4.569, 4.862, 9.945, 17.232, 11.82, 3.888, 5.004
1632652432.9963, 7.413, 15.22, 10.748, 3.793, 5.088, 11337.831, 2359.572, 1610.524, 404.527, 102.052, 4.89, 8.086, 8.381, 3.715, 9.205, 8.953, 18.736, 8.21, 4.24, 4.554, 9.675, 15.337, 8.302, 3.828, 4.61
1632652433.1221, 6.707, 12.431, 8.234, 3.399, 4.809, 17147.812, 3351.645, 2147.117, 489.408, 127.462, 5.8, 7.432, 8.081, 3.573, 8.584, 8.536, 16.303, 6.172, 3.779, 4.324, 8.812, 12.609, 5.503, 3.685, 4.21
1632652433.2481, 5.555, 9.412, 6.14, 3.174, 4.574, 22077.887, 4232.596, 2552.556, 553.009, 149.665, 6.281, 6.546, 7.017, 3.288, 9.007, 7.178, 12.857, 4.929, 3.527, 4.251, 7.272, 9.386, 3.746, 3.601, 3.899
1632652433.3744, 4.559, 6.686, 4.436, 3.366, 4.443, 24185.064, 4573.651, 2642.744, 565.202, 159.877, 6.247, 5.727, 5.409, 2.972, 11.145, 5.786, 9.484, 4.515, 3.722, 4.388, 5.848, 6.41, 2.812, 3.712, 3.761
1632652433.5006, 4.379, 4.745, 3.063, 4.014, 4.43, 22588.715, 4291.281, 2429.25, 546.344, 166.183, 5.847, 5.175, 3.668, 2.71, 14.997, 4.905, 7.026, 4.753, 4.355, 4.718, 5.06, 4.307, 2.36, 4.05, 3.823
