Timestamp, AF3/theta, AF3/alpha, AF3/betaL, AF3/betaH, AF3/gamma, T7/theta, T7/alpha, T7/betaL, T7/betaH, T7/gamma, Pz/theta, Pz/alpha, Pz/betaL, Pz/betaH, Pz/gamma, T8/theta, T8/alpha, T8/betaL, T8/betaH, T8/gamma, AF4/theta, AF4/alpha, AF4/betaL, AF4/betaH, AF4/gamma
1630237384.1071, 129.521, 31.754, 6.543, 9.105, 1.683, 38.833, 3.508, 3.105, 5.254, 2.985, 14.517, 6.633, 4.93, 6.384, 2.1, 15.716, 3.91, 4.904, 6.542, 1.755, 72.376, 25.887, 6.649, 8.897, 2.603
1630237384.2341, 155.387, 37.126, 7.84, 11.58, 1.935, 61.286, 4.013, 3.338, 6.3, 3.04, 18.057, 7.642, 5.509, 7.973, 2.584, 20.283, 5.001, 5.647, 8.417, 2.144, 85.755, 30.234, 7.787, 11.169, 2.938
1630237384.3602, 160.244, 38.56, 8.66, 12.984, 2.129, 81.92, 4.874, 3.394, 6.842, 3.088, 19.963, 8.244, 5.527, 8.872, 2.906, 22.935, 6.117, 5.815, 9.581, 2.444, 87.417, 31.739, 8.605, 12.436, 3.132
1630237384.4865, 142.612, 35.617, 8.813, 12.876, 2.227, 94.249, 6.033, 3.279, 6.732, 3.09, 19.567, 8.428, 5.085, 8.817, 2.968, 22.796, 6.961, 5.413, 9.675, 2.554, 77.499, 29.883, 8.954, 12.32, 3.138
1630237384.613, 110.558, 29.544, 8.368, 11.327, 2.226, 94.103, 7.296, 3.058, 6.022, 2.997, 17.007, 8.25, 4.431, 7.879, 2.762, 20.101, 7.271, 4.655, 8.697, 2.441, 60.18, 25.437, 8.858, 10.905, 2.976
1630237384.7395, 80.855, 23.009, 7.518, 8.908, 2.171, 81.771, 8.402, 2.818, 4.965, 2.784, 13.009, 7.806, 3.814, 6.417, 2.384, 15.582, 6.967, 3.825, 7.008, 2.165, 47.228, 20.264, 8.383, 8.7, 2.733
1630237384.8661, 68.292, 18.49, 6.665, 6.401, 2.129, 61.371, 9.144, 2.656, 3.899, 2.469, 8.988, 7.182, 3.398, 4.891, 1.996, 10.802, 6.175, 3.153, 5.151, 1.845, 47.545, 16.155, 7.75, 6.388, 2.516
1630237384.9922, 79.377, 17.681, 5.996, 4.449, 2.162, 39.25, 9.373, 2.593, 3.111, 2.115, 5.767, 6.465, 3.218, 3.67, 1.778, 6.674, 5.166, 2.772, 3.605, 1.622, 64.633, 14.444, 7.028, 4.533, 2.418
1630237385.1184, 111.406, 21.499, 5.518, 3.346, 2.298, 21.439, 9.084, 2.615, 2.747, 1.806, 4.215, 5.794, 3.218, 2.91, 1.857, 4.114, 4.269, 2.714, 2.613, 1.602, 95.416, 15.818, 6.261, 3.409, 2.477
1630237385.2445, 153.201, 29.569, 5.202, 2.999, 2.526, 10.222, 8.482, 2.702, 2.752, 1.612, 3.835, 5.369, 3.322, 2.544, 2.23, 3.107, 3.726, 2.908, 2.129, 1.814, 131.769, 19.885, 5.553, 2.966, 2.676
