Timestamp, AF3/theta, AF3/alpha, AF3/betaL, AF3/betaH, AF3/gamma, T7/theta, T7/alpha, T7/betaL, T7/betaH, T7/gamma, Pz/theta, Pz/alpha, Pz/betaL, Pz/betaH, Pz/gamma, T8/theta, T8/alpha, T8/betaL, T8/betaH, T8/gamma, AF4/theta, AF4/alpha, AF4/betaL, AF4/betaH, AF4/gamma
1628798203.4283, 216.34, 27.967, 6.668, 1.529, 0.432, 2.304, 1.318, 1.273, 0.746, 0.452, 4.087, 1.602, 2.314, 0.922, 0.356, 4.629, 1.954, 3.659, 2.343, 0.86, 137.271, 17.244, 5.136, 1.454, 0.545
1628798203.5535, 184.832, 24.53, 6.141, 1.586, 0.361, 2.412, 1.371, 1.265, 0.782, 0.407, 3.438, 1.701, 2.339, 1.105, 0.308, 4.27, 1.813, 3.699, 2.478, 0.853, 116.2, 15.196, 4.815, 1.503, 0.452
1628798203.6787, 143.843, 20.276, 5.228, 1.603, 0.297, 2.312, 1.361, 1.228, 0.798, 0.37, 3.043, 1.667, 2.207, 1.348, 0.261, 3.916, 1.665, 3.557, 2.499, 0.802, 89.72, 12.806, 4.205, 1.512, 0.365
1628798203.8039, 106.145, 16.304, 4.208, 1.587, 0.259, 2.042, 1.277, 1.146, 0.778, 0.354, 2.641, 1.56, 1.978, 1.571, 0.229, 3.51, 1.477, 3.207, 2.362, 0.74, 66.556, 10.603, 3.475, 1.47, 0.306
1628798203.9292, 84.22, 13.527, 3.302, 1.55, 0.253, 1.716, 1.124, 1.018, 0.728, 0.363, 2.128, 1.478, 1.753, 1.697, 0.221, 3.032, 1.227, 2.676, 2.06, 0.696, 53.897, 9.011, 2.777, 1.382, 0.281
1628798204.0546, 84.038, 12.79, 2.7, 1.496, 0.275, 1.434, 0.92, 0.858, 0.659, 0.39, 1.583, 1.488, 1.615, 1.673, 0.239, 2.584, 0.943, 2.086, 1.638, 0.68, 55.603, 8.469, 2.257, 1.26, 0.285
1628798204.1798, 105.367, 14.484, 2.465, 1.42, 0.309, 1.282, 0.694, 0.688, 0.584, 0.423, 1.182, 1.592, 1.584, 1.499, 0.27, 2.294, 0.68, 1.6, 1.189, 0.68, 70.131, 9.24, 1.979, 1.117, 0.305
1628798204.3053, 137.066, 18.034, 2.523, 1.312, 0.342, 1.266, 0.489, 0.546, 0.518, 0.445, 1.021, 1.728, 1.627, 1.229, 0.302, 2.163, 0.489, 1.344, 0.819, 0.675, 90.461, 11.058, 1.912, 0.965, 0.327
1628798204.431, 168.628, 21.848, 2.738, 1.181, 0.374, 1.371, 0.349, 0.482, 0.469, 0.443, 1.086, 1.812, 1.69, 0.939, 0.319, 2.103, 0.391, 1.318, 0.587, 0.648, 109.282, 13.052, 1.975, 0.827, 0.345
1628798204.5562, 187.413, 24.233, 2.934, 1.034, 0.407, 1.548, 0.301, 0.53, 0.436, 0.416, 1.248, 1.778, 1.759, 0.693, 0.318, 1.945, 0.367, 1.406, 0.501, 0.606, 119.309, 14.264, 2.052, 0.718, 0.356
1628798204.6819, 189.253, 24.424, 2.986, 0.892, 0.45, 1.735, 0.321, 0.688, 0.407, 0.368, 1.402, 1.617, 1.892, 0.531, 0.303, 1.65, 0.375, 1.453, 0.529, 0.567, 118.257, 14.243, 2.063, 0.65, 0.362
1628798204.8075, 171.806, 22.258, 2.849, 0.765, 0.504, 1.898, 0.379, 0.91, 0.382, 0.312, 1.474, 1.376, 2.156, 0.46, 0.285, 1.306, 0.384, 1.378, 0.623, 0.556, 105.654, 12.897, 1.983, 0.621, 0.371
1628798204.9335, 139.938, 18.232, 2.53, 0.662, 0.561, 2, 0.465, 1.123, 0.367, 0.258, 1.486, 1.137, 2.552, 0.461, 0.278, 1.111, 0.402, 1.207, 0.744, 0.583, 85.016, 10.534, 1.823, 0.625, 0.382
1628798205.0593, 101.333, 13.328, 2.078, 0.583, 0.604, 2.009, 0.569, 1.264, 0.375, 0.217, 1.497, 0.995, 2.977, 0.502, 0.291, 1.205, 0.44, 1.017, 0.862, 0.641, 61.448, 7.728, 1.603, 0.646, 0.396
1628798205.185, 64.803, 8.657, 1.566, 0.531, 0.621, 1.91, 0.681, 1.301, 0.409, 0.197, 1.577, 1.017, 3.272, 0.549, 0.322, 1.592, 0.512, 0.883, 0.94, 0.708, 39.755, 5.1, 1.335, 0.666, 0.408
1628798205.311, 36.447, 5.156, 1.119, 0.521, 0.616, 1.712, 0.784, 1.241, 0.461, 0.204, 1.807, 1.231, 3.303, 0.577, 0.371, 2.139, 0.619, 0.856, 0.953, 0.77, 23.627, 3.207, 1.06, 0.679, 0.42
1628798205.4372, 21.644, 3.658, 0.931, 0.573, 0.605, 1.466, 0.864, 1.125, 0.52, 0.248, 2.146, 1.599, 3.017, 0.579, 0.434, 2.628, 0.748, 0.931, 0.901, 0.825, 15.018, 2.568, 0.885, 0.697, 0.44
1628798205.5633, 19.604, 4.495, 1.101, 0.696, 0.602, 1.239, 0.909, 0.995, 0.573, 0.33, 2.476, 2.034, 2.47, 0.565, 0.505, 2.901, 0.899, 1.054, 0.813, 0.882, 14.345, 3.393, 0.893, 0.739, 0.474
1628798205.6891, 30.523, 7.197, 1.535, 0.875, 0.614, 1.082, 0.918, 0.875, 0.607, 0.434, 2.682, 2.441, 1.81, 0.544, 0.573, 2.902, 1.082, 1.161, 0.733, 0.945, 20.547, 5.391, 1.074, 0.824, 0.519
1628798205.8148, 50.528, 11.026, 2.062, 1.084, 0.631, 1.029, 0.895, 0.767, 0.616, 0.535, 2.682, 2.718, 1.231, 0.527, 0.626, 2.705, 1.276, 1.217, 0.699, 1.006, 32.062, 7.967, 1.369, 0.964, 0.563
1628798205.9408, 79.932, 15.394, 2.539, 1.291, 0.638, 1.077, 0.832, 0.658, 0.597, 0.605, 2.459, 2.782, 0.871, 0.522, 0.656, 2.448, 1.435, 1.217, 0.727, 1.047, 48.201, 10.553, 1.711, 1.144, 0.589
1628798206.0667, 113.323, 19.647, 2.911, 1.467, 0.629, 1.924, 0.782, 0.543, 0.564, 0.63, 2.046, 2.609, 0.772, 0.526, 0.668, 2.304, 1.516, 1.177, 0.803, 1.056, 67.046, 12.597, 2.055, 1.336, 0.592
1628798206.1929, 146.554, 23.021, 3.117, 1.587, 0.606, 4.335, 0.895, 0.487, 0.536, 0.615, 1.543, 2.277, 0.892, 0.537, 0.676, 2.395, 1.504, 1.128, 0.898, 1.026, 86.307, 13.716, 2.35, 1.506, 0.571
1628798206.3187, 170.859, 24.786, 3.17, 1.624, 0.574, 9.156, 1.331, 0.576, 0.535, 0.576, 1.051, 1.925, 1.167, 0.547, 0.69, 2.736, 1.432, 1.106, 0.988, 0.968, 101.816, 13.777, 2.577, 1.614, 0.533
1628798206.4446, 180.254, 24.517, 3.175, 1.574, 0.544, 15.449, 2.148, 0.877, 0.565, 0.534, 0.669, 1.687, 1.559, 0.554, 0.717, 3.238, 1.363, 1.166, 1.063, 0.911, 109.967, 12.918, 2.785, 1.642, 0.494
1628798206.5709, 171.315, 22.261, 3.225, 1.449, 0.527, 22.424, 3.215, 1.353, 0.624, 0.501, 0.469, 1.638, 2.031, 0.562, 0.75, 3.731, 1.353, 1.354, 1.126, 0.879, 107.859, 11.456, 3.026, 1.597, 0.471
1628798206.6969, 146.484, 18.658, 3.405, 1.284, 0.528, 27.392, 4.231, 1.871, 0.709, 0.479, 0.472, 1.781, 2.511, 0.586, 0.778, 4.015, 1.44, 1.659, 1.174, 0.88, 95.79, 9.821, 3.321, 1.511, 0.472
1628798206.8232, 115.262, 15.163, 3.713, 1.151, 0.543, 29.459, 4.89, 2.31, 0.821, 0.464, 0.643, 2.086, 2.924, 0.637, 0.796, 3.979, 1.634, 2.077, 1.199, 0.906, 77.341, 8.453, 3.639, 1.434, 0.501
1628798206.9493, 86.812, 13.357, 4.027, 1.129, 0.57, 27.297, 4.972, 2.585, 0.957, 0.452, 0.995, 2.519, 3.229, 0.725, 0.811, 3.673, 1.915, 2.598, 1.203, 0.944, 57.247, 7.598, 3.905, 1.405, 0.557
1628798207.0752, 70.202, 14.273, 4.237, 1.252, 0.62, 22.383, 4.492, 2.71, 1.118, 0.451, 1.608, 3.058, 3.447, 0.846, 0.85, 3.29, 2.235, 3.173, 1.195, 1.002, 40.468, 7.319, 4.061, 1.438, 0.646
1628798207.2011, 66.055, 17.846, 4.309, 1.487, 0.719, 16.958, 3.764, 2.867, 1.31, 0.49, 2.561, 3.667, 3.641, 0.985, 0.949, 3.062, 2.583, 3.707, 1.207, 1.111, 29.857, 7.553, 4.11, 1.507, 0.788
1628798207.3273, 73.358, 23.086, 4.359, 1.788, 0.888, 15.695, 3.659, 3.391, 1.561, 0.638, 3.808, 4.325, 3.881, 1.14, 1.119, 3.183, 3.037, 4.116, 1.297, 1.299, 25.785, 8.222, 4.158, 1.605, 0.989
1628798207.4538, 82.437, 27.799, 4.541, 2.104, 1.122, 23.174, 5.135, 4.629, 1.891, 0.966, 5.298, 5.007, 4.223, 1.321, 1.335, 3.739, 3.662, 4.366, 1.52, 1.558, 26.316, 8.906, 4.309, 1.733, 1.233
1628798207.5799, 89.401, 29.822, 5.052, 2.408, 1.388, 39.712, 8.725, 6.727, 2.31, 1.491, 6.841, 5.626, 4.76, 1.541, 1.545, 4.661, 4.423, 4.542, 1.906, 1.841, 28.159, 9.107, 4.708, 1.92, 1.483
1628798207.7058, 85.933, 27.98, 6.022, 2.715, 1.638, 61, 13.841, 9.412, 2.819, 2.148, 8.32, 6.137, 5.598, 1.829, 1.701, 5.941, 5.256, 4.833, 2.441, 2.078, 28.82, 8.599, 5.514, 2.215, 1.695
1628798207.8318, 74.939, 23.006, 7.487, 3.016, 1.82, 79.685, 19.079, 12.036, 3.403, 2.804, 9.594, 6.506, 6.733, 2.179, 1.779, 7.472, 6.056, 5.376, 3.043, 2.206, 27.335, 7.674, 6.781, 2.605, 1.828
1628798207.958, 57.07, 16.826, 9.17, 3.261, 1.9, 90.166, 22.879, 13.806, 4.017, 3.303, 10.427, 6.701, 7.965, 2.541, 1.784, 8.968, 6.732, 6.133, 3.579, 2.191, 24.083, 6.937, 8.275, 2.996, 1.863
1628798208.0843, 43.169, 11.645, 10.599, 3.395, 1.878, 91.613, 24.173, 14.151, 4.597, 3.535, 10.767, 6.774, 9.041, 2.866, 1.746, 10.244, 7.27, 6.91, 3.962, 2.051, 22.388, 6.823, 9.567, 3.288, 1.817
1628798208.2105, 36.823, 8.896, 11.309, 3.396, 1.801, 82.624, 23.037, 13.008, 5.06, 3.477, 10.476, 6.893, 9.806, 3.118, 1.712, 11.103, 7.791, 7.464, 4.177, 1.856, 24.7, 7.461, 10.231, 3.426, 1.741
1628798208.3365, 43.672, 8.31, 11.001, 3.272, 1.727, 68.967, 20.446, 10.81, 5.318, 3.198, 9.648, 7.242, 10.233, 3.285, 1.718, 11.35, 8.425, 7.612, 4.273, 1.688, 33.7, 8.498, 10.051, 3.406, 1.695
1628798208.4625, 63.589, 8.961, 9.697, 3.058, 1.703, 53.548, 17.616, 8.289, 5.316, 2.826, 8.291, 7.854, 10.358, 3.381, 1.776, 10.915, 9.171, 7.29, 4.33, 1.595, 49.28, 9.594, 9.069, 3.27, 1.711
1628798208.5884, 97.298, 10.215, 7.768, 2.82, 1.752, 40.857, 15.429, 6.115, 5.044, 2.481, 6.708, 8.533, 10.2, 3.427, 1.869, 9.837, 9.844, 6.553, 4.397, 1.589, 69.926, 10.545, 7.583, 3.073, 1.783
1628798208.7147, 139.378, 11.63, 5.722, 2.627, 1.868, 31.183, 14.026, 4.645, 4.527, 2.222, 5.12, 8.905, 9.76, 3.417, 1.951, 8.397, 10.16, 5.614, 4.472, 1.643, 91.223, 11.096, 5.995, 2.852, 1.869
1628798208.8409, 179.692, 12.986, 4.083, 2.491, 2.023, 23.646, 12.888, 3.83, 3.837, 2.041, 3.893, 8.617, 9.035, 3.347, 1.973, 6.937, 9.861, 4.712, 4.497, 1.71, 106.77, 11.112, 4.662, 2.605, 1.919
1628798208.9666, 207.625, 13.797, 3.061, 2.384, 2.179, 17.336, 11.287, 3.339, 3.076, 1.892, 3.13, 7.537, 7.979, 3.231, 1.913, 5.664, 8.888, 3.951, 4.412, 1.757, 112.483, 10.41, 3.665, 2.335, 1.905
1628798209.0926, 214.511, 13.703, 2.605, 2.27, 2.288, 11.4, 9.014, 2.856, 2.359, 1.742, 2.789, 5.826, 6.594, 3.085, 1.778, 4.661, 7.458, 3.324, 4.178, 1.762, 106.587, 8.975, 2.917, 2.069, 1.822
1628798209.2187, 199.718, 13.369, 2.668, 2.141, 2.311, 7.465, 6.412, 2.277, 1.786, 1.598, 2.665, 3.936, 5.041, 2.929, 1.601, 3.875, 5.943, 2.801, 3.799, 1.719, 91.407, 7.474, 2.403, 1.855, 1.685
1628798209.345, 169.217, 13.913, 3.172, 2.007, 2.235, 5.92, 4.122, 1.687, 1.388, 1.484, 2.642, 2.372, 3.61, 2.769, 1.439, 3.279, 4.669, 2.393, 3.327, 1.642, 72.667, 6.755, 2.172, 1.743, 1.534
1628798209.4712, 136.037, 16.178, 4.032, 1.878, 2.088, 4.892, 2.683, 1.236, 1.163, 1.42, 2.648, 1.498, 2.592, 2.602, 1.347, 2.898, 3.83, 2.12, 2.833, 1.567, 56.486, 7.465, 2.32, 1.743, 1.419
1628798209.5975, 107.715, 19.774, 5.004, 1.772, 1.923, 4.098, 2.124, 1.012, 1.094, 1.418, 2.745, 1.346, 2.041, 2.423, 1.358, 2.797, 3.352, 1.939, 2.397, 1.527, 45.913, 9.405, 2.756, 1.809, 1.378
1628798209.7235, 89.941, 23.294, 5.713, 1.701, 1.79, 3.996, 2.265, 0.967, 1.162, 1.468, 2.976, 1.671, 1.82, 2.237, 1.46, 2.972, 3.026, 1.771, 2.098, 1.538, 40.886, 11.629, 3.216, 1.872, 1.413
1628798209.8493, 78.182, 24.963, 5.879, 1.693, 1.705, 4.608, 2.784, 1.004, 1.351, 1.533, 3.359, 2.154, 1.778, 2.088, 1.595, 3.303, 2.688, 1.62, 2.017, 1.582, 38.179, 12.947, 3.46, 1.909, 1.491
1628798209.9757, 68.93, 23.781, 5.439, 1.788, 1.647, 5.824, 3.421, 1.063, 1.641, 1.567, 3.781, 2.626, 1.855, 2.028, 1.688, 3.581, 2.333, 1.554, 2.192, 1.621, 35.06, 12.732, 3.399, 1.96, 1.553
1628798210.1017, 55.972, 19.864, 4.545, 2.013, 1.569, 7.502, 4, 1.133, 2, 1.534, 4.066, 3.019, 2.03, 2.089, 1.68, 3.611, 2.025, 1.574, 2.582, 1.606, 29.321, 10.995, 3.089, 2.086, 1.543
1628798210.228, 39.052, 14.697, 3.487, 2.309, 1.436, 9.479, 4.416, 1.249, 2.377, 1.429, 4.122, 3.323, 2.231, 2.249, 1.557, 3.307, 1.898, 1.655, 3.057, 1.512, 20.864, 8.493, 2.697, 2.294, 1.431
1628798210.354, 24.228, 10.595, 2.699, 2.58, 1.247, 11.724, 4.658, 1.472, 2.695, 1.277, 3.967, 3.587, 2.376, 2.431, 1.354, 2.748, 2.175, 1.786, 3.442, 1.353, 13.06, 6.513, 2.485, 2.521, 1.232
