Timestamp, AF3/theta, AF3/alpha, AF3/betaL, AF3/betaH, AF3/gamma, T7/theta, T7/alpha, T7/betaL, T7/betaH, T7/gamma, Pz/theta, Pz/alpha, Pz/betaL, Pz/betaH, Pz/gamma, T8/theta, T8/alpha, T8/betaL, T8/betaH, T8/gamma, AF4/theta, AF4/alpha, AF4/betaL, AF4/betaH, AF4/gamma
1628362387.1483, 4.891, 1.219, 2.365, 1.036, 1.038, 2.295, 1.274, 1.119, 1.52, 1.006, 1.199, 1.416, 3.027, 1.232, 0.905, 1.436, 1.762, 3.078, 1.989, 1.258, 4.335, 1.645, 3.406, 1.98, 1.25
1628362387.2752, 5.107, 1.61, 2.105, 1.105, 1.078, 2.287, 1.592, 1.43, 1.658, 1.135, 1.077, 1.362, 3.207, 1.296, 0.959, 1.335, 1.733, 2.458, 1.992, 1.272, 5.555, 1.647, 2.978, 2.162, 1.302
1628362387.4022, 6.392, 2.728, 2.026, 1.251, 1.113, 2.306, 1.888, 1.68, 1.697, 1.229, 1.183, 1.428, 3.216, 1.364, 0.992, 1.484, 1.728, 1.96, 1.947, 1.255, 10.36, 2.366, 2.713, 2.252, 1.33
1628362387.5292, 10.82, 5.178, 2.239, 1.541, 1.127, 2.4, 2.074, 1.792, 1.639, 1.277, 1.49, 1.575, 2.971, 1.446, 1.006, 1.84, 1.682, 1.62, 1.952, 1.204, 21.924, 4.11, 2.73, 2.327, 1.323
1628362387.656, 20.126, 9.247, 2.802, 1.988, 1.119, 2.626, 2.096, 1.734, 1.502, 1.275, 1.878, 1.765, 2.531, 1.545, 1.009, 2.343, 1.607, 1.437, 2.093, 1.134, 41.47, 6.96, 3.078, 2.461, 1.293
1628362387.7829, 33.994, 14.436, 3.65, 2.518, 1.099, 2.932, 1.956, 1.545, 1.319, 1.23, 2.205, 1.965, 2.037, 1.653, 1.005, 2.892, 1.566, 1.367, 2.38, 1.064, 66.702, 10.542, 3.666, 2.667, 1.266
1628362387.9099, 49.416, 19.467, 4.548, 2.988, 1.083, 3.261, 1.693, 1.309, 1.129, 1.158, 2.348, 2.12, 1.607, 1.738, 0.996, 3.345, 1.595, 1.336, 2.728, 1.017, 91.625, 13.97, 4.254, 2.88, 1.262
1628362388.0368, 61.633, 22.801, 5.172, 3.234, 1.074, 3.485, 1.377, 1.103, 0.959, 1.078, 2.286, 2.175, 1.275, 1.758, 0.977, 3.644, 1.668, 1.288, 2.996, 0.999, 108.789, 16.212, 4.555, 2.981, 1.28
1628362388.1638, 66.545, 23.318, 5.281, 3.154, 1.077, 3.556, 1.096, 0.973, 0.82, 1.004, 2.105, 2.097, 1.024, 1.694, 0.954, 3.691, 1.722, 1.226, 3.058, 1.003, 112.053, 16.5, 4.392, 2.867, 1.299
1628362388.2907, 62.382, 20.793, 4.83, 2.766, 1.096, 3.428, 0.921, 0.919, 0.712, 0.945, 1.975, 1.905, 0.892, 1.574, 0.947, 3.592, 1.717, 1.193, 2.874, 1.015, 100.622, 14.674, 3.805, 2.527, 1.296
1628362388.4175, 50.619, 16.097, 4.058, 2.209, 1.139, 3.151, 0.877, 0.919, 0.642, 0.904, 2.052, 1.643, 1.094, 1.486, 0.973, 3.379, 1.656, 1.272, 2.513, 1.027, 77.961, 11.329, 3.088, 2.066, 1.255
1628362388.5445, 35.365, 10.809, 3.339, 1.679, 1.213, 2.739, 0.924, 0.95, 0.623, 0.876, 2.351, 1.387, 1.979, 1.511, 1.031, 3.156, 1.597, 1.556, 2.109, 1.032, 51.92, 7.602, 2.628, 1.641, 1.187
1628362388.6713, 21.224, 6.42, 2.954, 1.336, 1.304, 2.281, 0.989, 1.012, 0.657, 0.855, 2.741, 1.218, 3.725, 1.673, 1.1, 2.907, 1.623, 2.072, 1.775, 1.027, 29.428, 4.554, 2.653, 1.367, 1.113
1628362388.7983, 11.669, 3.864, 2.979, 1.236, 1.386, 1.882, 0.999, 1.092, 0.729, 0.833, 3.063, 1.184, 6.127, 1.923, 1.179, 2.669, 1.798, 2.741, 1.558, 1.013, 14.543, 2.865, 3.135, 1.274, 1.058
1628362388.925, 7.668, 3.269, 3.336, 1.323, 1.424, 1.55, 0.934, 1.189, 0.819, 0.805, 3.151, 1.266, 8.606, 2.164, 1.289, 2.42, 2.09, 3.376, 1.438, 0.991, 7.483, 2.766, 3.845, 1.315, 1.027
1628362389.0516, 8.382, 4.228, 3.784, 1.47, 1.397, 1.315, 0.821, 1.332, 0.915, 0.772, 2.958, 1.404, 10.407, 2.296, 1.457, 2.136, 2.426, 3.798, 1.349, 0.964, 5.923, 4.141, 4.457, 1.4, 1.008
1628362389.178, 11.786, 6.109, 4.132, 1.563, 1.307, 1.204, 0.714, 1.551, 1.011, 0.739, 2.555, 1.51, 10.979, 2.283, 1.681, 1.908, 2.766, 4.001, 1.256, 0.937, 7.474, 6.585, 4.794, 1.475, 0.981
1628362389.3045, 16.185, 8.236, 4.381, 1.59, 1.175, 1.24, 0.668, 1.846, 1.105, 0.712, 2.096, 1.537, 10.271, 2.16, 1.918, 1.792, 3.073, 4.155, 1.19, 0.917, 10.705, 9.408, 4.889, 1.588, 0.934
1628362389.4306, 20.341, 10.001, 4.603, 1.601, 1.034, 1.468, 0.7, 2.177, 1.198, 0.693, 1.743, 1.472, 8.717, 2.018, 2.09, 1.836, 3.365, 4.527, 1.222, 0.907, 14.553, 11.902, 4.889, 1.828, 0.87
1628362389.5568, 22.707, 10.837, 4.826, 1.657, 0.913, 1.762, 0.779, 2.466, 1.28, 0.682, 1.601, 1.323, 6.972, 1.954, 2.12, 2.028, 3.652, 5.268, 1.402, 0.904, 17.607, 13.32, 4.914, 2.245, 0.802
1628362389.683, 22.642, 10.424, 5.029, 1.785, 0.823, 2.106, 0.852, 2.618, 1.328, 0.678, 1.644, 1.168, 5.621, 2.012, 1.971, 2.327, 3.924, 6.274, 1.707, 0.895, 19.215, 13.202, 4.997, 2.792, 0.742
1628362389.8093, 20.222, 8.807, 5.132, 1.95, 0.761, 2.313, 0.875, 2.565, 1.318, 0.672, 1.76, 1.09, 4.883, 2.158, 1.669, 2.585, 4.139, 7.219, 2.073, 0.871, 18.708, 11.586, 5.025, 3.327, 0.699
1628362389.9361, 16.7, 6.442, 5.062, 2.09, 0.713, 2.344, 0.822, 2.292, 1.234, 0.656, 1.842, 1.112, 4.61, 2.324, 1.303, 2.767, 4.221, 7.701, 2.438, 0.833, 16.744, 9.107, 4.865, 3.688, 0.677
1628362390.0623, 14, 4.309, 4.849, 2.159, 0.67, 2.176, 0.712, 1.861, 1.085, 0.627, 1.814, 1.197, 4.534, 2.451, 0.986, 2.818, 4.086, 7.478, 2.764, 0.799, 14.259, 6.902, 4.516, 3.788, 0.677
1628362390.1884, 14.301, 3.362, 4.631, 2.141, 0.627, 1.935, 0.6, 1.393, 0.899, 0.588, 1.68, 1.281, 4.487, 2.489, 0.801, 2.809, 3.718, 6.601, 3.021, 0.784, 13.159, 5.962, 4.123, 3.638, 0.692
1628362390.3142, 18.435, 4.013, 4.574, 2.071, 0.584, 1.742, 0.545, 1.015, 0.723, 0.55, 1.51, 1.336, 4.527, 2.427, 0.774, 2.745, 3.167, 5.405, 3.185, 0.798, 14.289, 6.613, 3.923, 3.339, 0.709
1628362390.4405, 25.42, 5.81, 4.722, 1.994, 0.54, 1.665, 0.578, 0.8, 0.595, 0.527, 1.402, 1.349, 4.739, 2.286, 0.87, 2.648, 2.55, 4.281, 3.212, 0.835, 17.641, 8.327, 4.045, 3.025, 0.716
1628362390.5667, 32.801, 7.75, 4.98, 1.93, 0.501, 1.674, 0.681, 0.752, 0.533, 0.526, 1.411, 1.303, 5.035, 2.083, 1.023, 2.519, 1.97, 3.471, 3.071, 0.872, 21.626, 10.032, 4.457, 2.762, 0.702
1628362390.6929, 37.67, 9.014, 5.181, 1.852, 0.475, 1.701, 0.818, 0.819, 0.529, 0.541, 1.543, 1.207, 5.205, 1.833, 1.171, 2.417, 1.49, 2.988, 2.763, 0.884, 24.165, 10.812, 5.025, 2.52, 0.67
1628362390.819, 38.676, 9.182, 5.118, 1.722, 0.469, 1.692, 0.954, 0.935, 0.556, 0.557, 1.755, 1.097, 5.03, 1.552, 1.268, 2.434, 1.126, 2.66, 2.336, 0.859, 23.975, 10.358, 5.53, 2.232, 0.635
