Timestamp, AF3/theta, AF3/alpha, AF3/betaL, AF3/betaH, AF3/gamma, T7/theta, T7/alpha, T7/betaL, T7/betaH, T7/gamma, Pz/theta, Pz/alpha, Pz/betaL, Pz/betaH, Pz/gamma, T8/theta, T8/alpha, T8/betaL, T8/betaH, T8/gamma, AF4/theta, AF4/alpha, AF4/betaL, AF4/betaH, AF4/gamma
1629651127.2221, 64.721, 6.877, 2.335, 1.661, 3.907, 1.862, 1.408, 1.604, 1.491, 2.627, 1.95, 0.945, 1.945, 1.449, 3.661, 2.868, 0.866, 1.332, 1.645, 4.033, 48.075, 3.883, 1.939, 1.948, 3.806
1629651127.3485, 75.214, 7.33, 2.296, 1.503, 4.116, 2.177, 1.275, 1.502, 1.418, 2.546, 2.346, 1.05, 1.787, 1.354, 3.804, 2.666, 0.665, 1.319, 1.681, 4.237, 55.454, 3.985, 1.778, 1.826, 4.038
1629651127.4747, 82.677, 7.883, 2.453, 1.315, 4.111, 2.34, 1.179, 1.346, 1.277, 2.353, 2.706, 1.149, 1.763, 1.181, 3.743, 2.457, 0.643, 1.544, 1.625, 4.235, 61.375, 4.266, 1.968, 1.596, 4.068
1629651127.6005, 79.699, 7.667, 2.779, 1.144, 3.891, 2.287, 1.134, 1.217, 1.113, 2.126, 2.989, 1.219, 1.932, 0.979, 3.49, 2.334, 0.805, 2.052, 1.507, 4.023, 59.675, 4.142, 2.446, 1.355, 3.877
1629651127.7263, 66.673, 6.937, 3.203, 1.028, 3.513, 2.035, 1.177, 1.173, 0.978, 1.963, 3.151, 1.342, 2.25, 0.807, 3.106, 2.308, 1.146, 2.754, 1.392, 3.656, 50.785, 3.673, 3.09, 1.2, 3.509
1629651127.8524, 49.354, 6.116, 3.592, 0.991, 3.071, 1.641, 1.334, 1.216, 0.9, 1.92, 3.147, 1.654, 2.588, 0.706, 2.681, 2.341, 1.627, 3.439, 1.329, 3.226, 38.775, 3.056, 3.724, 1.178, 3.054
1629651127.9787, 32.628, 5.584, 3.804, 1.034, 2.659, 1.209, 1.592, 1.297, 0.878, 1.992, 3.017, 2.254, 2.793, 0.687, 2.303, 2.36, 2.156, 3.882, 1.322, 2.831, 27.286, 2.531, 4.172, 1.277, 2.614
1629651128.1051, 20.918, 5.391, 3.772, 1.159, 2.339, 0.897, 1.901, 1.361, 0.886, 2.118, 2.839, 3.156, 2.785, 0.735, 2.029, 2.471, 2.639, 3.974, 1.355, 2.536, 20.155, 2.293, 4.334, 1.457, 2.264
1629651128.231, 18.305, 5.527, 3.475, 1.372, 2.13, 1.244, 2.182, 1.392, 0.913, 2.22, 2.699, 4.297, 2.571, 0.839, 1.869, 2.912, 3.035, 3.724, 1.417, 2.348, 21.835, 2.711, 4.184, 1.692, 2.031
1629651128.357, 26.515, 6.066, 2.966, 1.665, 2.002, 3.033, 2.354, 1.46, 0.973, 2.237, 2.671, 5.592, 2.268, 1.006, 1.792, 3.891, 3.389, 3.241, 1.516, 2.227, 33.987, 4.09, 3.771, 1.971, 1.894
1629651128.4829, 43.182, 7.159, 2.364, 2.004, 1.894, 7.497, 2.371, 1.667, 1.095, 2.147, 2.754, 6.928, 2.058, 1.258, 1.759, 5.523, 3.82, 2.743, 1.697, 2.112, 54.392, 6.478, 3.201, 2.285, 1.801
1629651128.6089, 63.551, 8.86, 1.813, 2.338, 1.767, 14.474, 2.226, 2.067, 1.305, 1.975, 2.958, 8.156, 2.062, 1.622, 1.798, 7.593, 4.385, 2.465, 2.022, 1.964, 77.39, 9.57, 2.608, 2.623, 1.708
1629651128.735, 82.287, 10.737, 1.439, 2.637, 1.626, 23.325, 1.949, 2.6, 1.598, 1.776, 3.303, 9.081, 2.284, 2.099, 1.999, 9.661, 4.991, 2.549, 2.506, 1.789, 97.396, 12.544, 2.13, 2.982, 1.616
1629651128.8613, 93.193, 12.256, 1.372, 2.916, 1.503, 31.646, 1.622, 3.115, 1.93, 1.603, 3.654, 9.489, 2.634, 2.635, 2.42, 11.085, 5.449, 2.957, 3.114, 1.622, 107.656, 14.58, 1.898, 3.38, 1.557
1629651128.9873, 91.42, 12.857, 1.681, 3.197, 1.427, 36.751, 1.352, 3.434, 2.232, 1.475, 3.857, 9.247, 3.005, 3.134, 3.028, 11.323, 5.555, 3.505, 3.782, 1.495, 104.274, 15.073, 2.003, 3.824, 1.562
1629651129.1132, 77.823, 12.2, 2.322, 3.475, 1.4, 37.042, 1.228, 3.439, 2.431, 1.376, 3.809, 8.353, 3.284, 3.486, 3.705, 10.23, 5.2, 3.955, 4.414, 1.419, 88.009, 13.925, 2.413, 4.277, 1.629
1629651129.2397, 56.113, 10.523, 3.154, 3.695, 1.405, 32.363, 1.252, 3.131, 2.483, 1.275, 3.526, 6.994, 3.431, 3.614, 4.278, 8.214, 4.474, 4.107, 4.886, 1.383, 63.952, 11.706, 2.99, 4.635, 1.721
1629651129.3659, 33.754, 8.43, 3.917, 3.762, 1.414, 24.51, 1.372, 2.625, 2.384, 1.16, 3.072, 5.476, 3.438, 3.501, 4.591, 5.898, 3.579, 3.876, 5.085, 1.365, 39.319, 9.183, 3.498, 4.757, 1.785
1629651129.4918, 17.868, 6.77, 4.327, 3.602, 1.406, 15.817, 1.506, 2.083, 2.174, 1.056, 2.557, 4.136, 3.333, 3.205, 4.611, 3.899, 2.751, 3.331, 4.95, 1.346, 21.634, 7.173, 3.697, 4.545, 1.78
1629651129.6179, 13.53, 6.289, 4.252, 3.23, 1.393, 8.631, 1.612, 1.688, 1.947, 1.005, 2.17, 3.198, 3.143, 2.855, 4.445, 2.694, 2.138, 2.642, 4.538, 1.333, 15.898, 6.217, 3.519, 4.028, 1.71
1629651129.744, 21.593, 7.445, 3.749, 2.76, 1.413, 4.066, 1.671, 1.536, 1.815, 1.034, 1.956, 2.719, 2.908, 2.593, 4.256, 2.21, 1.77, 2, 3.993, 1.356, 22.652, 6.555, 3.055, 3.367, 1.628
1629651129.8701, 37.978, 10.108, 3.027, 2.35, 1.503, 2.149, 1.687, 1.588, 1.855, 1.145, 1.965, 2.574, 2.675, 2.498, 4.16, 2.378, 1.58, 1.587, 3.504, 1.437, 37.935, 8.009, 2.512, 2.779, 1.594
1629651129.9963, 55.765, 13.451, 2.376, 2.106, 1.661, 2.267, 1.739, 1.727, 2.061, 1.302, 2.17, 2.584, 2.474, 2.564, 4.148, 2.812, 1.474, 1.499, 3.228, 1.565, 55.311, 9.99, 2.148, 2.424, 1.641
1629651130.1226, 71.054, 16.315, 2.018, 2.049, 1.841, 3.635, 1.886, 1.84, 2.347, 1.448, 2.544, 2.639, 2.323, 2.716, 4.111, 3.272, 1.453, 1.67, 3.214, 1.703, 69.991, 11.821, 2.117, 2.357, 1.755
1629651130.2484, 77.404, 17.766, 2.016, 2.097, 1.981, 6.125, 2.152, 1.878, 2.587, 1.541, 2.986, 2.74, 2.221, 2.832, 3.92, 3.482, 1.569, 1.936, 3.367, 1.804, 76.027, 12.857, 2.424, 2.49, 1.886
1629651130.3743, 74.687, 17.362, 2.281, 2.124, 2.034, 8.91, 2.508, 1.831, 2.653, 1.569, 3.354, 2.901, 2.136, 2.796, 3.515, 3.29, 1.848, 2.156, 3.509, 1.839, 71.954, 12.791, 2.927, 2.655, 1.974
1629651130.5003, 63.541, 15.412, 2.665, 2.065, 1.987, 11.937, 2.833, 1.73, 2.491, 1.553, 3.456, 3.101, 2.05, 2.579, 2.942, 2.776, 2.274, 2.297, 3.496, 1.802, 60.416, 11.825, 3.456, 2.741, 1.978
1629651130.6265, 53.214, 12.994, 3.048, 1.963, 1.881, 14.036, 3.029, 1.64, 2.152, 1.528, 3.348, 3.29, 1.949, 2.248, 2.312, 2.131, 2.807, 2.386, 3.292, 1.72, 49.47, 10.781, 3.914, 2.735, 1.908
1629651130.7525, 49.364, 11.708, 3.399, 1.923, 1.778, 15.444, 3.052, 1.615, 1.761, 1.529, 3.142, 3.439, 1.832, 1.938, 1.748, 1.669, 3.437, 2.463, 3.005, 1.634, 46.994, 10.963, 4.293, 2.705, 1.808
1629651130.8785, 58.218, 12.625, 3.754, 2.038, 1.725, 15.234, 2.98, 1.694, 1.462, 1.565, 2.963, 3.574, 1.742, 1.767, 1.341, 1.68, 4.189, 2.61, 2.802, 1.572, 58.304, 13.188, 4.625, 2.742, 1.725
1629651131.0046, 75.76, 15.683, 4.153, 2.324, 1.736, 14.288, 2.948, 1.835, 1.339, 1.62, 2.875, 3.774, 1.726, 1.776, 1.124, 2.316, 5.067, 2.955, 2.784, 1.552, 80.791, 17.226, 4.927, 2.891, 1.692
1629651131.1305, 96.276, 19.644, 4.597, 2.709, 1.799, 12.721, 3.076, 1.956, 1.387, 1.683, 2.864, 4.087, 1.81, 1.905, 1.074, 3.533, 5.988, 3.573, 2.93, 1.579, 106.466, 21.758, 5.172, 3.118, 1.723
1629651131.2567, 109.653, 22.693, 5.037, 3.061, 1.898, 11.167, 3.362, 1.985, 1.53, 1.757, 2.848, 4.478, 1.996, 2.027, 1.155, 5.005, 6.771, 4.392, 3.109, 1.667, 124.716, 24.957, 5.296, 3.336, 1.825
1629651131.3832, 109.719, 23.438, 5.358, 3.266, 2.045, 9.538, 3.668, 1.896, 1.67, 1.859, 2.801, 4.848, 2.252, 2.037, 1.369, 6.337, 7.192, 5.176, 3.178, 1.866, 127.042, 25.47, 5.241, 3.458, 2.023
1629651131.5093, 95.33, 21.435, 5.376, 3.276, 2.279, 8.081, 3.806, 1.736, 1.751, 2.014, 2.758, 5.089, 2.525, 1.896, 1.735, 7.134, 7.089, 5.664, 3.074, 2.242, 112.252, 22.945, 4.941, 3.443, 2.359
1629651131.6351, 70.85, 17.376, 4.995, 3.116, 2.62, 6.624, 3.645, 1.579, 1.771, 2.229, 2.739, 5.155, 2.738, 1.643, 2.231, 7.114, 6.446, 5.663, 2.833, 2.81, 84.759, 18.273, 4.434, 3.299, 2.833
1629651131.7614, 45.341, 12.55, 4.259, 2.861, 3.024, 5.382, 3.201, 1.488, 1.748, 2.475, 2.825, 5.096, 2.819, 1.361, 2.766, 6.345, 5.406, 5.13, 2.556, 3.489, 54.699, 12.933, 3.798, 3.079, 3.373
1629651131.8875, 23.784, 8.303, 3.383, 2.597, 3.399, 4.246, 2.677, 1.503, 1.718, 2.694, 2.959, 5.069, 2.726, 1.156, 3.217, 5.023, 4.264, 4.227, 2.369, 4.114, 28.999, 8.357, 3.17, 2.856, 3.854
1629651132.014, 11.228, 5.538, 2.566, 2.428, 3.64, 3.033, 2.313, 1.631, 1.733, 2.82, 3.119, 5.284, 2.468, 1.147, 3.471, 3.625, 3.402, 3.227, 2.353, 4.507, 13.042, 5.456, 2.631, 2.727, 4.146
1629651132.1402, 5.241, 4.581, 2.092, 2.448, 3.678, 2.119, 2.342, 1.846, 1.835, 2.811, 3.183, 5.951, 2.147, 1.412, 3.48, 2.468, 3.21, 2.439, 2.526, 4.55, 5.23, 4.547, 2.332, 2.789, 4.172
1629651132.2661, 4.006, 5.108, 2.027, 2.725, 3.511, 1.565, 2.833, 2.086, 2.04, 2.669, 3.123, 7.081, 1.863, 1.958, 3.276, 1.833, 3.886, 2.054, 2.863, 4.24, 3.082, 5.322, 2.334, 3.118, 3.936
1629651132.3921, 3.726, 6.447, 2.295, 3.254, 3.204, 1.164, 3.683, 2.274, 2.314, 2.431, 2.906, 8.425, 1.672, 2.706, 2.951, 1.622, 5.304, 2.064, 3.297, 3.689, 2.61, 7.12, 2.606, 3.708, 3.532
