Timestamp, AF3/theta, AF3/alpha, AF3/betaL, AF3/betaH, AF3/gamma, T7/theta, T7/alpha, T7/betaL, T7/betaH, T7/gamma, Pz/theta, Pz/alpha, Pz/betaL, Pz/betaH, Pz/gamma, T8/theta, T8/alpha, T8/betaL, T8/betaH, T8/gamma, AF4/theta, AF4/alpha, AF4/betaL, AF4/betaH, AF4/gamma
1629649898.273, 7.832, 0.665, 2.146, 3.608, 1.737, 3.315, 0.887, 1.597, 2.02, 0.969, 7.254, 1.281, 1.522, 2.594, 1.429, 7.024, 1.718, 1.528, 3.291, 1.464, 7.284, 0.901, 1.926, 2.887, 1.696
1629649898.399, 5.862, 0.409, 2.419, 3.639, 1.858, 2.306, 0.621, 1.391, 2.091, 0.956, 6.158, 1.138, 1.299, 2.598, 1.553, 5.604, 1.633, 1.343, 3.152, 1.569, 5.487, 0.569, 2.094, 2.894, 1.846
1629649898.5252, 4.545, 0.407, 2.882, 3.428, 1.958, 2.375, 0.53, 1.279, 2.055, 0.992, 5.088, 1.231, 1.558, 2.519, 1.638, 4.751, 1.924, 1.532, 2.916, 1.662, 4.313, 0.484, 2.55, 2.734, 1.979
1629649898.6513, 3.333, 0.566, 3.376, 3.08, 2.005, 2.495, 0.527, 1.207, 1.922, 1.063, 3.863, 1.417, 2.149, 2.376, 1.672, 3.726, 2.306, 1.915, 2.671, 1.722, 3.262, 0.54, 3.128, 2.507, 2.048
1629649898.7774, 2.379, 0.936, 3.672, 2.734, 1.989, 2.613, 0.653, 1.107, 1.738, 1.156, 2.773, 1.706, 2.79, 2.225, 1.66, 2.721, 2.626, 2.248, 2.514, 1.742, 2.459, 0.771, 3.572, 2.335, 2.026
1629649898.9033, 1.74, 1.621, 3.608, 2.487, 1.916, 2.432, 0.958, 0.966, 1.56, 1.263, 1.981, 2.115, 3.194, 2.125, 1.619, 1.83, 2.818, 2.346, 2.492, 1.728, 1.958, 1.232, 3.682, 2.279, 1.92
1629649899.0296, 1.371, 2.635, 3.174, 2.365, 1.812, 2.183, 1.454, 0.82, 1.432, 1.385, 1.528, 2.614, 3.223, 2.103, 1.597, 1.235, 2.906, 2.173, 2.577, 1.695, 1.726, 1.9, 3.412, 2.322, 1.762
1629649899.1558, 1.201, 3.824, 2.5, 2.313, 1.702, 1.848, 2.078, 0.708, 1.358, 1.519, 1.34, 3.09, 2.882, 2.132, 1.652, 0.922, 2.939, 1.809, 2.672, 1.644, 1.662, 2.646, 2.856, 2.369, 1.591
1629649899.2819, 1.481, 4.93, 1.859, 2.25, 1.595, 2.694, 2.723, 0.666, 1.309, 1.65, 2.047, 3.429, 2.312, 2.165, 1.818, 1.507, 2.961, 1.401, 2.681, 1.566, 1.747, 3.31, 2.275, 2.33, 1.434
1629649899.4078, 3.718, 5.777, 1.62, 2.177, 1.496, 7.18, 3.496, 0.707, 1.266, 1.762, 5.673, 3.653, 1.716, 2.177, 2.082, 4.766, 3.235, 1.129, 2.595, 1.456, 2.544, 3.764, 2.042, 2.227, 1.31
1629649899.5338, 10.451, 6.464, 1.962, 2.204, 1.415, 18.721, 4.727, 0.816, 1.241, 1.845, 14.691, 4.02, 1.249, 2.201, 2.392, 13.895, 4.274, 1.129, 2.496, 1.331, 5.926, 4.156, 2.353, 2.205, 1.236
1629649899.66, 26.301, 7.817, 2.872, 2.489, 1.385, 40.243, 7.252, 1.13, 1.3, 1.901, 31.651, 5.147, 1.099, 2.326, 2.677, 32.519, 6.986, 1.577, 2.505, 1.237, 16.077, 5.383, 3.277, 2.447, 1.239
1629649899.786, 54.837, 11.287, 4.407, 3.151, 1.467, 71.436, 12.273, 2.05, 1.558, 1.95, 56.867, 7.901, 1.567, 2.69, 2.896, 62.299, 12.418, 2.846, 2.745, 1.244, 37.557, 8.971, 5.021, 3.076, 1.355
1629649899.9123, 94.704, 17.88, 6.643, 4.159, 1.71, 108.223, 20.362, 3.984, 2.082, 2.016, 87.301, 12.746, 2.907, 3.368, 3.065, 100.368, 20.853, 5.271, 3.24, 1.416, 71.247, 16.034, 7.783, 4.048, 1.612
1629649900.0381, 138.94, 27.137, 9.594, 5.264, 2.114, 143.156, 30.655, 6.956, 2.803, 2.115, 116.712, 19.184, 5.142, 4.264, 3.228, 139.521, 31.168, 8.841, 3.854, 1.775, 112.719, 26.128, 11.576, 5.106, 2.001
