Timestamp, AF3/theta, AF3/alpha, AF3/betaL, AF3/betaH, AF3/gamma, T7/theta, T7/alpha, T7/betaL, T7/betaH, T7/gamma, Pz/theta, Pz/alpha, Pz/betaL, Pz/betaH, Pz/gamma, T8/theta, T8/alpha, T8/betaL, T8/betaH, T8/gamma, AF4/theta, AF4/alpha, AF4/betaL, AF4/betaH, AF4/gamma
1627666736.5645, 47.067, 12.846, 3.672, 1.132, 0.584, 1.403, 1.829, 0.582, 0.458, 0.527, 0.989, 0.887, 1.506, 1.473, 0.476, 2.548, 3.5, 3.199, 1.173, 0.443, 60.789, 14.519, 3.458, 1.391, 0.534
1627666736.6905, 48.374, 13.031, 3.449, 1.057, 0.571, 1.502, 1.584, 0.426, 0.435, 0.522, 0.913, 1.035, 1.633, 1.396, 0.473, 1.815, 2.963, 2.516, 1.054, 0.411, 61.881, 14.734, 3.2, 1.294, 0.551
1627666736.8164, 43.067, 11.517, 2.945, 0.942, 0.537, 1.482, 1.451, 0.489, 0.429, 0.503, 0.871, 1.198, 1.847, 1.255, 0.456, 1.312, 2.641, 2.216, 0.952, 0.384, 54.471, 12.988, 2.763, 1.162, 0.547
1627666736.9429, 33.064, 8.889, 2.313, 0.843, 0.5, 1.35, 1.533, 0.761, 0.453, 0.472, 0.914, 1.461, 2.116, 1.107, 0.422, 1.097, 2.58, 2.232, 0.899, 0.367, 41.403, 9.911, 2.228, 1.056, 0.533
1627666737.0689, 21.717, 6.054, 1.725, 0.808, 0.478, 1.166, 1.813, 1.153, 0.51, 0.444, 1.101, 1.86, 2.396, 0.995, 0.379, 1.193, 2.696, 2.353, 0.904, 0.358, 27.181, 6.556, 1.68, 1.017, 0.523
1627666737.1952, 12.307, 3.803, 1.304, 0.842, 0.481, 0.977, 2.158, 1.526, 0.594, 0.431, 1.46, 2.343, 2.631, 0.931, 0.332, 1.617, 2.838, 2.371, 0.955, 0.353, 15.941, 3.86, 1.21, 1.044, 0.525
1627666737.3214, 6.585, 2.481, 1.086, 0.907, 0.506, 0.853, 2.404, 1.762, 0.683, 0.436, 1.952, 2.805, 2.768, 0.899, 0.291, 2.349, 2.895, 2.18, 1.016, 0.348, 9.67, 2.263, 0.882, 1.096, 0.541
1627666737.4472, 4.287, 1.907, 1.011, 0.948, 0.539, 0.814, 2.451, 1.784, 0.75, 0.449, 2.485, 3.108, 2.77, 0.89, 0.262, 3.276, 2.819, 1.808, 1.053, 0.343, 7.732, 1.598, 0.686, 1.116, 0.563
1627666737.5735, 3.765, 1.644, 0.985, 0.931, 0.566, 0.85, 2.295, 1.603, 0.784, 0.453, 2.923, 3.149, 2.618, 0.902, 0.25, 4.143, 2.615, 1.36, 1.051, 0.338, 7.81, 1.378, 0.58, 1.071, 0.585
1627666737.6997, 3.475, 1.353, 0.95, 0.852, 0.574, 0.91, 2.017, 1.3, 0.786, 0.436, 3.123, 2.929, 2.351, 0.936, 0.257, 4.673, 2.327, 0.951, 1.021, 0.337, 7.901, 1.205, 0.525, 0.967, 0.595
1627666737.8258, 2.96, 1.029, 0.882, 0.737, 0.556, 0.974, 1.715, 0.995, 0.763, 0.393, 3.016, 2.527, 2.045, 0.974, 0.288, 4.711, 2.019, 0.676, 0.987, 0.345, 7.214, 1.018, 0.505, 0.834, 0.585
1627666737.9518, 2.29, 0.741, 0.794, 0.62, 0.515, 1.035, 1.46, 0.811, 0.734, 0.339, 2.646, 2.071, 1.842, 0.991, 0.342, 4.297, 1.742, 0.604, 0.962, 0.369, 5.872, 0.84, 0.555, 0.708, 0.556
1627666738.0778, 1.63, 0.544, 0.753, 0.536, 0.458, 1.111, 1.278, 0.823, 0.716, 0.292, 2.131, 1.663, 1.901, 0.962, 0.415, 3.623, 1.512, 0.769, 0.94, 0.408, 4.308, 0.707, 0.771, 0.618, 0.511
1627666738.2037, 1.112, 0.479, 0.831, 0.503, 0.399, 1.172, 1.139, 1.033, 0.712, 0.267, 1.656, 1.365, 2.316, 0.894, 0.498, 2.921, 1.313, 1.156, 0.901, 0.455, 2.917, 0.677, 1.243, 0.583, 0.46
1627666738.3297, 0.852, 0.618, 1.05, 0.53, 0.347, 1.199, 0.996, 1.361, 0.713, 0.269, 1.337, 1.189, 3.039, 0.827, 0.575, 2.368, 1.129, 1.687, 0.832, 0.497, 2.03, 0.879, 1.979, 0.612, 0.407
1627666738.456, 2.446, 1.336, 1.35, 0.62, 0.309, 1.152, 0.823, 1.693, 0.703, 0.287, 1.219, 1.115, 3.876, 0.812, 0.628, 2.02, 0.953, 2.248, 0.745, 0.519, 3.511, 1.811, 2.847, 0.711, 0.356
1627666738.582, 11.107, 3.373, 1.658, 0.766, 0.288, 1.034, 0.655, 1.947, 0.673, 0.308, 1.259, 1.134, 4.553, 0.878, 0.645, 1.814, 0.793, 2.726, 0.667, 0.511, 13.586, 4.595, 3.712, 0.882, 0.311
1627666738.7077, 32.434, 7.42, 1.933, 0.952, 0.283, 0.898, 0.558, 2.058, 0.62, 0.317, 1.405, 1.245, 4.831, 1.004, 0.624, 1.635, 0.674, 3.056, 0.62, 0.475, 39.136, 10.252, 4.466, 1.113, 0.274
1627666738.8341, 68.149, 13.575, 2.18, 1.142, 0.294, 0.825, 0.565, 2.007, 0.551, 0.309, 1.658, 1.478, 4.629, 1.133, 0.577, 1.443, 0.656, 3.246, 0.607, 0.425, 82.672, 18.873, 5.081, 1.357, 0.252
