Timestamp, AF3/theta, AF3/alpha, AF3/betaL, AF3/betaH, AF3/gamma, T7/theta, T7/alpha, T7/betaL, T7/betaH, T7/gamma, Pz/theta, Pz/alpha, Pz/betaL, Pz/betaH, Pz/gamma, T8/theta, T8/alpha, T8/betaL, T8/betaH, T8/gamma, AF4/theta, AF4/alpha, AF4/betaL, AF4/betaH, AF4/gamma
1629359158.5793, 13.378, 10.899, 3.364, 3.471, 1.59, 226.917, 120.631, 95.446, 33.74, 22.895, 2.168, 6.738, 4.737, 2.687, 1.423, 4.649, 6.249, 3.996, 2.918, 1.44, 25.984, 16.608, 5.508, 4.669, 1.76
1629359158.7061, 14.8, 12.554, 4.566, 3.579, 1.558, 212.607, 112.203, 97.642, 38.399, 24.135, 2.023, 6.616, 4.547, 2.502, 1.336, 3.315, 5.66, 4.1, 2.786, 1.426, 19.343, 15.173, 5.851, 4.472, 1.785
1629359158.8326, 31.486, 22.469, 8.319, 4.14, 1.776, 211.402, 100.453, 98.166, 43.292, 25.027, 2.041, 6.614, 4.226, 2.274, 1.332, 2.267, 5.208, 4.157, 2.509, 1.457, 23.364, 19.628, 7.564, 4.291, 1.963
1629359158.9593, 69.414, 43.42, 15.242, 5.537, 2.313, 242.823, 92.671, 98.331, 48.743, 25.608, 2.178, 6.546, 3.732, 2.042, 1.379, 1.646, 4.945, 4.088, 2.148, 1.505, 42.257, 31.928, 11.013, 4.368, 2.3
1629359159.0854, 124.435, 72.925, 24.35, 7.741, 3.086, 312.531, 93.116, 99.233, 55.178, 25.931, 2.387, 6.275, 3.08, 1.821, 1.417, 1.442, 4.895, 3.831, 1.784, 1.524, 73.306, 50.263, 15.553, 4.781, 2.71
1629359159.2119, 182.305, 103.022, 33.196, 10.206, 3.87, 410.099, 100.346, 100.302, 62.436, 26.089, 2.635, 5.736, 2.358, 1.608, 1.393, 1.455, 4.966, 3.357, 1.474, 1.474, 106.413, 69.15, 19.769, 5.377, 3.055
1629359159.3383, 224.106, 123.837, 38.996, 12.066, 4.391, 503.089, 108.204, 98.465, 69.249, 26.194, 2.9, 4.921, 1.705, 1.388, 1.293, 1.513, 4.986, 2.738, 1.237, 1.353, 129.796, 82.188, 22.295, 5.823, 3.203
1629359159.4646, 235.366, 127.96, 39.803, 12.554, 4.449, 564.583, 111.99, 91.262, 74.041, 26.334, 3.193, 3.906, 1.226, 1.158, 1.142, 1.601, 4.785, 2.112, 1.074, 1.194, 135.374, 84.683, 22.271, 5.811, 3.091
1629359161.3344, 211.914, 113.607, 35.193, 11.399, 4.016, 569.478, 110.449, 78.128, 75.603, 26.515, 3.513, 2.849, 0.955, 0.945, 0.993, 1.743, 4.281, 1.643, 0.988, 1.054, 121.068, 75.363, 19.512, 5.218, 2.752
1629359161.4607, 162.469, 85.812, 26.653, 8.978, 3.239, 515.432, 107.249, 61.812, 73.719, 26.642, 3.81, 1.954, 0.878, 0.788, 0.888, 1.968, 3.565, 1.452, 0.979, 0.979, 92.16, 57.344, 14.842, 4.193, 2.293
1629359161.5868, 104.071, 53.846, 16.909, 6.117, 2.361, 423.492, 107.678, 46.951, 69.385, 26.579, 4.002, 1.368, 0.93, 0.71, 0.84, 2.238, 2.827, 1.544, 1.038, 0.982, 58.7, 36.585, 9.711, 3.063, 1.834
1629359161.7123, 53.345, 26.955, 8.73, 3.654, 1.606, 326.103, 114.549, 37.485, 64.294, 26.324, 4.037, 1.148, 1.043, 0.696, 0.825, 2.45, 2.216, 1.814, 1.131, 1.03, 30.01, 19.063, 5.526, 2.14, 1.461
1629359161.8384, 21.416, 10.486, 3.668, 2.09, 1.092, 247.49, 127.07, 34.761, 59.903, 26.045, 3.878, 1.268, 1.158, 0.713, 0.804, 2.512, 1.81, 2.066, 1.215, 1.075, 12.374, 8.33, 3.001, 1.593, 1.198
1629359161.9647, 11.339, 4.9, 1.641, 1.42, 0.806, 202.653, 141.242, 37.786, 56.704, 25.985, 3.531, 1.681, 1.231, 0.725, 0.751, 2.366, 1.624, 2.167, 1.276, 1.071, 7.652, 4.834, 2.007, 1.389, 1.018
1629359162.091, 17.627, 6.633, 1.413, 1.27, 0.652, 186.139, 151.694, 43.482, 54.712, 26.274, 3.063, 2.339, 1.256, 0.712, 0.659, 2.035, 1.611, 2.103, 1.321, 0.996, 12.632, 6.338, 1.855, 1.366, 0.872
