Timestamp, COUNTER, INTERPOLATED, AF3, T7, Pz, T8, AF4, RAW_CQ, MARKER_HARDWARE, MARKERS
1629650729.0334, 99, 0, 4122.564, 4264.103, 4038.974, 4081.026, 4133.846, 16198, 0, []
1629650729.0414, 100, 0, 4117.949, 4251.795, 4040.513, 4076.41, 4123.077, 450, 0, []
1629650729.0493, 101, 0, 4127.179, 4258.462, 4044.615, 4087.179, 4137.949, 450, 0, []
1629650729.0572, 102, 0, 4129.744, 4248.718, 4055.897, 4086.154, 4139.487, 450, 0, []
1629650729.0651, 103, 0, 4108.718, 4215.385, 4034.872, 4060.513, 4115.385, 16198, 0, []
1629650729.0731, 104, 0, 4082.564, 4204.615, 4012.821, 4040.513, 4095.385, 450, 0, []
1629650729.081, 105, 0, 4068.205, 4200.513, 4022.051, 4037.949, 4085.128, 450, 0, []
1629650729.089, 106, 0, 4056.41, 4177.436, 4012.821, 4025.641, 4063.59, 450, 0, []
1629650729.0968, 107, 0, 4047.692, 4165.641, 4008.718, 4015.385, 4049.231, 16198, 0, []
1629650729.1048, 108, 0, 4046.154, 4171.795, 4015.897, 4013.846, 4048.718, 450, 0, []
1629650729.1127, 109, 0, 4043.59, 4177.436, 4011.282, 4007.692, 4045.128, 450, 0, []
1629650729.1205, 110, 0, 4053.846, 4187.179, 4025.641, 4022.564, 4057.949, 450, 0, []
1629650729.1284, 111, 0, 4059.487, 4185.641, 4031.282, 4038.974, 4068.205, 16198, 0, []
1629650729.1361, 112, 0, 4034.872, 4162.564, 4011.282, 4022.051, 4046.154, 450, 0, []
1629650729.144, 113, 0, 4038.462, 4174.872, 4009.744, 4024.103, 4050.769, 450, 0, []
1629650729.1518, 114, 0, 4059.487, 4197.949, 4022.051, 4047.692, 4073.846, 450, 0, []
1629650729.1597, 115, 0, 4025.128, 4169.744, 4004.103, 4018.974, 4034.872, 16198, 0, []
1629650729.1675, 116, 0, 3981.538, 4143.077, 3972.821, 3974.872, 3985.128, 450, 0, []
1629650729.1753, 117, 0, 3988.718, 4142.051, 3989.744, 3982.564, 3994.872, 450, 0, []
1629650729.1831, 118, 0, 4012.821, 4139.487, 4014.872, 4004.615, 4020.513, 450, 0, []
1629650729.1911, 119, 0, 4017.949, 4143.077, 4005.641, 4007.692, 4021.538, 16198, 0, []
1629650729.199, 120, 0, 4012.821, 4158.974, 4006.154, 4008.205, 4013.333, 450, 0, []
1629650729.207, 121, 0, 4000.513, 4163.077, 3995.897, 4003.59, 4003.077, 450, 0, []
1629650729.2148, 122, 0, 3998.462, 4150.256, 3993.846, 4004.615, 3997.949, 450, 0, []
1629650729.2228, 123, 0, 4027.692, 4157.436, 4023.59, 4030.769, 4022.051, 16198, 0, []
1629650729.2307, 124, 0, 4033.846, 4161.026, 4006.667, 4033.846, 4029.231, 450, 0, []
1629650729.2387, 125, 0, 4001.026, 4128.718, 3965.641, 3996.41, 3993.846, 450, 0, []
1629650729.2466, 126, 0, 4006.154, 4124.103, 3970.769, 3990.256, 3992.821, 450, 0, []
1629650729.2545, 127, 0, 4032.308, 4154.359, 4001.026, 4018.974, 4021.026, 16198, 0, []
1629650729.2624, 128, 0, 4013.333, 4143.59, 3997.949, 4007.692, 4005.641, 450, 0, []
1629650729.2704, 0, 0, 3997.949, 4116.41, 3971.795, 3980, 3988.205, 450, 0, []
1629650729.2783, 1, 0, 4017.436, 4118.974, 3989.744, 3998.462, 4016.41, 450, 0, []
1629650729.2861, 2, 0, 4025.128, 4125.128, 4002.051, 4020.513, 4033.333, 16190, 0, []
1629650729.2939, 3, 0, 4026.667, 4130.769, 3988.205, 4014.872, 4027.179, 450, 0, []
1629650729.3017, 4, 0, 4029.744, 4128.205, 4001.026, 4007.179, 4026.154, 16151, 0, []
1629650729.3096, 5, 0, 4024.615, 4113.333, 3992.821, 3999.487, 4017.949, 450, 0, []
1629650729.3174, 6, 0, 4029.744, 4117.949, 3991.282, 4003.077, 4014.359, 16108, 0, []
1629650729.3253, 7, 0, 4040.513, 4122.564, 4013.333, 4011.282, 4025.128, 450, 0, []
1629650729.333, 8, 0, 4039.487, 4113.333, 4001.538, 4001.538, 4026.154, 450, 0, []
1629650729.3409, 9, 0, 4040.513, 4114.872, 4003.077, 3992.821, 4023.59, 16155, 0, []
1629650729.3487, 10, 0, 4044.615, 4122.564, 4010.256, 3990.769, 4025.641, 450, 0, []
1629650729.3567, 11, 0, 4043.59, 4128.718, 4011.795, 3995.385, 4025.641, 16201, 0, []
1629650729.3646, 12, 0, 4048.718, 4135.385, 4023.077, 4014.359, 4032.308, 450, 0, []
1629650729.3725, 13, 0, 4045.128, 4121.026, 4007.692, 4016.923, 4034.872, 450, 0, []
1629650729.3804, 14, 0, 4032.308, 4097.949, 3996.41, 3996.41, 4022.051, 450, 0, []
1629650729.3884, 15, 0, 4040.513, 4101.538, 3996.41, 3995.897, 4026.154, 16201, 0, []
1629650729.3963, 16, 0, 4061.026, 4106.667, 4010.769, 4020.513, 4043.077, 0, 0, []
1629650729.4043, 17, 0, 4061.538, 4093.333, 4015.897, 4023.59, 4042.051, 0, 0, []
1629650729.4122, 18, 0, 4051.795, 4097.436, 3997.436, 4008.718, 4034.872, 0, 0, []
1629650729.4199, 19, 0, 4056.923, 4115.897, 4008.205, 4013.333, 4041.026, 0, 0, []
1629650729.4278, 20, 0, 4062.564, 4116.41, 4007.692, 4029.231, 4046.154, 0, 0, []
1629650729.4356, 21, 0, 4050.256, 4098.462, 3997.436, 4028.718, 4036.41, 0, 0, []
1629650729.4435, 22, 0, 4053.333, 4097.949, 3999.487, 4023.077, 4034.359, 0, 0, []
1629650729.4513, 23, 0, 4075.897, 4118.462, 4002.051, 4026.154, 4049.744, 0, 0, []
1629650729.4591, 24, 0, 4074.359, 4114.872, 4014.872, 4029.744, 4053.846, 0, 0, []
1629650729.4669, 25, 0, 4066.667, 4101.026, 4008.718, 4035.897, 4049.744, 0, 0, []
1629650729.4748, 26, 0, 4078.974, 4116.923, 4023.59, 4053.846, 4057.436, 0, 0, []
1629650729.4826, 27, 0, 4087.692, 4133.846, 4037.949, 4066.154, 4067.692, 0, 0, []
1629650729.4905, 28, 0, 4073.333, 4110.769, 3994.359, 4046.154, 4054.872, 0, 0, []
1629650729.4982, 29, 0, 4063.59, 4089.231, 3987.692, 4021.026, 4038.974, 0, 0, []
1629650729.5062, 30, 0, 4072.308, 4106.154, 4014.872, 4027.692, 4048.205, 0, 0, []
1629650729.5141, 31, 0, 4075.897, 4125.128, 4035.385, 4046.154, 4061.026, 0, 0, []
1629650729.5221, 32, 0, 4070.256, 4121.538, 4034.872, 4050.256, 4058.974, 0, 0, []
1629650729.53, 33, 0, 4078.974, 4118.462, 4014.359, 4062.564, 4064.615, 0, 0, []
1629650729.5379, 34, 0, 4107.692, 4121.538, 4035.385, 4091.795, 4090.769, 0, 0, []
1629650729.5458, 35, 0, 4114.359, 4110.769, 4038.974, 4093.333, 4096.923, 0, 0, []
1629650729.5538, 36, 0, 4083.077, 4094.359, 4024.615, 4070.769, 4075.385, 0, 0, []
1629650729.5617, 37, 0, 4064.615, 4090.769, 4030.769, 4065.641, 4069.231, 0, 0, []
1629650729.5697, 38, 0, 4077.949, 4106.154, 4025.641, 4073.846, 4080, 0, 0, []
1629650729.5775, 39, 0, 4091.282, 4126.667, 4035.897, 4076.41, 4082.564, 0, 0, []
1629650729.5855, 40, 0, 4091.795, 4132.821, 4020, 4065.128, 4074.872, 0, 0, []
1629650729.5934, 41, 0, 4090.256, 4118.974, 3996.41, 4062.051, 4071.282, 0, 0, []
1629650729.6012, 42, 0, 4089.744, 4098.974, 4009.231, 4062.051, 4073.333, 0, 0, []
1629650729.6091, 43, 0, 4092.821, 4087.179, 4006.154, 4051.282, 4075.897, 0, 0, []
1629650729.6168, 44, 0, 4098.974, 4092.308, 4028.205, 4061.538, 4089.231, 0, 0, []
1629650729.6247, 45, 0, 4113.846, 4100, 4063.59, 4096.923, 4108.205, 0, 0, []
1629650729.6325, 46, 0, 4138.462, 4095.385, 4082.564, 4124.615, 4128.205, 0, 0, []
1629650729.6404, 47, 0, 4153.333, 4106.154, 4106.667, 4138.974, 4140, 0, 0, []
1629650729.6482, 48, 0, 4146.154, 4131.282, 4088.205, 4133.333, 4125.128, 0, 0, []
1629650729.6561, 49, 0, 4127.692, 4146.154, 4061.538, 4105.128, 4098.974, 0, 0, []
1629650729.664, 50, 0, 4122.564, 4150.769, 4035.385, 4081.026, 4094.359, 0, 0, []
1629650729.672, 51, 0, 4149.744, 4157.436, 4023.59, 4076.923, 4122.051, 0, 0, []
1629650729.6799, 52, 0, 4195.897, 4181.026, 4069.231, 4077.436, 4158.462, 0, 0, []
1629650729.6879, 53, 0, 4218.462, 4206.667, 4101.026, 4089.231, 4182.051, 0, 0, []
1629650729.6957, 54, 0, 4213.333, 4201.538, 4116.923, 4128.718, 4183.077, 0, 0, []
1629650729.7037, 55, 0, 4216.41, 4191.282, 4125.128, 4163.59, 4176.41, 0, 0, []
1629650729.7116, 56, 0, 4220, 4188.718, 4104.103, 4166.667, 4174.872, 0, 0, []
1629650729.7196, 57, 0, 4196.923, 4167.692, 4093.846, 4163.59, 4162.564, 0, 0, []
1629650729.7275, 58, 0, 4182.564, 4165.128, 4093.846, 4167.692, 4155.897, 0, 0, []
1629650729.7353, 59, 0, 4197.949, 4165.128, 4112.821, 4167.179, 4168.205, 0, 0, []
1629650729.7432, 60, 0, 4219.487, 4138.974, 4122.051, 4165.641, 4188.205, 0, 0, []
