Timestamp, AF3/theta, AF3/alpha, AF3/betaL, AF3/betaH, AF3/gamma, T7/theta, T7/alpha, T7/betaL, T7/betaH, T7/gamma, Pz/theta, Pz/alpha, Pz/betaL, Pz/betaH, Pz/gamma, T8/theta, T8/alpha, T8/betaL, T8/betaH, T8/gamma, AF4/theta, AF4/alpha, AF4/betaL, AF4/betaH, AF4/gamma
1627645479.5377, 28.438, 6.696, 2.154, 1.223, 1.033, 4.7, 2.372, 2.949, 2.657, 3.938, 0.959, 1.64, 0.497, 0.841, 0.743, 1.7, 2.441, 0.829, 1.335, 0.991, 42.113, 7.211, 1.844, 1.43, 1.047
1627645479.6646, 16.074, 5.216, 1.86, 1.345, 1.118, 4.496, 2.599, 3.239, 2.906, 3.946, 0.822, 1.767, 0.55, 0.935, 0.762, 1.562, 2.699, 0.934, 1.402, 1.06, 22.454, 4.981, 1.55, 1.496, 1.118
1627645479.7916, 9.898, 4.918, 1.621, 1.384, 1.147, 4.001, 2.772, 3.397, 3.095, 3.967, 0.734, 1.86, 0.699, 1.033, 0.762, 1.647, 2.819, 0.975, 1.41, 1.073, 12.828, 4.429, 1.424, 1.506, 1.126
1627645479.9185, 9.919, 5.976, 1.459, 1.321, 1.122, 3.275, 2.758, 3.346, 3.106, 4.022, 0.681, 1.841, 0.892, 1.12, 0.753, 1.902, 2.745, 0.925, 1.342, 1.032, 11.93, 5.621, 1.479, 1.448, 1.072
1627645480.0455, 14.319, 8.075, 1.356, 1.175, 1.057, 2.546, 2.541, 3.035, 2.933, 4.161, 0.667, 1.685, 1.071, 1.176, 0.744, 2.246, 2.492, 0.811, 1.221, 0.951, 17.734, 8.045, 1.681, 1.335, 0.971
1627645480.1724, 20.462, 10.456, 1.291, 0.994, 0.967, 1.843, 2.209, 2.512, 2.649, 4.407, 0.68, 1.425, 1.18, 1.178, 0.73, 2.614, 2.128, 0.683, 1.085, 0.847, 25.958, 10.729, 1.948, 1.19, 0.844
1627645480.2992, 26.046, 12.307, 1.261, 0.831, 0.869, 1.382, 1.908, 1.881, 2.348, 4.724, 0.698, 1.12, 1.18, 1.115, 0.705, 2.818, 1.727, 0.58, 0.958, 0.734, 33.299, 12.768, 2.207, 1.039, 0.713
1627645480.4262, 29.068, 12.922, 1.27, 0.731, 0.772, 1.063, 1.77, 1.289, 2.094, 5.026, 0.715, 0.838, 1.083, 1.002, 0.665, 2.839, 1.349, 0.525, 0.856, 0.629, 36.978, 13.397, 2.368, 0.912, 0.596
1627645480.5531, 28.507, 11.949, 1.329, 0.724, 0.686, 0.983, 1.826, 0.842, 1.905, 5.218, 0.714, 0.639, 0.936, 0.881, 0.614, 2.635, 1.041, 0.531, 0.797, 0.546, 35.688, 12.236, 2.396, 0.849, 0.51
1627645480.6801, 25.051, 9.729, 1.471, 0.82, 0.625, 0.984, 2.008, 0.594, 1.778, 5.271, 0.684, 0.552, 0.792, 0.806, 0.568, 2.344, 0.864, 0.606, 0.821, 0.506, 30.509, 9.708, 2.386, 0.899, 0.472
1627645480.807, 20.819, 7.035, 1.697, 1.019, 0.604, 1.085, 2.182, 0.555, 1.739, 5.249, 0.64, 0.578, 0.696, 0.822, 0.544, 2.106, 0.856, 0.761, 0.968, 0.521, 24.179, 6.773, 2.476, 1.099, 0.5
1627645480.9339, 18.138, 4.698, 1.992, 1.286, 0.625, 1.19, 2.227, 0.735, 1.834, 5.255, 0.624, 0.697, 0.667, 0.935, 0.55, 2.004, 0.998, 0.987, 1.239, 0.585, 19.936, 4.441, 2.76, 1.431, 0.589
1627645481.0608, 18.294, 3.257, 2.287, 1.564, 0.674, 1.328, 2.117, 1.1, 2.077, 5.342, 0.706, 0.892, 0.697, 1.102, 0.578, 2.051, 1.235, 1.246, 1.573, 0.671, 19.516, 3.316, 3.195, 1.816, 0.718
1627645481.1877, 20.883, 2.733, 2.486, 1.776, 0.723, 1.495, 1.916, 1.57, 2.401, 5.471, 0.947, 1.135, 0.757, 1.253, 0.611, 2.179, 1.459, 1.467, 1.863, 0.743, 22.432, 3.335, 3.6, 2.139, 0.847
1627645481.3147, 23.908, 2.738, 2.497, 1.855, 0.744, 1.677, 1.726, 2.006, 2.711, 5.54, 1.362, 1.391, 0.808, 1.325, 0.627, 2.292, 1.564, 1.572, 2.004, 0.771, 26.162, 3.916, 3.758, 2.3, 0.933
1627645481.4416, 25.378, 2.773, 2.279, 1.766, 0.719, 1.867, 1.601, 2.264, 2.932, 5.457, 1.914, 1.624, 0.818, 1.284, 0.617, 2.437, 1.493, 1.511, 1.938, 0.742, 28.132, 4.33, 3.524, 2.248, 0.949
1627645481.5686, 24.168, 2.578, 1.872, 1.53, 0.652, 2.075, 1.535, 2.271, 3.033, 5.202, 2.521, 1.797, 0.783, 1.141, 0.583, 2.73, 1.282, 1.313, 1.691, 0.666, 26.856, 4.19, 2.937, 2.004, 0.891
1627645481.6955, 20.327, 2.221, 1.375, 1.217, 0.567, 2.306, 1.466, 2.034, 3.031, 4.84, 3.07, 1.884, 0.706, 0.946, 0.534, 3.241, 1.025, 1.057, 1.361, 0.566, 22.479, 3.585, 2.174, 1.651, 0.782
1627645481.8223, 15.351, 1.762, 0.92, 0.926, 0.496, 2.587, 1.334, 1.646, 2.984, 4.488, 3.456, 1.868, 0.607, 0.766, 0.482, 3.964, 0.827, 0.849, 1.073, 0.469, 16.802, 2.676, 1.443, 1.305, 0.659
1627645481.9493, 10.663, 1.351, 0.615, 0.737, 0.463, 2.91, 1.126, 1.259, 2.955, 4.235, 3.592, 1.756, 0.526, 0.655, 0.442, 4.749, 0.758, 0.782, 0.914, 0.4, 11.496, 1.786, 0.898, 1.055, 0.563
1627645482.0762, 7.636, 1.154, 0.525, 0.683, 0.475, 3.235, 0.901, 1.012, 2.966, 4.099, 3.461, 1.568, 0.5, 0.642, 0.42, 5.404, 0.812, 0.891, 0.913, 0.372, 8.465, 1.21, 0.641, 0.939, 0.511
1627645482.2032, 7.673, 1.276, 0.669, 0.742, 0.512, 3.461, 0.742, 0.974, 2.992, 4.042, 3.12, 1.333, 0.53, 0.723, 0.416, 5.753, 0.919, 1.192, 1.032, 0.382, 10.016, 1.087, 0.72, 0.932, 0.497
1627645482.3301, 11.107, 1.753, 1.041, 0.854, 0.546, 3.541, 0.707, 1.169, 2.991, 4.017, 2.672, 1.096, 0.62, 0.871, 0.42, 5.711, 0.992, 1.718, 1.192, 0.418, 16.878, 1.445, 1.152, 0.977, 0.498
1627645482.4569, 16.951, 2.558, 1.598, 0.973, 0.561, 3.395, 0.796, 1.564, 2.952, 4.007, 2.257, 0.932, 0.783, 1.062, 0.429, 5.359, 0.993, 2.479, 1.331, 0.464, 27.668, 2.226, 1.925, 1.034, 0.492
1627645482.5839, 23.372, 3.494, 2.276, 1.08, 0.567, 3.083, 0.973, 2.08, 2.889, 4.05, 1.986, 0.913, 1.06, 1.283, 0.446, 4.827, 0.951, 3.4, 1.434, 0.516, 39.488, 3.23, 2.98, 1.106, 0.482
1627645482.7108, 28.47, 4.31, 2.926, 1.169, 0.593, 2.633, 1.196, 2.601, 2.842, 4.207, 1.93, 1.061, 1.465, 1.519, 0.487, 4.293, 0.94, 4.292, 1.52, 0.574, 49.094, 4.208, 4.101, 1.205, 0.487
1627645482.8378, 30.498, 4.798, 3.37, 1.237, 0.656, 2.175, 1.413, 2.992, 2.836, 4.52, 2.068, 1.316, 1.951, 1.744, 0.564, 3.884, 1.015, 4.905, 1.612, 0.636, 53.406, 4.908, 4.976, 1.334, 0.524
1627645482.9647, 28.68, 4.852, 3.488, 1.285, 0.75, 1.76, 1.577, 3.117, 2.87, 4.986, 2.338, 1.572, 2.391, 1.918, 0.67, 3.585, 1.183, 5.039, 1.711, 0.697, 51.001, 5.132, 5.315, 1.47, 0.593
1627645483.0916, 23.606, 4.518, 3.288, 1.307, 0.842, 1.434, 1.677, 2.926, 2.943, 5.541, 2.638, 1.722, 2.639, 1.997, 0.776, 3.304, 1.388, 4.638, 1.788, 0.741, 42.702, 4.852, 5.003, 1.565, 0.673
1627645483.2185, 17.162, 4.024, 2.879, 1.309, 0.888, 1.185, 1.737, 2.498, 3.058, 6.068, 2.884, 1.71, 2.594, 1.952, 0.849, 2.996, 1.548, 3.824, 1.79, 0.75, 31.662, 4.301, 4.166, 1.565, 0.731
1627645483.3454, 12.278, 3.571, 2.406, 1.296, 0.86, 1.007, 1.787, 1.997, 3.217, 6.418, 3.016, 1.557, 2.256, 1.778, 0.861, 2.7, 1.572, 2.841, 1.676, 0.714, 22.641, 3.701, 3.105, 1.449, 0.737
1627645483.4724, 11.19, 3.396, 2.014, 1.274, 0.764, 0.898, 1.841, 1.622, 3.419, 6.488, 3.024, 1.337, 1.725, 1.505, 0.808, 2.495, 1.438, 1.946, 1.442, 0.64, 19.509, 3.296, 2.175, 1.242, 0.685
1627645483.5993, 15.547, 3.636, 1.785, 1.245, 0.64, 0.854, 1.892, 1.525, 3.641, 6.282, 2.946, 1.145, 1.151, 1.181, 0.711, 2.399, 1.197, 1.312, 1.127, 0.561, 24.854, 3.223, 1.596, 1.006, 0.603
1627645483.7262, 24.591, 4.204, 1.731, 1.21, 0.547, 0.873, 1.914, 1.737, 3.854, 5.904, 2.803, 1.032, 0.699, 0.864, 0.61, 2.397, 0.934, 1, 0.808, 0.533, 37.526, 3.412, 1.394, 0.815, 0.535
1627645483.8532, 36.007, 4.85, 1.801, 1.17, 0.526, 0.945, 1.881, 2.169, 4.048, 5.491, 2.633, 0.997, 0.482, 0.603, 0.54, 2.499, 0.738, 0.958, 0.562, 0.595, 54.053, 3.658, 1.427, 0.72, 0.519
1627645483.98, 46.506, 5.308, 1.903, 1.13, 0.583, 1.055, 1.79, 2.691, 4.225, 5.138, 2.441, 1.018, 0.496, 0.433, 0.515, 2.674, 0.662, 1.063, 0.434, 0.747, 69.29, 3.787, 1.507, 0.728, 0.563
1627645484.107, 53.075, 5.404, 1.934, 1.111, 0.685, 1.183, 1.689, 3.149, 4.386, 4.855, 2.213, 1.071, 0.654, 0.366, 0.522, 2.821, 0.698, 1.222, 0.424, 0.94, 78.624, 3.69, 1.511, 0.814, 0.642
1627645484.2335, 54.5, 5.178, 1.887, 1.131, 0.781, 1.308, 1.638, 3.457, 4.52, 4.575, 1.931, 1.155, 0.861, 0.394, 0.532, 2.806, 0.793, 1.375, 0.491, 1.102, 80.324, 3.447, 1.439, 0.932, 0.716
1627645484.3604, 51.765, 4.834, 1.791, 1.199, 0.831, 1.424, 1.711, 3.672, 4.607, 4.207, 1.624, 1.263, 1.031, 0.502, 0.522, 2.62, 0.896, 1.458, 0.594, 1.17, 76.086, 3.246, 1.346, 1.047, 0.749
1627645484.487, 47.086, 4.584, 1.678, 1.294, 0.818, 1.522, 1.918, 3.876, 4.617, 3.721, 1.354, 1.371, 1.11, 0.66, 0.484, 2.362, 0.982, 1.431, 0.703, 1.125, 69.442, 3.23, 1.29, 1.127, 0.732
