Timestamp, AF3/theta, AF3/alpha, AF3/betaL, AF3/betaH, AF3/gamma, T7/theta, T7/alpha, T7/betaL, T7/betaH, T7/gamma, Pz/theta, Pz/alpha, Pz/betaL, Pz/betaH, Pz/gamma, T8/theta, T8/alpha, T8/betaL, T8/betaH, T8/gamma, AF4/theta, AF4/alpha, AF4/betaL, AF4/betaH, AF4/gamma
1629357073.5865, 89.196, 21.882, 1.558, 1.502, 1.522, 119.093, 151.813, 73.777, 52.923, 29.971, 2.89, 1.802, 2.691, 1.763, 1.488, 7.596, 2.037, 2.533, 1.596, 1.492, 72.354, 18.117, 1.252, 1.344, 1.737
1629357073.7124, 122.963, 29.023, 2.283, 1.417, 1.349, 110.257, 134.997, 82.804, 52.531, 27.814, 3.215, 1.822, 3.151, 1.678, 1.423, 8.206, 2.123, 2.844, 1.521, 1.427, 98.713, 24.488, 1.83, 1.328, 1.582
1629357073.8386, 146.592, 33.96, 3.21, 1.357, 1.164, 110.548, 121.038, 88.323, 52.241, 26.879, 3.374, 2.064, 3.38, 1.532, 1.274, 8.209, 2.377, 2.955, 1.436, 1.295, 115.841, 29.079, 2.617, 1.364, 1.377
1629357073.9644, 157.23, 35.402, 4.21, 1.345, 1.004, 120.775, 108.697, 89.09, 51.49, 26.581, 3.348, 2.37, 3.342, 1.37, 1.094, 7.542, 2.671, 2.791, 1.378, 1.135, 121.908, 30.601, 3.534, 1.459, 1.175
1629357074.0906, 157.501, 33.534, 5.081, 1.38, 0.883, 135.932, 97.076, 85.122, 49.711, 25.983, 3.163, 2.567, 3.138, 1.23, 0.935, 6.293, 2.841, 2.412, 1.387, 0.989, 120.127, 28.961, 4.416, 1.596, 1.014
1629357074.2168, 152.654, 29.644, 5.619, 1.429, 0.793, 147.803, 87.774, 78.316, 46.981, 24.609, 2.878, 2.552, 2.93, 1.14, 0.824, 4.896, 2.785, 1.98, 1.476, 0.874, 115.682, 25.129, 5.065, 1.73, 0.9
1629357074.3431, 146.99, 25.252, 5.682, 1.448, 0.713, 150.467, 85.935, 70.315, 43.739, 22.768, 2.569, 2.347, 2.825, 1.098, 0.751, 3.765, 2.512, 1.651, 1.609, 0.786, 112.294, 20.53, 5.308, 1.814, 0.816
1629357074.4693, 141.49, 21.416, 5.254, 1.403, 0.631, 144.442, 96.346, 63.541, 40.545, 21.199, 2.291, 2.054, 2.817, 1.091, 0.692, 3.264, 2.122, 1.505, 1.715, 0.703, 109.995, 16.39, 5.086, 1.814, 0.74
1629357074.5954, 133.243, 18.358, 4.436, 1.291, 0.547, 133.105, 117.208, 59.742, 37.71, 20.432, 2.088, 1.814, 2.802, 1.094, 0.626, 3.401, 1.751, 1.526, 1.735, 0.612, 105.442, 13.241, 4.454, 1.727, 0.661
1629357074.7213, 118.219, 15.519, 3.413, 1.136, 0.475, 120.978, 139.71, 57.868, 35.298, 20.507, 1.984, 1.716, 2.657, 1.081, 0.554, 3.903, 1.486, 1.613, 1.656, 0.516, 94.453, 10.811, 3.572, 1.575, 0.58
