Timestamp, AF3/theta, AF3/alpha, AF3/betaL, AF3/betaH, AF3/gamma, T7/theta, T7/alpha, T7/betaL, T7/betaH, T7/gamma, Pz/theta, Pz/alpha, Pz/betaL, Pz/betaH, Pz/gamma, T8/theta, T8/alpha, T8/betaL, T8/betaH, T8/gamma, AF4/theta, AF4/alpha, AF4/betaL, AF4/betaH, AF4/gamma
1627644749.8452, 2.177, 3.149, 0.995, 0.701, 0.813, 1.789, 1.562, 2.424, 2.546, 4.869, 1.463, 1.412, 1.094, 0.792, 1.53, 1.014, 1.46, 1.256, 0.96, 0.759, 1.722, 2.278, 2.008, 0.721, 0.77
1627644749.9709, 1.998, 3.131, 1.023, 0.668, 0.681, 1.834, 1.94, 2.18, 2.683, 4.43, 1.629, 1.5, 1.039, 0.839, 1.276, 0.97, 1.639, 1.275, 1.029, 0.655, 1.786, 2.584, 2.074, 0.738, 0.671
1627644750.0961, 2.055, 2.91, 1.012, 0.679, 0.538, 2.017, 2.619, 2.034, 3.113, 3.934, 1.982, 1.54, 0.972, 0.928, 0.987, 1.116, 1.737, 1.381, 1.15, 0.529, 1.997, 2.757, 2.053, 0.807, 0.546
1627644750.2217, 2.453, 2.54, 0.977, 0.747, 0.425, 2.297, 3.625, 2.212, 4.115, 3.622, 2.619, 1.584, 0.978, 1.082, 0.753, 1.477, 1.752, 1.575, 1.304, 0.413, 2.532, 2.761, 1.986, 0.928, 0.434
1627644750.3472, 3.21, 2.087, 0.945, 0.872, 0.365, 2.787, 4.85, 2.846, 5.749, 3.669, 3.523, 1.653, 1.108, 1.288, 0.621, 2.02, 1.691, 1.818, 1.454, 0.329, 3.348, 2.598, 1.909, 1.098, 0.363
1627644750.4728, 4.163, 1.624, 0.942, 1.028, 0.36, 3.411, 6.037, 3.822, 7.718, 4.058, 4.552, 1.728, 1.336, 1.492, 0.583, 2.607, 1.566, 2.038, 1.55, 0.281, 4.339, 2.309, 1.845, 1.289, 0.342
1627644750.5981, 5.077, 1.225, 0.978, 1.168, 0.386, 4.064, 6.874, 4.9, 9.44, 4.587, 5.376, 1.773, 1.572, 1.616, 0.586, 3.048, 1.402, 2.155, 1.548, 0.258, 5.208, 1.947, 1.792, 1.455, 0.356
1627644750.7233, 5.74, 0.933, 1.034, 1.25, 0.41, 4.536, 7.113, 5.767, 10.306, 4.982, 5.679, 1.751, 1.704, 1.601, 0.574, 3.179, 1.225, 2.114, 1.435, 0.24, 5.755, 1.569, 1.727, 1.545, 0.376
1627644750.8489, 6.097, 0.745, 1.081, 1.253, 0.41, 4.759, 6.668, 6.17, 9.965, 5.07, 5.308, 1.647, 1.666, 1.443, 0.524, 2.959, 1.058, 1.922, 1.235, 0.218, 5.83, 1.237, 1.641, 1.528, 0.378
1627644750.9741, 6.189, 0.644, 1.093, 1.18, 0.377, 4.708, 5.692, 6.024, 8.497, 4.859, 4.383, 1.48, 1.46, 1.187, 0.444, 2.456, 0.923, 1.631, 0.995, 0.188, 5.449, 0.998, 1.537, 1.403, 0.354
1627644751.0998, 6.141, 0.606, 1.068, 1.058, 0.322, 4.518, 4.491, 5.443, 6.39, 4.515, 3.193, 1.279, 1.159, 0.903, 0.352, 1.875, 0.842, 1.32, 0.757, 0.155, 4.727, 0.879, 1.424, 1.204, 0.312
1627644751.2253, 6.05, 0.605, 1.015, 0.926, 0.262, 4.274, 3.392, 4.635, 4.304, 4.237, 2.079, 1.067, 0.864, 0.665, 0.272, 1.377, 0.82, 1.051, 0.556, 0.125, 3.915, 0.912, 1.299, 0.991, 0.268
1627644751.3511, 5.923, 0.645, 0.934, 0.82, 0.212, 3.997, 2.629, 3.856, 2.791, 4.133, 1.3, 0.874, 0.648, 0.517, 0.217, 1.117, 0.853, 0.841, 0.409, 0.103, 3.27, 1.093, 1.139, 0.818, 0.236
1627644751.4768, 5.73, 0.739, 0.833, 0.756, 0.181, 3.757, 2.242, 3.281, 2.075, 4.155, 0.94, 0.733, 0.534, 0.464, 0.187, 1.129, 0.919, 0.682, 0.324, 0.091, 2.936, 1.381, 0.941, 0.712, 0.219
1627644753.264, 5.503, 0.872, 0.724, 0.719, 0.169, 3.462, 2.112, 2.943, 1.998, 4.157, 0.925, 0.67, 0.504, 0.467, 0.172, 1.405, 0.99, 0.564, 0.29, 0.087, 2.994, 1.679, 0.722, 0.658, 0.21
