Timestamp, AF3/theta, AF3/alpha, AF3/betaL, AF3/betaH, AF3/gamma, T7/theta, T7/alpha, T7/betaL, T7/betaH, T7/gamma, Pz/theta, Pz/alpha, Pz/betaL, Pz/betaH, Pz/gamma, T8/theta, T8/alpha, T8/betaL, T8/betaH, T8/gamma, AF4/theta, AF4/alpha, AF4/betaL, AF4/betaH, AF4/gamma
1629356681.5877, 98.795, 15.143, 1.402, 2.543, 1.055, 27.717, 72.403, 18.164, 27.4, 23.61, 4.23, 1.774, 1.725, 1.348, 0.973, 3.653, 2.074, 2.336, 2.359, 0.994, 63.329, 10.181, 1.334, 2.137, 1.142
1629356681.7138, 70.747, 11.489, 1.59, 2.632, 1.128, 32.65, 77.573, 19.071, 26.464, 22.625, 3.645, 1.611, 2.133, 1.637, 1.055, 3.928, 1.906, 2.679, 2.474, 1.062, 46.346, 7.643, 1.355, 2.217, 1.267
1629356681.8393, 49.866, 8.006, 1.799, 2.553, 1.143, 40.852, 80.34, 21.175, 24.193, 20.827, 2.978, 1.376, 2.488, 1.852, 1.056, 4.092, 1.621, 2.878, 2.43, 1.064, 34.047, 5.378, 1.374, 2.178, 1.302
1629356681.9652, 41.666, 5.516, 2.035, 2.315, 1.083, 52.458, 78.359, 23.454, 20.907, 18.194, 2.444, 1.12, 2.661, 1.919, 0.975, 4.086, 1.282, 2.836, 2.196, 0.98, 29.31, 3.821, 1.45, 1.999, 1.228
1629356682.0903, 50.7, 5.338, 2.488, 2.022, 0.958, 67.764, 71.397, 25.755, 17.57, 15.31, 2.212, 0.913, 2.571, 1.838, 0.847, 3.865, 0.956, 2.536, 1.813, 0.822, 34.18, 3.767, 1.798, 1.753, 1.066
1629356682.2156, 76.861, 8.092, 3.32, 1.812, 0.798, 87.246, 61.111, 28.366, 15.292, 13.059, 2.358, 0.833, 2.24, 1.679, 0.725, 3.451, 0.706, 2.066, 1.385, 0.631, 48.038, 5.498, 2.606, 1.554, 0.867
1629356682.3408, 113.064, 13.274, 4.523, 1.792, 0.645, 109.761, 50.518, 31.561, 14.733, 12.116, 2.866, 0.913, 1.761, 1.536, 0.652, 2.932, 0.556, 1.557, 1.047, 0.461, 66.776, 8.606, 3.879, 1.506, 0.686
1629356682.4661, 148.385, 19.279, 5.869, 2.031, 0.531, 131.069, 42.361, 34.781, 15.808, 12.606, 3.575, 1.117, 1.259, 1.502, 0.641, 2.426, 0.48, 1.153, 0.928, 0.35, 84.701, 12.104, 5.376, 1.701, 0.562
1629356682.5913, 172.801, 24.313, 6.942, 2.515, 0.468, 145.458, 38.806, 37.307, 17.685, 14.062, 4.319, 1.366, 0.851, 1.626, 0.669, 2.07, 0.465, 0.951, 1.102, 0.314, 96.938, 15.021, 6.677, 2.175, 0.502
1629356682.7166, 178.569, 26.654, 7.37, 3.123, 0.451, 148.802, 40.127, 38.704, 19.312, 15.771, 4.984, 1.562, 0.602, 1.873, 0.698, 1.947, 0.515, 0.96, 1.523, 0.34, 99.795, 16.398, 7.386, 2.852, 0.487
