Timestamp, AF3/theta, AF3/alpha, AF3/betaL, AF3/betaH, AF3/gamma, T7/theta, T7/alpha, T7/betaL, T7/betaH, T7/gamma, Pz/theta, Pz/alpha, Pz/betaL, Pz/betaH, Pz/gamma, T8/theta, T8/alpha, T8/betaL, T8/betaH, T8/gamma, AF4/theta, AF4/alpha, AF4/betaL, AF4/betaH, AF4/gamma
1627749173.9235, 204.711, 36.485, 6.959, 1.577, 0.935, 10.616, 2.709, 1.684, 0.385, 0.523, 19.162, 1.929, 2.182, 1.159, 0.84, 10.868, 3.968, 4.029, 1.664, 0.999, 139.369, 25.291, 7.121, 1.702, 1.086
1627749174.0494, 169.823, 36.9, 7.297, 1.342, 1.012, 11.451, 2.66, 1.463, 0.317, 0.568, 22.353, 2.323, 2.456, 1.247, 0.896, 12.871, 4.812, 3.91, 1.537, 1.125, 140.283, 29.533, 7.319, 1.597, 1.208
1627749174.1752, 131.27, 34.78, 7.273, 1.121, 1.066, 10.9, 2.641, 1.338, 0.256, 0.607, 22.515, 3.128, 2.94, 1.342, 0.94, 13.283, 6.066, 3.686, 1.384, 1.214, 137.668, 32.405, 7.214, 1.44, 1.284
1627749174.3007, 97.567, 31.252, 6.932, 0.988, 1.08, 9.583, 2.882, 1.347, 0.214, 0.639, 20.244, 4.553, 3.585, 1.453, 0.953, 12.486, 7.968, 3.524, 1.29, 1.24, 130.373, 33.332, 6.807, 1.314, 1.288
1627749174.4267, 74.112, 27.832, 6.43, 0.959, 1.041, 8.296, 3.471, 1.476, 0.195, 0.663, 16.858, 6.495, 4.279, 1.563, 0.922, 11.204, 10.46, 3.506, 1.295, 1.194, 117.827, 32.399, 6.172, 1.258, 1.21
1627749174.5527, 59.753, 25.748, 5.962, 1.011, 0.953, 7.723, 4.277, 1.69, 0.198, 0.675, 13.724, 8.505, 4.916, 1.648, 0.846, 10.232, 13.051, 3.583, 1.379, 1.092, 100.072, 30.237, 5.456, 1.27, 1.071
1627749174.6788, 50.61, 25.337, 5.7, 1.1, 0.84, 8.094, 5.001, 1.94, 0.216, 0.673, 11.775, 9.964, 5.413, 1.699, 0.742, 9.966, 14.934, 3.603, 1.479, 0.972, 79.364, 27.613, 4.825, 1.32, 0.913
1627749174.8046, 44.15, 26.075, 5.693, 1.209, 0.741, 8.917, 5.312, 2.179, 0.243, 0.655, 11.002, 10.364, 5.701, 1.731, 0.637, 10.186, 15.383, 3.423, 1.536, 0.878, 59.834, 25.169, 4.383, 1.384, 0.787
1627749174.9303, 41.05, 26.91, 5.85, 1.355, 0.691, 9.538, 5.016, 2.359, 0.286, 0.619, 10.734, 9.538, 5.741, 1.772, 0.562, 10.164, 14.092, 3.005, 1.53, 0.842, 46.926, 23.145, 4.163, 1.458, 0.728
1627749175.0563, 44.035, 26.956, 5.943, 1.558, 0.702, 9.272, 4.163, 2.427, 0.363, 0.571, 9.892, 7.768, 5.519, 1.857, 0.532, 9.333, 11.413, 2.438, 1.482, 0.865, 46.674, 21.545, 4.039, 1.555, 0.742
