Timestamp, AF3/theta, AF3/alpha, AF3/betaL, AF3/betaH, AF3/gamma, T7/theta, T7/alpha, T7/betaL, T7/betaH, T7/gamma, Pz/theta, Pz/alpha, Pz/betaL, Pz/betaH, Pz/gamma, T8/theta, T8/alpha, T8/betaL, T8/betaH, T8/gamma, AF4/theta, AF4/alpha, AF4/betaL, AF4/betaH, AF4/gamma
1630237975.9838, 1.824, 4.807, 2.764, 2.493, 2.115, 1.676, 2.421, 1.374, 1.178, 3.144, 1.427, 6.465, 2.006, 1.872, 1.365, 2.061, 6.78, 3.836, 1.027, 2.213, 2.23, 7.012, 2.729, 2.132, 2.319
1630237976.1108, 1.775, 3.946, 3.003, 2.534, 1.978, 1.376, 2.62, 1.405, 1.191, 2.903, 1.199, 6.753, 2.256, 1.766, 1.193, 2.054, 5.785, 3.69, 0.965, 1.911, 1.639, 6.151, 2.938, 1.986, 2.141
1630237976.2377, 2.084, 3.154, 3.082, 2.453, 1.853, 1.295, 2.715, 1.539, 1.272, 2.614, 1.113, 6.484, 2.476, 1.578, 1.044, 2.074, 4.49, 3.497, 0.923, 1.634, 1.372, 5.054, 3.166, 1.794, 1.982
1630237976.3646, 2.751, 2.589, 3.039, 2.27, 1.757, 1.492, 2.701, 1.868, 1.401, 2.343, 1.133, 5.659, 2.657, 1.347, 0.905, 2.102, 3.205, 3.337, 0.909, 1.416, 1.47, 3.99, 3.393, 1.594, 1.818
1630237976.4915, 3.632, 2.292, 2.941, 2.04, 1.686, 1.888, 2.6, 2.373, 1.553, 2.128, 1.236, 4.474, 2.791, 1.148, 0.777, 2.133, 2.193, 3.223, 0.945, 1.264, 1.84, 3.162, 3.577, 1.441, 1.646
1630237976.6184, 4.458, 2.154, 2.861, 1.816, 1.617, 2.328, 2.446, 2.896, 1.703, 1.972, 1.387, 3.205, 2.853, 1.046, 0.672, 2.153, 1.528, 3.11, 1.049, 1.166, 2.28, 2.585, 3.67, 1.367, 1.487
1630237976.7453, 4.999, 2.043, 2.847, 1.639, 1.519, 2.714, 2.273, 3.225, 1.832, 1.857, 1.545, 2.102, 2.824, 1.069, 0.601, 2.155, 1.129, 2.929, 1.204, 1.099, 2.671, 2.168, 3.631, 1.374, 1.361
1630237976.872, 5.178, 1.906, 2.909, 1.532, 1.386, 3.022, 2.086, 3.193, 1.931, 1.772, 1.682, 1.324, 2.7, 1.199, 0.573, 2.156, 0.877, 2.638, 1.368, 1.049, 3.074, 1.828, 3.458, 1.445, 1.281
1630237976.9989, 5.129, 1.743, 3.004, 1.498, 1.244, 3.18, 1.907, 2.771, 1.988, 1.721, 1.786, 0.916, 2.489, 1.386, 0.584, 2.17, 0.688, 2.265, 1.492, 1.022, 3.618, 1.547, 3.183, 1.549, 1.243
1630237977.1257, 5.296, 1.635, 3.062, 1.521, 1.134, 3.245, 1.773, 2.108, 1.995, 1.703, 1.895, 0.835, 2.203, 1.556, 0.617, 2.182, 0.566, 1.883, 1.536, 1.025, 4.579, 1.441, 2.878, 1.652, 1.225
1630237977.252, 7.813, 1.936, 3.001, 1.577, 1.088, 3.146, 1.695, 1.431, 1.959, 1.725, 2.065, 0.974, 1.867, 1.647, 0.657, 2.151, 0.512, 1.557, 1.488, 1.056, 7.804, 1.801, 2.609, 1.738, 1.209
1630237977.3781, 17.982, 3.316, 2.811, 1.641, 1.122, 2.984, 1.658, 0.943, 1.897, 1.811, 2.323, 1.219, 1.525, 1.63, 0.697, 2.052, 0.538, 1.329, 1.373, 1.11, 18.133, 3.035, 2.472, 1.818, 1.191
1630237977.5036, 43.458, 6.567, 2.55, 1.701, 1.218, 2.819, 1.637, 0.752, 1.83, 1.969, 2.706, 1.479, 1.221, 1.519, 0.735, 1.926, 0.663, 1.212, 1.234, 1.171, 42.368, 5.604, 2.524, 1.925, 1.184
1630237977.6288, 86.587, 11.921, 2.303, 1.75, 1.336, 2.748, 1.618, 0.829, 1.773, 2.172, 3.234, 1.678, 0.985, 1.356, 0.768, 1.876, 0.87, 1.197, 1.109, 1.218, 82.537, 9.576, 2.752, 2.089, 1.198
1630237977.7541, 141.503, 18.523, 2.154, 1.786, 1.426, 2.804, 1.591, 1.047, 1.732, 2.366, 3.819, 1.791, 0.879, 1.206, 0.806, 1.991, 1.124, 1.266, 1.021, 1.235, 133.096, 14.264, 3.081, 2.302, 1.23
1630237977.8793, 194.433, 24.677, 2.139, 1.809, 1.453, 2.935, 1.568, 1.262, 1.698, 2.498, 4.286, 1.829, 0.977, 1.151, 0.872, 2.248, 1.384, 1.389, 0.969, 1.213, 181.367, 18.447, 3.392, 2.524, 1.266
1630237978.0044, 228.755, 28.418, 2.243, 1.816, 1.407, 3.034, 1.582, 1.417, 1.655, 2.539, 4.497, 1.829, 1.302, 1.252, 0.991, 2.58, 1.601, 1.532, 0.948, 1.159, 212.241, 20.811, 3.599, 2.697, 1.288
1630237978.1297, 233.059, 28.53, 2.432, 1.793, 1.31, 2.986, 1.662, 1.544, 1.588, 2.481, 4.364, 1.839, 1.829, 1.504, 1.173, 2.814, 1.735, 1.678, 0.963, 1.09, 216.137, 20.609, 3.725, 2.764, 1.292
1630237978.255, 205.86, 25.134, 2.659, 1.749, 1.203, 2.749, 1.828, 1.718, 1.497, 2.345, 3.948, 1.895, 2.477, 1.846, 1.399, 2.851, 1.765, 1.819, 1.03, 1.03, 191.689, 17.963, 3.845, 2.712, 1.288
1630237978.3802, 157.001, 19.758, 2.866, 1.715, 1.127, 2.378, 2.08, 2.006, 1.401, 2.172, 3.451, 2.018, 3.106, 2.186, 1.621, 2.665, 1.716, 1.945, 1.148, 0.994, 148.112, 13.933, 4.005, 2.576, 1.299
1630237978.5055, 103.096, 14.823, 3.063, 1.726, 1.114, 2.066, 2.436, 2.421, 1.326, 2.011, 3.065, 2.207, 3.546, 2.421, 1.779, 2.294, 1.648, 2.037, 1.29, 0.985, 100.641, 10.134, 4.214, 2.415, 1.342
1630237978.6307, 62.559, 12.712, 3.476, 1.79, 1.166, 2.127, 2.902, 2.941, 1.291, 1.902, 2.87, 2.424, 3.647, 2.477, 1.829, 1.87, 1.623, 2.059, 1.399, 0.996, 65.031, 8.08, 4.544, 2.266, 1.415
1630237978.756, 48.108, 14.961, 4.382, 1.872, 1.276, 2.812, 3.464, 3.552, 1.327, 1.866, 2.89, 2.608, 3.371, 2.352, 1.772, 1.538, 1.67, 1.993, 1.428, 1.018, 51.401, 8.866, 5.083, 2.149, 1.499
1630237978.8813, 61.366, 21.033, 5.857, 1.925, 1.423, 4.121, 4.067, 4.202, 1.449, 1.907, 3.067, 2.747, 2.821, 2.111, 1.648, 1.429, 1.823, 1.848, 1.368, 1.045, 59.655, 12.492, 5.829, 2.07, 1.575
1630237979.0064, 96.344, 29.46, 7.658, 1.927, 1.578, 6.083, 4.595, 4.818, 1.643, 2.02, 3.345, 2.883, 2.196, 1.847, 1.519, 1.591, 2.103, 1.67, 1.256, 1.069, 83.897, 18.37, 6.673, 2.047, 1.631
1630237979.1317, 142.517, 38.254, 9.347, 1.918, 1.714, 8.013, 4.987, 5.327, 1.868, 2.21, 3.615, 3.118, 1.715, 1.646, 1.434, 1.946, 2.523, 1.559, 1.172, 1.09, 114.905, 25.213, 7.502, 2.131, 1.679
1630237979.2569, 187.263, 45.216, 10.421, 1.969, 1.818, 9.77, 5.211, 5.63, 2.061, 2.475, 3.863, 3.532, 1.5, 1.558, 1.421, 2.386, 3.043, 1.638, 1.199, 1.11, 142.346, 31.174, 8.204, 2.384, 1.756
1630237979.3822, 222.733, 48.795, 10.575, 2.127, 1.892, 10.464, 5.402, 5.714, 2.167, 2.779, 4.056, 4.128, 1.534, 1.595, 1.479, 2.819, 3.581, 1.964, 1.388, 1.135, 161.111, 34.729, 8.723, 2.825, 1.9
1630237979.5075, 239.747, 48.46, 9.792, 2.376, 1.933, 10.382, 5.827, 5.67, 2.145, 3.059, 4.153, 4.772, 1.71, 1.725, 1.582, 3.167, 3.98, 2.495, 1.717, 1.159, 166.417, 35.068, 8.975, 3.373, 2.113
1630237979.6327, 232.899, 44.492, 8.318, 2.633, 1.939, 9.33, 6.722, 5.637, 2.018, 3.244, 4.102, 5.273, 1.93, 1.895, 1.699, 3.293, 4.101, 3.103, 2.089, 1.174, 156.071, 32.241, 8.88, 3.873, 2.358
1630237979.758, 204.043, 37.866, 6.595, 2.78, 1.916, 8.053, 8.077, 5.728, 1.85, 3.277, 3.906, 5.494, 2.125, 2.041, 1.795, 3.202, 3.945, 3.604, 2.369, 1.18, 133.321, 27.127, 8.406, 4.134, 2.578
1630237979.8832, 160.135, 30.01, 5.054, 2.756, 1.893, 7.252, 9.545, 5.947, 1.736, 3.144, 3.656, 5.458, 2.239, 2.126, 1.854, 2.948, 3.666, 3.824, 2.485, 1.189, 103.276, 21.086, 7.563, 4.066, 2.733
1630237980.0084, 111.92, 22.359, 3.875, 2.61, 1.923, 7.436, 10.532, 6.15, 1.742, 2.895, 3.404, 5.466, 2.234, 2.158, 1.885, 2.577, 3.593, 3.667, 2.462, 1.23, 73.218, 15.502, 6.367, 3.732, 2.828
1630237980.1337, 68.825, 16.072, 3.058, 2.454, 2.052, 9.136, 10.505, 6.131, 1.908, 2.644, 3.215, 5.926, 2.102, 2.167, 1.912, 2.21, 4.089, 3.185, 2.383, 1.327, 47.935, 11.409, 4.979, 3.305, 2.898
1630237980.2589, 39.942, 12.093, 2.597, 2.391, 2.297, 12.105, 9.476, 5.92, 2.264, 2.525, 3.068, 7.071, 1.862, 2.178, 1.97, 1.896, 5.303, 2.548, 2.33, 1.489, 32.899, 9.468, 3.72, 2.975, 3.003
1630237980.3842, 28.975, 11.159, 2.541, 2.433, 2.646, 16.105, 7.875, 5.807, 2.81, 2.609, 2.923, 8.767, 1.562, 2.185, 2.083, 1.685, 7.042, 1.97, 2.343, 1.716, 29.903, 9.935, 2.96, 2.83, 3.183
1630237980.5095, 35.102, 13.243, 2.909, 2.527, 3.071, 20.637, 6.304, 6.139, 3.521, 2.867, 2.774, 10.583, 1.265, 2.176, 2.27, 1.6, 8.804, 1.694, 2.43, 2.013, 38.047, 12.459, 2.919, 2.848, 3.456
1630237980.6348, 53.3, 16.923, 3.544, 2.627, 3.557, 24.459, 5.26, 7.013, 4.347, 3.206, 2.682, 12.02, 1.025, 2.155, 2.537, 1.743, 10.02, 1.906, 2.591, 2.404, 54.53, 15.956, 3.624, 2.97, 3.814
1630237980.7601, 74.334, 20.551, 4.123, 2.736, 4.091, 26.717, 4.943, 8.202, 5.189, 3.53, 2.803, 12.756, 1.016, 2.164, 2.862, 2.184, 10.425, 2.716, 2.826, 2.916, 73.693, 19.755, 4.825, 3.152, 4.216
1630237980.8853, 89.073, 23.343, 4.386, 2.93, 4.626, 26.648, 5.286, 9.565, 5.915, 3.77, 3.165, 12.744, 1.411, 2.288, 3.187, 2.918, 10.136, 4.079, 3.115, 3.526, 88.961, 23.838, 6.15, 3.401, 4.583
