Timestamp, AF3/theta, AF3/alpha, AF3/betaL, AF3/betaH, AF3/gamma, T7/theta, T7/alpha, T7/betaL, T7/betaH, T7/gamma, Pz/theta, Pz/alpha, Pz/betaL, Pz/betaH, Pz/gamma, T8/theta, T8/alpha, T8/betaL, T8/betaH, T8/gamma, AF4/theta, AF4/alpha, AF4/betaL, AF4/betaH, AF4/gamma
1629739548.1259, 28.513, 3.761, 2.093, 1.386, 0.838, 1.341, 0.669, 1.136, 1.649, 2.168, 3.379, 1.516, 1.494, 1.217, 0.692, 3.859, 2.527, 1.976, 0.977, 0.996, 11.756, 4.214, 2.143, 1.144, 0.802
1629739548.2517, 35.382, 4.933, 2.131, 1.335, 0.829, 1.255, 0.798, 1.056, 1.746, 2.054, 3.967, 2.094, 1.729, 1.354, 0.666, 4.868, 2.849, 2.223, 1.047, 0.925, 13.585, 4.827, 2.225, 1.102, 0.794
1629739548.3774, 38.454, 6.477, 2.249, 1.287, 0.841, 1.133, 0.97, 1.017, 1.93, 2.027, 4.418, 2.804, 2.237, 1.487, 0.708, 5.834, 3.412, 2.631, 1.116, 0.871, 14.207, 5.603, 2.373, 1.038, 0.818
1629739548.5036, 36.691, 8.006, 2.725, 1.303, 0.888, 1.07, 1.227, 1.233, 2.126, 2.113, 4.506, 3.542, 3.315, 1.645, 0.87, 6.443, 4.047, 3.384, 1.221, 0.859, 13.322, 6.204, 2.763, 1.02, 0.879
1629739548.6301, 30.723, 9.052, 3.745, 1.427, 0.975, 1.149, 1.583, 1.843, 2.263, 2.293, 4.155, 4.173, 5.084, 1.856, 1.165, 6.414, 4.527, 4.543, 1.394, 0.901, 11.114, 6.346, 3.492, 1.102, 0.976
1629739548.7564, 22.615, 9.251, 5.261, 1.649, 1.101, 1.381, 2.004, 2.825, 2.321, 2.522, 3.45, 4.563, 7.335, 2.112, 1.553, 5.706, 4.682, 5.985, 1.621, 1.003, 8.241, 5.94, 4.496, 1.285, 1.103
1629739548.8824, 14.849, 8.499, 6.928, 1.899, 1.258, 1.707, 2.446, 3.971, 2.328, 2.754, 2.591, 4.645, 9.539, 2.36, 1.95, 4.539, 4.49, 7.391, 1.842, 1.157, 5.612, 5.136, 5.529, 1.518, 1.259
1629739549.0083, 9.832, 7.101, 8.265, 2.092, 1.427, 1.997, 2.899, 4.959, 2.319, 2.946, 1.833, 4.433, 11.076, 2.531, 2.255, 3.349, 4.032, 8.367, 1.985, 1.343, 4.625, 4.277, 6.276, 1.722, 1.436
1629739549.1344, 10.332, 5.743, 8.816, 2.164, 1.586, 2.187, 3.37, 5.503, 2.3, 3.075, 1.34, 4.023, 11.474, 2.557, 2.386, 2.484, 3.48, 8.633, 2.001, 1.522, 7.858, 3.756, 6.48, 1.826, 1.621
1629739549.2606, 18.172, 5.195, 8.384, 2.098, 1.716, 2.199, 3.843, 5.489, 2.26, 3.136, 1.156, 3.501, 10.607, 2.408, 2.32, 2.159, 2.964, 8.118, 1.899, 1.658, 18.263, 3.865, 6.055, 1.804, 1.794
