Timestamp, AF3/theta, AF3/alpha, AF3/betaL, AF3/betaH, AF3/gamma, T7/theta, T7/alpha, T7/betaL, T7/betaH, T7/gamma, Pz/theta, Pz/alpha, Pz/betaL, Pz/betaH, Pz/gamma, T8/theta, T8/alpha, T8/betaL, T8/betaH, T8/gamma, AF4/theta, AF4/alpha, AF4/betaL, AF4/betaH, AF4/gamma
1630162981.5071, 43.401, 8.489, 2.609, 1.154, 0.951, 7.595, 1.641, 1.97, 1.806, 2.166, 2.507, 1.413, 0.85, 0.607, 0.652, 8.227, 1.403, 0.989, 1.163, 0.574, 45.694, 10.117, 2.377, 1.225, 1.1
1630162981.6334, 30.239, 6.313, 2.036, 1.139, 0.92, 8.15, 1.791, 2.259, 1.593, 2.277, 2.645, 1.169, 0.781, 0.697, 0.657, 7.496, 1.213, 0.812, 0.965, 0.547, 29.707, 7.285, 1.712, 1.166, 1.094
1630162981.7597, 25.828, 5.229, 1.478, 1.142, 0.857, 9.995, 2.015, 3.051, 1.447, 2.423, 2.911, 0.958, 0.73, 0.849, 0.638, 6.769, 1.094, 0.649, 0.835, 0.509, 22.963, 5.476, 1.091, 1.149, 1.047
1630162981.886, 29.779, 5.215, 1.058, 1.198, 0.773, 13.527, 2.511, 4.876, 1.521, 2.575, 3.309, 0.866, 0.715, 1.043, 0.6, 6.071, 1.099, 0.534, 0.799, 0.471, 24.845, 4.785, 0.656, 1.211, 0.966
1630162982.0119, 36.9, 5.8, 0.827, 1.302, 0.687, 23.439, 3.483, 8.02, 1.933, 2.706, 3.755, 0.938, 0.733, 1.224, 0.554, 5.417, 1.219, 0.485, 0.848, 0.448, 30.173, 4.855, 0.478, 1.351, 0.875
1630162982.138, 41.59, 6.469, 0.761, 1.415, 0.62, 35.757, 4.939, 12.212, 2.64, 2.799, 4.118, 1.15, 0.754, 1.324, 0.513, 4.822, 1.403, 0.491, 0.951, 0.452, 33.674, 5.271, 0.524, 1.521, 0.81
1630162982.2641, 41.411, 6.657, 0.823, 1.489, 0.586, 52.476, 6.727, 16.454, 3.459, 2.857, 4.27, 1.413, 0.747, 1.298, 0.488, 4.383, 1.566, 0.527, 1.071, 0.485, 33.495, 5.506, 0.7, 1.662, 0.798
1630162982.3904, 36.701, 6.212, 0.947, 1.505, 0.586, 64.052, 8.402, 19.48, 4.128, 2.901, 4.116, 1.644, 0.699, 1.148, 0.479, 4.17, 1.65, 0.561, 1.176, 0.541, 30.148, 5.343, 0.891, 1.732, 0.843
1630162982.5167, 29.175, 5.327, 1.118, 1.483, 0.604, 70.1, 9.478, 20.205, 4.42, 2.969, 3.66, 1.808, 0.627, 0.923, 0.478, 4.291, 1.662, 0.592, 1.237, 0.605, 24.885, 4.797, 1.051, 1.716, 0.919
1630162982.6429, 21.468, 4.36, 1.327, 1.477, 0.621, 65.433, 9.63, 18.389, 4.247, 3.091, 3.002, 1.906, 0.547, 0.702, 0.478, 4.703, 1.657, 0.624, 1.23, 0.663, 19.314, 4.05, 1.181, 1.64, 0.986
1630162982.769, 15.199, 3.601, 1.569, 1.536, 0.625, 53.802, 8.828, 14.685, 3.693, 3.268, 2.307, 1.968, 0.472, 0.552, 0.477, 5.309, 1.697, 0.669, 1.157, 0.703, 14.411, 3.32, 1.308, 1.552, 1.014
1630162982.895, 10.941, 3.126, 1.804, 1.662, 0.614, 37.707, 7.406, 10.347, 2.973, 3.479, 1.729, 2.01, 0.41, 0.495, 0.478, 5.796, 1.795, 0.749, 1.049, 0.721, 10.585, 2.748, 1.449, 1.491, 0.999
1630162983.0211, 8.375, 2.832, 1.975, 1.81, 0.598, 22.829, 5.887, 6.628, 2.329, 3.684, 1.351, 2.014, 0.37, 0.511, 0.488, 5.985, 1.918, 0.883, 0.957, 0.723, 7.577, 2.361, 1.623, 1.483, 0.963
1630162983.1473, 6.697, 2.581, 2.054, 1.925, 0.585, 12.34, 4.74, 4.271, 1.933, 3.837, 1.184, 1.942, 0.359, 0.561, 0.507, 5.708, 2.023, 1.087, 0.926, 0.716, 5.468, 2.205, 1.848, 1.533, 0.933
1630162983.2735, 6.208, 2.493, 2.017, 1.96, 0.582, 6.724, 4.13, 3.228, 1.829, 3.894, 1.185, 1.777, 0.369, 0.614, 0.531, 5.006, 2.063, 1.355, 0.967, 0.705, 4.744, 2.502, 2.067, 1.625, 0.925
1630162983.3994, 7.906, 3.132, 1.86, 1.901, 0.585, 4.421, 3.942, 2.922, 1.951, 3.828, 1.313, 1.547, 0.391, 0.661, 0.549, 4.113, 2.033, 1.656, 1.053, 0.685, 6.374, 3.84, 2.207, 1.722, 0.931
1630162983.5254, 12.308, 5.061, 1.63, 1.775, 0.582, 3.463, 3.895, 2.79, 2.179, 3.646, 1.589, 1.314, 0.411, 0.695, 0.553, 3.239, 1.947, 1.917, 1.126, 0.647, 10.665, 6.754, 2.199, 1.78, 0.93
1630162983.6514, 18.831, 8.363, 1.416, 1.635, 0.565, 3.162, 3.788, 2.61, 2.397, 3.4, 1.987, 1.154, 0.431, 0.715, 0.542, 2.602, 1.827, 2.059, 1.147, 0.587, 17.342, 11.219, 2.04, 1.795, 0.899
1630162983.7776, 25.677, 12.431, 1.304, 1.517, 0.531, 2.453, 3.632, 2.376, 2.539, 3.168, 2.372, 1.125, 0.456, 0.714, 0.523, 2.109, 1.695, 2.034, 1.117, 0.509, 24.66, 16.437, 1.783, 1.792, 0.831
1630162983.9038, 31.06, 16.075, 1.343, 1.436, 0.49, 2.762, 3.498, 2.147, 2.567, 3.008, 2.656, 1.251, 0.505, 0.689, 0.503, 1.853, 1.543, 1.835, 1.072, 0.423, 30.931, 20.923, 1.53, 1.809, 0.742
1630162984.0299, 33.05, 18.343, 1.521, 1.387, 0.453, 2.476, 3.474, 1.969, 2.48, 2.926, 2.753, 1.515, 0.586, 0.642, 0.488, 1.694, 1.388, 1.517, 1.048, 0.345, 34.21, 23.506, 1.392, 1.873, 0.654
1630162984.1563, 31.6, 18.799, 1.763, 1.356, 0.429, 2.574, 3.594, 1.87, 2.309, 2.891, 2.617, 1.859, 0.69, 0.582, 0.474, 1.437, 1.257, 1.173, 1.053, 0.289, 34.64, 23.643, 1.466, 1.969, 0.588
1630162984.282, 29.191, 17.678, 2.001, 1.341, 0.414, 2.416, 3.797, 1.793, 2.101, 2.863, 2.395, 2.209, 0.806, 0.523, 0.457, 1.148, 1.182, 0.89, 1.057, 0.263, 34.316, 21.622, 1.833, 2.063, 0.545
1630162984.4082, 28.14, 15.781, 2.174, 1.346, 0.399, 2.178, 3.937, 1.708, 1.91, 2.833, 2.178, 2.49, 0.917, 0.48, 0.434, 0.865, 1.178, 0.706, 1.021, 0.261, 35.334, 18.466, 2.475, 2.111, 0.517
1630162984.5342, 29.704, 13.923, 2.247, 1.376, 0.376, 2.036, 3.879, 1.596, 1.775, 2.815, 2.045, 2.643, 1.011, 0.464, 0.407, 0.701, 1.229, 0.618, 0.923, 0.271, 38.442, 15.342, 3.264, 2.088, 0.49
1630162984.6602, 33.008, 12.516, 2.212, 1.433, 0.348, 1.77, 3.576, 1.501, 1.713, 2.829, 1.983, 2.658, 1.081, 0.476, 0.378, 0.699, 1.291, 0.582, 0.781, 0.282, 42.533, 13.015, 4.008, 1.999, 0.466
1630162984.7862, 35.405, 11.431, 2.089, 1.508, 0.329, 1.777, 3.091, 1.449, 1.706, 2.876, 1.927, 2.54, 1.118, 0.512, 0.351, 0.766, 1.324, 0.552, 0.652, 0.285, 44.924, 11.53, 4.52, 1.883, 0.449
1630162984.9121, 34.555, 10.229, 1.909, 1.579, 0.332, 1.798, 2.556, 1.441, 1.725, 2.919, 1.815, 2.304, 1.128, 0.568, 0.327, 0.816, 1.313, 0.512, 0.602, 0.28, 43.117, 10.333, 4.686, 1.795, 0.449
1630162985.0383, 29.502, 8.524, 1.705, 1.621, 0.363, 1.956, 2.094, 1.478, 1.755, 2.909, 1.635, 2.005, 1.125, 0.634, 0.311, 0.77, 1.276, 0.474, 0.661, 0.27, 36.43, 8.797, 4.486, 1.764, 0.467
1630162985.1645, 21.638, 6.316, 1.51, 1.613, 0.413, 2.203, 1.758, 1.558, 1.794, 2.807, 1.506, 1.716, 1.124, 0.706, 0.306, 0.692, 1.251, 0.446, 0.806, 0.262, 26.437, 6.75, 4, 1.786, 0.499
1630162985.2908, 13.605, 4.071, 1.315, 1.551, 0.462, 2.46, 1.542, 1.665, 1.855, 2.614, 1.551, 1.494, 1.13, 0.774, 0.316, 0.66, 1.245, 0.434, 0.972, 0.261, 16.506, 4.553, 3.319, 1.822, 0.532
1630162985.4166, 7.077, 2.359, 1.127, 1.454, 0.487, 2.834, 1.401, 1.786, 1.953, 2.365, 1.775, 1.349, 1.14, 0.833, 0.337, 0.716, 1.242, 0.447, 1.09, 0.271, 8.481, 2.753, 2.568, 1.833, 0.554
1630162985.5424, 4.282, 1.398, 1.021, 1.354, 0.475, 3.041, 1.273, 1.92, 2.088, 2.112, 2.088, 1.25, 1.151, 0.872, 0.36, 0.89, 1.211, 0.497, 1.124, 0.286, 4.919, 1.612, 1.92, 1.794, 0.556
1630162985.6685, 7.248, 1.205, 1.077, 1.272, 0.429, 3.375, 1.137, 2.09, 2.232, 1.893, 2.346, 1.163, 1.159, 0.88, 0.376, 1.145, 1.16, 0.589, 1.073, 0.299, 7.802, 1.257, 1.512, 1.7, 0.536
1630162985.7947, 16.117, 1.659, 1.295, 1.208, 0.367, 3.429, 1.019, 2.34, 2.334, 1.719, 2.4, 1.079, 1.152, 0.844, 0.378, 1.414, 1.128, 0.717, 0.971, 0.307, 17.15, 1.656, 1.375, 1.561, 0.5
1630162985.9208, 28.635, 2.564, 1.596, 1.142, 0.308, 3.461, 1.005, 2.73, 2.365, 1.582, 2.195, 0.983, 1.109, 0.762, 0.365, 1.663, 1.161, 0.87, 0.865, 0.307, 30.638, 2.659, 1.442, 1.4, 0.454
1630162986.0468, 41.283, 3.647, 1.865, 1.047, 0.267, 3.31, 1.193, 3.279, 2.334, 1.483, 1.762, 0.86, 1.02, 0.647, 0.342, 1.849, 1.267, 1.024, 0.784, 0.303, 44.459, 3.962, 1.598, 1.241, 0.411
1630162986.1727, 50.851, 4.566, 1.997, 0.915, 0.25, 3.132, 1.61, 3.928, 2.273, 1.449, 1.251, 0.719, 0.894, 0.526, 0.317, 1.978, 1.403, 1.143, 0.731, 0.3, 55.29, 5.126, 1.712, 1.102, 0.382
1630162986.2986, 53.841, 4.998, 1.925, 0.764, 0.25, 2.913, 2.152, 4.548, 2.202, 1.52, 0.787, 0.584, 0.758, 0.43, 0.294, 2.039, 1.5, 1.194, 0.685, 0.302, 59.182, 5.721, 1.677, 0.997, 0.373
1630162986.4247, 49.251, 4.775, 1.654, 0.629, 0.259, 2.75, 2.636, 4.977, 2.119, 1.703, 0.471, 0.481, 0.632, 0.381, 0.277, 2.035, 1.498, 1.164, 0.625, 0.31, 54.829, 5.508, 1.445, 0.921, 0.384
1630162986.5512, 38.535, 3.96, 1.257, 0.531, 0.275, 2.955, 2.895, 5.086, 2.008, 1.969, 0.314, 0.414, 0.524, 0.376, 0.263, 1.973, 1.376, 1.065, 0.544, 0.319, 43.738, 4.554, 1.082, 0.858, 0.412
1630162986.6773, 25.424, 2.84, 0.852, 0.476, 0.296, 3.532, 2.855, 4.82, 1.868, 2.267, 0.277, 0.372, 0.433, 0.397, 0.25, 1.847, 1.162, 0.928, 0.457, 0.324, 29.475, 3.21, 0.711, 0.803, 0.445
1630162986.8032, 13.689, 1.8, 0.561, 0.466, 0.323, 4.454, 2.572, 4.22, 1.726, 2.56, 0.303, 0.341, 0.361, 0.425, 0.235, 1.679, 0.92, 0.797, 0.395, 0.32, 16.576, 1.963, 0.461, 0.767, 0.471
1630162986.9292, 5.923, 1.109, 0.45, 0.499, 0.354, 5.446, 2.198, 3.437, 1.618, 2.827, 0.356, 0.317, 0.312, 0.451, 0.224, 1.487, 0.721, 0.705, 0.376, 0.307, 7.78, 1.147, 0.394, 0.771, 0.48
1630162987.0553, 2.648, 0.837, 0.506, 0.563, 0.384, 6.166, 1.886, 2.648, 1.57, 3.06, 0.447, 0.315, 0.288, 0.469, 0.224, 1.314, 0.608, 0.673, 0.396, 0.29, 3.759, 0.833, 0.483, 0.817, 0.469
1630162987.1814, 2.445, 0.893, 0.647, 0.638, 0.404, 6.389, 1.704, 1.983, 1.6, 3.241, 0.587, 0.37, 0.282, 0.476, 0.237, 1.178, 0.594, 0.695, 0.436, 0.272, 3.051, 0.857, 0.636, 0.894, 0.441
1630162987.3078, 3.295, 1.118, 0.78, 0.703, 0.41, 5.947, 1.619, 1.487, 1.694, 3.345, 0.75, 0.532, 0.288, 0.473, 0.263, 1.096, 0.663, 0.735, 0.475, 0.256, 3.562, 0.982, 0.761, 0.968, 0.401
1630162987.4337, 4.063, 1.396, 0.853, 0.745, 0.402, 5.101, 1.569, 1.139, 1.828, 3.342, 0.911, 0.831, 0.299, 0.466, 0.295, 1.067, 0.787, 0.748, 0.498, 0.243, 4.065, 1.078, 0.817, 1.005, 0.356
1630162987.5595, 4.562, 1.662, 0.85, 0.759, 0.391, 4.028, 1.516, 0.92, 1.985, 3.223, 1.006, 1.235, 0.307, 0.462, 0.325, 1.089, 0.935, 0.718, 0.517, 0.234, 4.304, 1.159, 0.798, 0.983, 0.314
