Timestamp, AF3/theta, AF3/alpha, AF3/betaL, AF3/betaH, AF3/gamma, T7/theta, T7/alpha, T7/betaL, T7/betaH, T7/gamma, Pz/theta, Pz/alpha, Pz/betaL, Pz/betaH, Pz/gamma, T8/theta, T8/alpha, T8/betaL, T8/betaH, T8/gamma, AF4/theta, AF4/alpha, AF4/betaL, AF4/betaH, AF4/gamma
1628796747.6557, 72.612, 15.108, 0.987, 1.077, 0.425, 2.948, 1.282, 0.982, 1.072, 0.368, 6.85, 1.673, 2.504, 1.442, 0.501, 5.074, 2.38, 4.617, 1.799, 0.388, 55.59, 10.696, 1.201, 1.18, 0.466
1628796747.7817, 96.062, 19.185, 1.241, 1.067, 0.462, 2.68, 1.509, 1.025, 1.025, 0.342, 7.388, 1.645, 2.493, 1.454, 0.517, 5.607, 2.646, 5.021, 1.859, 0.359, 72.8, 13.823, 1.814, 1.241, 0.483
1628796747.9082, 114.153, 21.843, 2.123, 1.004, 0.496, 2.73, 1.729, 1.159, 0.982, 0.32, 7.697, 1.875, 2.427, 1.418, 0.512, 5.813, 2.767, 5.017, 1.798, 0.332, 86.052, 16.152, 2.96, 1.25, 0.496
1628796748.0346, 124.647, 23.181, 3.809, 0.928, 0.518, 3.523, 2, 1.513, 0.993, 0.309, 7.559, 2.272, 2.395, 1.361, 0.494, 5.669, 2.753, 4.775, 1.654, 0.309, 93.847, 17.69, 4.777, 1.252, 0.498
1628796748.1603, 128.812, 23.766, 6.167, 0.89, 0.535, 5.695, 2.349, 2.23, 1.095, 0.32, 6.987, 2.711, 2.476, 1.33, 0.471, 5.286, 2.715, 4.535, 1.497, 0.296, 96.911, 18.717, 7.116, 1.301, 0.491
1628796748.2863, 127.406, 24.076, 8.694, 0.926, 0.558, 11.639, 2.877, 3.382, 1.304, 0.365, 6.084, 3.072, 2.703, 1.366, 0.455, 4.865, 2.777, 4.461, 1.395, 0.3, 96.395, 19.44, 9.541, 1.434, 0.483
1628796748.4123, 122.247, 24.137, 10.732, 1.036, 0.598, 23.689, 3.638, 4.86, 1.618, 0.449, 5.291, 3.282, 3.027, 1.481, 0.448, 4.571, 2.966, 4.543, 1.387, 0.325, 92.942, 19.764, 11.457, 1.647, 0.487
1628796748.5386, 112.29, 23.527, 11.7, 1.175, 0.647, 42.057, 4.541, 6.359, 2, 0.559, 4.891, 3.319, 3.341, 1.63, 0.448, 4.409, 3.227, 4.609, 1.457, 0.364, 86.016, 19.299, 12.331, 1.879, 0.5
1628796748.6646, 98.077, 21.707, 11.333, 1.274, 0.686, 64.478, 5.369, 7.454, 2.365, 0.672, 4.975, 3.204, 3.518, 1.733, 0.451, 4.309, 3.461, 4.455, 1.544, 0.403, 75.213, 17.63, 11.904, 2.038, 0.513
1628796748.7907, 78.926, 18.468, 9.797, 1.278, 0.695, 86.601, 5.909, 7.812, 2.609, 0.762, 5.394, 3.022, 3.467, 1.727, 0.455, 4.183, 3.57, 3.987, 1.576, 0.429, 60.587, 14.671, 10.314, 2.041, 0.512
1628796748.9168, 57.902, 14.262, 7.606, 1.174, 0.662, 102.593, 6.216, 7.343, 2.651, 0.809, 5.916, 2.821, 3.171, 1.596, 0.461, 4.059, 3.492, 3.279, 1.5, 0.432, 44.35, 10.853, 8.021, 1.854, 0.486
1628796749.0425, 37.505, 10.264, 5.37, 1.001, 0.593, 108.759, 6.476, 6.236, 2.471, 0.806, 6.36, 2.635, 2.683, 1.386, 0.465, 4.015, 3.236, 2.499, 1.32, 0.41, 29.135, 7.167, 5.61, 1.522, 0.435
1628796749.1687, 21.886, 7.457, 3.593, 0.833, 0.512, 102.756, 6.839, 4.882, 2.118, 0.761, 6.573, 2.495, 2.183, 1.186, 0.468, 3.985, 2.846, 1.803, 1.087, 0.374, 17.483, 4.445, 3.595, 1.151, 0.376
1628796749.2949, 12.366, 5.965, 2.491, 0.729, 0.444, 87.132, 7.302, 3.687, 1.692, 0.693, 6.342, 2.433, 1.905, 1.081, 0.476, 3.913, 2.404, 1.284, 0.862, 0.34, 10.418, 2.882, 2.231, 0.85, 0.326
1628796749.4212, 7.513, 5.35, 1.952, 0.71, 0.402, 66.052, 7.672, 2.898, 1.302, 0.622, 6.152, 2.467, 2.053, 1.131, 0.497, 3.746, 2.026, 0.956, 0.698, 0.323, 6.743, 2.265, 1.458, 0.69, 0.295
1628796749.5469, 4.98, 4.996, 1.708, 0.755, 0.385, 45.357, 7.614, 2.512, 1.024, 0.559, 5.975, 2.557, 2.645, 1.325, 0.533, 3.354, 1.822, 0.796, 0.609, 0.332, 4.65, 2.183, 1.065, 0.678, 0.286
1628796749.673, 3.319, 4.687, 1.552, 0.826, 0.385, 29.05, 6.926, 2.343, 0.881, 0.505, 5.947, 2.659, 3.508, 1.592, 0.573, 2.739, 1.854, 0.776, 0.579, 0.363, 3.109, 2.391, 0.871, 0.762, 0.296
1628796749.7993, 3.659, 4.752, 1.463, 0.892, 0.388, 17.792, 5.655, 2.175, 0.841, 0.46, 6.024, 2.778, 4.301, 1.82, 0.604, 2.028, 2.107, 0.867, 0.593, 0.405, 2.694, 2.871, 0.801, 0.864, 0.314
1628796749.9252, 9.491, 5.759, 1.528, 0.953, 0.39, 10.69, 4.026, 1.905, 0.86, 0.43, 6.02, 2.953, 4.695, 1.916, 0.615, 1.382, 2.464, 1.021, 0.656, 0.45, 4.758, 3.657, 0.84, 0.937, 0.333
1628796750.0511, 23.674, 8.187, 1.864, 1.026, 0.394, 6.38, 2.545, 1.56, 0.907, 0.425, 5.782, 3.24, 4.542, 1.849, 0.606, 0.99, 2.788, 1.171, 0.785, 0.499, 10.241, 4.763, 1.018, 0.974, 0.354
1628796750.1773, 46.434, 11.966, 2.573, 1.123, 0.41, 4.994, 1.568, 1.258, 0.968, 0.454, 5.406, 3.651, 3.946, 1.657, 0.586, 1.07, 3.031, 1.31, 0.974, 0.558, 18.937, 6.134, 1.427, 1.002, 0.388
1628796750.3032, 73.504, 16.379, 3.603, 1.24, 0.443, 5.333, 1.132, 1.142, 1.031, 0.512, 5.032, 4.234, 3.212, 1.429, 0.568, 1.743, 3.244, 1.463, 1.183, 0.628, 29.04, 7.646, 2.096, 1.05, 0.443
1628796750.4295, 97.434, 20.148, 4.705, 1.355, 0.49, 7.765, 1.074, 1.269, 1.074, 0.579, 4.832, 4.984, 2.681, 1.256, 0.565, 2.979, 3.534, 1.649, 1.366, 0.696, 38.017, 9.019, 2.905, 1.131, 0.517
1628796750.5559, 110.707, 21.983, 5.514, 1.464, 0.54, 10.732, 1.199, 1.596, 1.085, 0.632, 4.91, 5.792, 2.538, 1.202, 0.58, 4.452, 3.946, 1.847, 1.51, 0.745, 42.771, 9.878, 3.606, 1.244, 0.597
1628796750.6821, 108.882, 21.163, 5.711, 1.568, 0.581, 13.576, 1.379, 1.984, 1.079, 0.653, 5.151, 6.452, 2.722, 1.273, 0.607, 5.77, 4.453, 2.005, 1.643, 0.764, 42.084, 9.969, 3.946, 1.367, 0.664
1628796750.808, 94.672, 18.392, 5.287, 1.686, 0.6, 15.414, 1.602, 2.275, 1.07, 0.637, 5.39, 6.764, 2.989, 1.422, 0.63, 6.46, 4.945, 2.069, 1.797, 0.749, 36.698, 9.426, 3.821, 1.476, 0.699
1628796750.9337, 75.814, 15.367, 4.535, 1.828, 0.591, 15.359, 1.845, 2.357, 1.068, 0.592, 5.487, 6.619, 3.094, 1.58, 0.635, 6.303, 5.278, 2.002, 1.976, 0.711, 29.693, 8.699, 3.315, 1.552, 0.693
1628796751.0597, 61.899, 13.781, 3.862, 1.969, 0.555, 13.487, 2.075, 2.22, 1.06, 0.533, 5.42, 5.993, 2.929, 1.697, 0.614, 5.342, 5.344, 1.827, 2.156, 0.667, 24.455, 8.255, 2.655, 1.585, 0.651
1628796751.1859, 58.764, 14.299, 3.581, 2.055, 0.502, 10.324, 2.23, 1.946, 1.029, 0.474, 5.244, 4.994, 2.584, 1.746, 0.571, 3.947, 5.109, 1.606, 2.286, 0.627, 23.292, 8.296, 2.106, 1.567, 0.584
1628796751.312, 65.107, 16.269, 3.736, 2.024, 0.44, 6.84, 2.239, 1.634, 0.957, 0.421, 5.264, 3.837, 2.196, 1.716, 0.512, 2.624, 4.614, 1.416, 2.311, 0.594, 25.552, 8.643, 1.834, 1.49, 0.511
1628796751.4381, 74.923, 18.097, 4.091, 1.853, 0.379, 4.028, 2.062, 1.362, 0.842, 0.374, 5.615, 2.766, 1.896, 1.61, 0.442, 1.766, 3.945, 1.31, 2.201, 0.559, 28.954, 8.816, 1.836, 1.354, 0.444
1628796751.5642, 79.917, 18.211, 4.319, 1.571, 0.331, 2.281, 1.736, 1.151, 0.697, 0.334, 6.16, 1.998, 1.753, 1.456, 0.371, 1.521, 3.205, 1.293, 1.975, 0.517, 30.348, 8.337, 1.975, 1.177, 0.394
1628796751.6905, 76.282, 16.089, 4.21, 1.258, 0.312, 1.789, 1.349, 0.966, 0.559, 0.305, 6.622, 1.706, 1.783, 1.318, 0.311, 1.809, 2.512, 1.335, 1.708, 0.474, 28.459, 7.111, 2.103, 0.995, 0.367
1628796751.8166, 63.029, 12.499, 3.785, 1.004, 0.331, 2.075, 1.018, 0.782, 0.469, 0.298, 6.775, 1.973, 1.957, 1.27, 0.273, 2.415, 1.992, 1.397, 1.481, 0.448, 23.1, 5.498, 2.135, 0.852, 0.367
1628796751.9429, 45.541, 8.617, 3.154, 0.869, 0.392, 2.802, 0.83, 0.605, 0.453, 0.321, 6.638, 2.803, 2.209, 1.356, 0.266, 3.168, 1.771, 1.453, 1.346, 0.452, 16.48, 3.988, 2.055, 0.788, 0.395
1628796752.0691, 28.533, 5.535, 2.496, 0.857, 0.49, 3.573, 0.813, 0.462, 0.505, 0.376, 6.35, 4.044, 2.478, 1.57, 0.296, 3.993, 1.902, 1.509, 1.305, 0.492, 10.456, 3.002, 1.94, 0.814, 0.45
1628796752.1949, 16.422, 3.789, 1.966, 0.924, 0.611, 4.349, 0.913, 0.367, 0.6, 0.449, 6.153, 5.326, 2.665, 1.844, 0.363, 4.8, 2.297, 1.564, 1.319, 0.56, 6.687, 2.687, 1.88, 0.908, 0.526
1628796752.321, 10.437, 3.251, 1.694, 1.013, 0.734, 4.677, 1.045, 0.329, 0.699, 0.519, 6.038, 6.207, 2.68, 2.084, 0.465, 5.439, 2.78, 1.614, 1.339, 0.64, 5.25, 2.851, 1.952, 1.025, 0.616
1628796752.4472, 9.285, 3.544, 1.695, 1.078, 0.828, 4.579, 1.132, 0.329, 0.77, 0.562, 5.924, 6.385, 2.493, 2.215, 0.586, 5.727, 3.167, 1.638, 1.322, 0.714, 5.144, 3.218, 2.146, 1.12, 0.707
1628796752.5735, 12.12, 4.321, 1.921, 1.092, 0.874, 3.995, 1.132, 0.357, 0.793, 0.563, 5.675, 5.824, 2.151, 2.207, 0.705, 5.57, 3.309, 1.612, 1.251, 0.767, 5.993, 3.558, 2.404, 1.169, 0.783
1628796752.6997, 18.733, 5.463, 2.248, 1.071, 0.86, 3.235, 1.056, 0.409, 0.765, 0.522, 5.226, 4.75, 1.745, 2.09, 0.793, 5.075, 3.233, 1.697, 1.148, 0.79, 7.576, 3.799, 2.639, 1.192, 0.831
1628796752.8256, 27.472, 6.898, 2.581, 1.05, 0.797, 2.565, 0.989, 0.509, 0.714, 0.453, 4.595, 3.559, 1.386, 1.947, 0.832, 4.537, 3.103, 2.256, 1.096, 0.787, 9.663, 3.97, 2.838, 1.255, 0.844
1628796752.9513, 35.882, 8.329, 2.818, 1.062, 0.703, 2.139, 1.047, 0.681, 0.682, 0.383, 3.936, 2.668, 1.19, 1.854, 0.821, 4.478, 3.124, 3.559, 1.185, 0.771, 11.806, 4.077, 3.016, 1.421, 0.826
1628796753.0774, 41.231, 9.339, 2.873, 1.109, 0.604, 1.963, 1.308, 0.934, 0.702, 0.337, 3.464, 2.31, 1.21, 1.838, 0.776, 5.216, 3.409, 5.544, 1.454, 0.756, 13.416, 4.152, 3.179, 1.69, 0.786
1628796753.2037, 41.061, 9.609, 2.732, 1.162, 0.519, 1.895, 1.754, 1.243, 0.775, 0.33, 3.256, 2.44, 1.401, 1.868, 0.719, 6.653, 3.893, 7.722, 1.846, 0.745, 13.797, 4.223, 3.277, 2, 0.737
1628796753.3299, 35.467, 9.053, 2.516, 1.184, 0.462, 1.783, 2.263, 1.548, 0.872, 0.361, 3.257, 2.82, 1.67, 1.883, 0.67, 8.33, 4.363, 9.377, 2.238, 0.737, 12.801, 4.281, 3.267, 2.255, 0.692
1628796753.4558, 26.455, 7.891, 2.44, 1.177, 0.436, 1.592, 2.661, 1.791, 0.959, 0.414, 3.347, 3.203, 1.896, 1.86, 0.639, 9.614, 4.576, 9.899, 2.485, 0.73, 10.674, 4.285, 3.15, 2.38, 0.664
1628796753.5817, 17.027, 6.49, 2.696, 1.19, 0.437, 1.356, 2.802, 1.932, 1.017, 0.468, 3.394, 3.422, 1.999, 1.868, 0.625, 10.023, 4.467, 9.185, 2.515, 0.72, 8.056, 4.181, 3.018, 2.385, 0.657
1628796753.7077, 9.895, 5.301, 3.39, 1.285, 0.452, 1.181, 2.633, 1.97, 1.052, 0.502, 3.337, 3.387, 2.004, 2.026, 0.617, 9.589, 4.191, 7.777, 2.365, 0.704, 5.731, 3.994, 3.061, 2.355, 0.664
1628796753.834, 6.33, 4.588, 4.439, 1.494, 0.472, 1.184, 2.237, 1.945, 1.08, 0.507, 3.229, 3.121, 2.012, 2.402, 0.609, 8.84, 3.972, 6.548, 2.136, 0.683, 4.296, 3.748, 3.44, 2.383, 0.675
1628796753.96, 6.76, 4.405, 5.597, 1.786, 0.495, 1.445, 1.776, 1.891, 1.119, 0.491, 3.24, 2.717, 2.119, 2.945, 0.601, 8.498, 3.974, 6.172, 1.932, 0.664, 4.219, 3.479, 4.151, 2.509, 0.679
1628796754.0858, 12.108, 4.858, 6.56, 2.077, 0.518, 1.921, 1.417, 1.838, 1.172, 0.468, 3.491, 2.288, 2.346, 3.507, 0.598, 9.009, 4.184, 6.746, 1.821, 0.655, 6.436, 3.347, 4.997, 2.689, 0.67
1628796754.2122, 23.634, 6.013, 7.086, 2.276, 0.539, 2.522, 1.257, 1.801, 1.227, 0.451, 4.016, 1.949, 2.628, 3.903, 0.599, 10.205, 4.428, 7.786, 1.803, 0.659, 11.636, 3.53, 5.674, 2.837, 0.648
1628796754.3381, 41.001, 7.786, 7.102, 2.336, 0.551, 3.176, 1.29, 1.782, 1.268, 0.444, 4.687, 1.769, 2.829, 3.997, 0.597, 11.406, 4.471, 8.517, 1.833, 0.669, 19.492, 4.093, 5.918, 2.874, 0.613
1628796754.4643, 62.184, 9.721, 6.634, 2.27, 0.552, 3.609, 1.419, 1.766, 1.282, 0.442, 5.248, 1.738, 2.828, 3.765, 0.584, 11.818, 4.15, 8.357, 1.849, 0.667, 28.959, 4.872, 5.606, 2.777, 0.57
1628796754.5907, 84.674, 11.601, 5.798, 2.13, 0.543, 3.956, 1.553, 1.749, 1.264, 0.437, 5.481, 1.788, 2.596, 3.286, 0.553, 11.028, 3.475, 7.253, 1.807, 0.642, 38.769, 5.721, 4.836, 2.581, 0.526
1628796754.7166, 106.055, 13.245, 4.754, 1.968, 0.526, 4.162, 1.681, 1.742, 1.213, 0.422, 5.308, 1.86, 2.197, 2.701, 0.506, 9.21, 2.617, 5.585, 1.703, 0.587, 47.834, 6.44, 3.826, 2.352, 0.485
1628796754.8425, 123.578, 14.538, 3.668, 1.813, 0.505, 4.468, 1.846, 1.751, 1.132, 0.405, 4.887, 1.943, 1.771, 2.164, 0.459, 6.967, 1.842, 3.906, 1.544, 0.514, 55.103, 6.897, 2.814, 2.141, 0.453
