Timestamp, AF3/theta, AF3/alpha, AF3/betaL, AF3/betaH, AF3/gamma, T7/theta, T7/alpha, T7/betaL, T7/betaH, T7/gamma, Pz/theta, Pz/alpha, Pz/betaL, Pz/betaH, Pz/gamma, T8/theta, T8/alpha, T8/betaL, T8/betaH, T8/gamma, AF4/theta, AF4/alpha, AF4/betaL, AF4/betaH, AF4/gamma
1631430962.3635, 27.743, 3.92, 2.096, 1.54, 0.612, 2.607, 1.879, 1.058, 0.91, 0.711, 0.822, 0.751, 1.367, 0.808, 0.34, 2.112, 2.597, 3.956, 0.854, 0.509, 41.899, 3.827, 2.376, 1.611, 0.468
1631430962.4888, 49.46, 4.669, 2.006, 1.591, 0.579, 2.753, 1.969, 1.057, 0.866, 0.659, 0.949, 0.583, 0.937, 0.748, 0.328, 3.111, 2.108, 3.156, 0.636, 0.51, 75.897, 5.24, 2.11, 1.639, 0.476
1631430962.6141, 72.742, 6.044, 1.916, 1.735, 0.56, 3.166, 2.076, 1.404, 0.854, 0.618, 1.109, 0.509, 0.708, 0.728, 0.374, 4.281, 1.878, 2.69, 0.469, 0.532, 112.03, 7.21, 1.915, 1.742, 0.485
1631430962.7393, 90.741, 7.557, 1.89, 1.943, 0.554, 3.973, 2.25, 2.168, 0.866, 0.596, 1.244, 0.49, 0.648, 0.762, 0.474, 5.405, 1.911, 2.541, 0.379, 0.563, 139.891, 9.098, 1.81, 1.918, 0.488
1631430962.8646, 96.832, 8.578, 1.989, 2.133, 0.556, 5.005, 2.501, 3.239, 0.888, 0.59, 1.344, 0.486, 0.694, 0.841, 0.604, 5.963, 2.191, 2.686, 0.366, 0.584, 148.804, 10.197, 1.814, 2.104, 0.479
1631430962.9898, 89.39, 8.714, 2.196, 2.215, 0.56, 5.901, 2.802, 4.341, 0.897, 0.592, 1.434, 0.484, 0.783, 0.936, 0.732, 5.803, 2.674, 3.03, 0.411, 0.584, 136.681, 10.136, 1.906, 2.212, 0.46
1631430963.115, 73.344, 8.291, 2.436, 2.142, 0.566, 6.63, 3.097, 5.125, 0.878, 0.592, 1.528, 0.488, 0.87, 1.011, 0.822, 5.014, 3.245, 3.397, 0.487, 0.565, 110.37, 9.252, 2.055, 2.196, 0.454
1631430963.2403, 57.751, 8.79, 2.752, 1.925, 0.585, 6.721, 3.344, 5.352, 0.831, 0.589, 1.625, 0.516, 0.93, 1.04, 0.858, 3.921, 3.761, 3.649, 0.579, 0.547, 82.29, 9.009, 2.348, 2.065, 0.488
1631430963.3655, 52.43, 11.688, 3.212, 1.616, 0.621, 6.394, 3.499, 4.989, 0.772, 0.592, 1.707, 0.584, 0.955, 1.024, 0.849, 2.898, 4.056, 3.707, 0.666, 0.558, 64.961, 10.892, 2.857, 1.869, 0.579
1631430963.4909, 61.587, 17.384, 3.852, 1.299, 0.671, 5.494, 3.535, 4.219, 0.728, 0.619, 1.733, 0.692, 0.96, 0.992, 0.826, 2.121, 4.036, 3.559, 0.731, 0.619, 64.594, 15.412, 3.587, 1.681, 0.717
1631430963.6163, 80.742, 25.083, 4.632, 1.05, 0.727, 4.32, 3.432, 3.329, 0.713, 0.685, 1.692, 0.818, 0.953, 0.985, 0.826, 1.663, 3.704, 3.232, 0.766, 0.73, 77.21, 22, 4.453, 1.552, 0.87
1631430963.7415, 101.377, 33.325, 5.494, 0.899, 0.782, 3.08, 3.19, 2.585, 0.732, 0.79, 1.604, 0.931, 0.925, 1.018, 0.868, 1.434, 3.178, 2.774, 0.764, 0.868, 94.2, 29.362, 5.341, 1.491, 1.004
1631430963.8668, 120.02, 40.54, 6.369, 0.844, 0.834, 2.094, 2.858, 2.104, 0.766, 0.912, 1.488, 1.009, 0.866, 1.076, 0.943, 1.28, 2.652, 2.27, 0.73, 1.005, 111.879, 35.989, 6.137, 1.482, 1.098
1631430963.9919, 136.28, 45.642, 7.191, 0.849, 0.879, 1.55, 2.558, 1.833, 0.778, 1.014, 1.401, 1.056, 0.773, 1.12, 1.022, 1.176, 2.304, 1.809, 0.679, 1.106, 130.075, 40.687, 6.765, 1.489, 1.145
1631430964.1172, 152.044, 47.929, 7.812, 0.871, 0.91, 1.468, 2.468, 1.659, 0.75, 1.06, 1.333, 1.11, 0.664, 1.133, 1.077, 1.109, 2.225, 1.49, 0.638, 1.148, 149.788, 42.697, 7.094, 1.484, 1.151
1631430964.2424, 166.612, 47.326, 8.084, 0.887, 0.911, 1.54, 2.708, 1.522, 0.687, 1.036, 1.348, 1.207, 0.567, 1.127, 1.095, 1.138, 2.351, 1.384, 0.632, 1.121, 169.137, 41.935, 7.032, 1.452, 1.122
1631430964.3677, 176.318, 43.987, 7.882, 0.894, 0.869, 1.708, 3.238, 1.442, 0.618, 0.951, 1.332, 1.342, 0.505, 1.123, 1.084, 1.201, 2.517, 1.479, 0.667, 1.031, 182.854, 38.596, 6.558, 1.402, 1.059
1631430964.493, 175.248, 38.213, 7.159, 0.891, 0.777, 1.784, 3.831, 1.447, 0.589, 0.837, 1.362, 1.502, 0.481, 1.129, 1.063, 1.359, 2.521, 1.698, 0.734, 0.897, 183.958, 33.072, 5.706, 1.335, 0.963
1631430964.6182, 158.218, 30.591, 6.026, 0.87, 0.647, 1.704, 4.197, 1.516, 0.645, 0.73, 1.445, 1.658, 0.478, 1.137, 1.044, 1.628, 2.266, 1.929, 0.816, 0.749, 166.816, 26.047, 4.631, 1.248, 0.837
1631430964.7435, 125.806, 22.066, 4.715, 0.827, 0.502, 1.519, 4.128, 1.592, 0.789, 0.662, 1.603, 1.777, 0.484, 1.127, 1.023, 1.953, 1.806, 2.075, 0.898, 0.611, 132.81, 18.453, 3.555, 1.138, 0.69
1631430964.8687, 84.546, 13.929, 3.471, 0.778, 0.379, 1.303, 3.609, 1.623, 0.985, 0.641, 1.812, 1.813, 0.489, 1.078, 0.985, 2.303, 1.28, 2.078, 0.969, 0.5, 89.428, 11.418, 2.665, 1.02, 0.546
