Timestamp, AF3/theta, AF3/alpha, AF3/betaL, AF3/betaH, AF3/gamma, T7/theta, T7/alpha, T7/betaL, T7/betaH, T7/gamma, Pz/theta, Pz/alpha, Pz/betaL, Pz/betaH, Pz/gamma, T8/theta, T8/alpha, T8/betaL, T8/betaH, T8/gamma, AF4/theta, AF4/alpha, AF4/betaL, AF4/betaH, AF4/gamma
1629046861.361, 2.413, 2.629, 4.347, 3.326, 1.483, 2.258, 1.937, 2.828, 2.795, 1.957, 1.31, 1.378, 1.454, 2.376, 1.315, 3.496, 2.717, 4.207, 3.722, 1.57, 6.034, 4.293, 5.784, 4.337, 1.638
1629046861.4871, 2.608, 2.369, 6.437, 3.714, 1.62, 2.215, 1.685, 3.376, 3.229, 2.124, 1.102, 1.56, 2.404, 3.001, 1.29, 2.878, 2.419, 5.149, 4.162, 1.62, 4.911, 3.686, 7.764, 4.777, 1.771
1629046861.6133, 2.717, 2.159, 8.808, 3.919, 1.753, 2.069, 1.496, 3.918, 3.597, 2.248, 0.94, 1.767, 3.581, 3.565, 1.286, 2.234, 2.219, 6.194, 4.447, 1.677, 3.892, 3.158, 9.938, 5.058, 1.908
1629046861.7392, 2.696, 2.054, 10.771, 3.77, 1.84, 1.85, 1.395, 4.353, 3.787, 2.33, 0.785, 1.898, 4.73, 3.864, 1.292, 1.7, 2.145, 7.217, 4.443, 1.714, 3.134, 2.852, 11.687, 4.964, 2.01
1629046861.8655, 2.587, 2.05, 11.728, 3.298, 1.841, 1.616, 1.384, 4.681, 3.73, 2.376, 0.64, 1.886, 5.57, 3.796, 1.285, 1.359, 2.14, 8.057, 4.157, 1.707, 2.707, 2.731, 12.465, 4.481, 2.035
1629046861.9916, 2.503, 2.071, 11.417, 2.724, 1.753, 1.422, 1.478, 4.951, 3.452, 2.399, 0.527, 1.736, 5.895, 3.412, 1.248, 1.2, 2.126, 8.527, 3.733, 1.666, 2.522, 2.62, 12.042, 3.823, 1.973
1629046862.1179, 2.708, 2.109, 10.105, 2.31, 1.599, 1.294, 1.673, 5.212, 3.064, 2.389, 0.495, 1.511, 5.651, 2.863, 1.17, 1.134, 2.053, 8.491, 3.327, 1.608, 2.621, 2.399, 10.629, 3.267, 1.835
1629046862.2437, 3.368, 2.249, 8.491, 2.25, 1.417, 1.211, 1.94, 5.449, 2.704, 2.329, 0.559, 1.355, 4.988, 2.338, 1.054, 1.076, 1.931, 7.966, 3.03, 1.551, 3.158, 2.101, 8.826, 3.035, 1.657
1629046862.3695, 4.461, 2.54, 7.314, 2.597, 1.251, 1.145, 2.194, 5.562, 2.479, 2.205, 0.706, 1.398, 4.18, 1.982, 0.925, 0.969, 1.819, 7.115, 2.866, 1.506, 4.201, 1.848, 7.306, 3.22, 1.492
1629046862.4956, 5.753, 2.921, 6.939, 3.222, 1.136, 1.047, 2.34, 5.429, 2.411, 2.03, 0.9, 1.676, 3.49, 1.838, 0.821, 0.83, 1.74, 6.152, 2.793, 1.48, 5.559, 1.709, 6.45, 3.724, 1.392
1629046862.6217, 6.869, 3.231, 7.185, 3.87, 1.092, 0.912, 2.301, 4.991, 2.43, 1.841, 1.085, 2.111, 3.045, 1.847, 0.778, 0.7, 1.677, 5.236, 2.747, 1.485, 6.826, 1.672, 6.2, 4.3, 1.396
1629046862.7478, 7.432, 3.309, 7.485, 4.284, 1.12, 0.772, 2.058, 4.305, 2.421, 1.685, 1.212, 2.534, 2.826, 1.898, 0.813, 0.62, 1.606, 4.431, 2.702, 1.538, 7.544, 1.661, 6.165, 4.687, 1.512
1629046862.8738, 7.234, 3.07, 7.31, 4.312, 1.205, 0.699, 1.658, 3.502, 2.292, 1.592, 1.263, 2.761, 2.742, 1.891, 0.913, 0.612, 1.528, 3.753, 2.679, 1.652, 7.399, 1.577, 5.93, 4.705, 1.711
1629046862.9996, 6.325, 2.566, 6.496, 3.944, 1.328, 0.785, 1.198, 2.713, 2.041, 1.577, 1.253, 2.705, 2.76, 1.782, 1.053, 0.677, 1.462, 3.179, 2.711, 1.828, 6.452, 1.383, 5.307, 4.32, 1.939
1629046863.1256, 5.004, 1.98, 5.253, 3.313, 1.471, 1.083, 0.794, 2.023, 1.741, 1.642, 1.227, 2.408, 2.942, 1.594, 1.201, 0.821, 1.43, 2.729, 2.793, 2.044, 5.054, 1.155, 4.382, 3.657, 2.139
1629046863.2518, 3.75, 1.492, 3.958, 2.65, 1.608, 1.569, 0.521, 1.474, 1.494, 1.773, 1.229, 1.981, 3.319, 1.399, 1.332, 1.055, 1.46, 2.455, 2.898, 2.245, 3.669, 0.986, 3.389, 2.947, 2.258
1629046863.3783, 2.97, 1.22, 2.955, 2.172, 1.708, 2.13, 0.388, 1.095, 1.373, 1.948, 1.279, 1.551, 3.825, 1.279, 1.429, 1.402, 1.546, 2.391, 2.988, 2.371, 2.75, 0.946, 2.574, 2.398, 2.267
1629046863.5043, 3.172, 1.37, 2.387, 1.997, 1.757, 2.615, 0.375, 0.894, 1.386, 2.158, 1.369, 1.218, 4.292, 1.288, 1.487, 1.833, 1.651, 2.477, 3.039, 2.384, 2.699, 1.197, 2.072, 2.125, 2.179
1629046863.6305, 5.651, 2.219, 2.172, 2.121, 1.757, 2.879, 0.463, 0.865, 1.496, 2.396, 1.451, 1.015, 4.529, 1.433, 1.513, 2.297, 1.716, 2.586, 3.054, 2.301, 4.641, 2.018, 1.833, 2.132, 2.045
1629046863.7565, 12.045, 4.006, 2.17, 2.434, 1.728, 2.862, 0.646, 0.98, 1.65, 2.656, 1.501, 0.918, 4.445, 1.662, 1.52, 2.696, 1.721, 2.627, 3.046, 2.179, 9.728, 3.65, 1.746, 2.332, 1.93
