Timestamp, AF3/theta, AF3/alpha, AF3/betaL, AF3/betaH, AF3/gamma, T7/theta, T7/alpha, T7/betaL, T7/betaH, T7/gamma, Pz/theta, Pz/alpha, Pz/betaL, Pz/betaH, Pz/gamma, T8/theta, T8/alpha, T8/betaL, T8/betaH, T8/gamma, AF4/theta, AF4/alpha, AF4/betaL, AF4/betaH, AF4/gamma
1629358262.2403, 2.17, 2.987, 1.702, 0.603, 0.5, 121.614, 155.122, 72.783, 35.584, 23.571, 1.453, 3.448, 2.518, 0.494, 0.464, 2.378, 4.852, 1.371, 0.812, 0.454, 3.158, 3.019, 1.815, 0.92, 0.568
1629358262.3666, 2.322, 2.67, 1.517, 0.685, 0.507, 130.047, 140.328, 77.032, 36.448, 22.697, 1.617, 2.895, 2.445, 0.472, 0.462, 2.303, 4.445, 1.267, 1.029, 0.446, 3.481, 2.564, 1.601, 1.026, 0.509
1629358262.4927, 2.765, 2.31, 1.288, 0.808, 0.509, 128.552, 125.152, 80.715, 36.23, 22.517, 1.997, 2.358, 2.46, 0.501, 0.455, 2.239, 3.784, 1.306, 1.402, 0.421, 4.119, 2.066, 1.443, 1.234, 0.448
1629358262.619, 3.339, 1.999, 1.055, 0.93, 0.495, 119.746, 111.997, 81.618, 35.498, 23.024, 2.427, 2.039, 2.549, 0.564, 0.434, 2.159, 3.029, 1.461, 1.871, 0.382, 4.895, 1.687, 1.35, 1.493, 0.392
1629358262.7448, 3.84, 1.83, 0.838, 1.014, 0.461, 112.222, 101.958, 78.126, 34.853, 23.907, 2.757, 2.011, 2.646, 0.65, 0.399, 2.031, 2.318, 1.643, 2.316, 0.337, 5.463, 1.575, 1.293, 1.727, 0.346
1629358262.8707, 4.126, 1.901, 0.654, 1.049, 0.411, 111.792, 94.743, 69.659, 34.522, 24.7, 2.869, 2.178, 2.661, 0.743, 0.356, 1.841, 1.742, 1.755, 2.593, 0.298, 5.663, 1.817, 1.244, 1.863, 0.314
1629358262.9968, 4.129, 2.299, 0.555, 1.047, 0.361, 123.739, 88.699, 58.003, 34.393, 24.94, 2.708, 2.358, 2.53, 0.825, 0.317, 1.604, 1.331, 1.736, 2.601, 0.271, 5.524, 2.407, 1.205, 1.86, 0.3
1629358263.123, 4.036, 3.074, 0.626, 1.039, 0.333, 143.211, 83.083, 47.682, 34.423, 24.325, 2.317, 2.399, 2.244, 0.886, 0.292, 1.393, 1.079, 1.604, 2.338, 0.26, 5.269, 3.233, 1.214, 1.729, 0.309
1629358263.2492, 4.275, 4.171, 0.931, 1.06, 0.341, 163.862, 77.098, 41.687, 34.997, 22.881, 1.806, 2.262, 1.859, 0.945, 0.288, 1.328, 0.974, 1.428, 1.903, 0.263, 5.071, 4.14, 1.304, 1.529, 0.343
1629358263.3752, 5.744, 5.354, 1.459, 1.13, 0.387, 177.2, 69.696, 40.396, 36.688, 21.027, 1.309, 2.026, 1.469, 1.033, 0.304, 1.683, 1.015, 1.275, 1.451, 0.28, 5.771, 5.054, 1.464, 1.332, 0.399
