Timestamp, AF3/theta, AF3/alpha, AF3/betaL, AF3/betaH, AF3/gamma, T7/theta, T7/alpha, T7/betaL, T7/betaH, T7/gamma, Pz/theta, Pz/alpha, Pz/betaL, Pz/betaH, Pz/gamma, T8/theta, T8/alpha, T8/betaL, T8/betaH, T8/gamma, AF4/theta, AF4/alpha, AF4/betaL, AF4/betaH, AF4/gamma
1630403263.1661, 12.767, 4.395, 4.561, 2.288, 0.488, 297.231, 26.976, 8.977, 8.34, 3.277, 2.506, 3.509, 1.484, 0.43, 0.785, 9.122, 4.031, 4.795, 1.325, 0.448, 9.788, 5.021, 3.77, 2.426, 0.547
1630403263.2916, 13.724, 3.753, 4.098, 2.167, 0.515, 279.517, 28.856, 9.705, 7.808, 3.351, 2.338, 3.011, 1.462, 0.425, 0.766, 9.088, 3.832, 4.674, 1.398, 0.516, 10.515, 4.913, 3.651, 2.265, 0.605
1630403263.4176, 13.83, 3.078, 3.557, 2.035, 0.558, 224.426, 29.052, 10.146, 7.309, 3.525, 2.084, 2.394, 1.369, 0.448, 0.705, 8.671, 3.444, 4.186, 1.487, 0.601, 10.893, 4.369, 3.364, 2.114, 0.657
1630403263.5435, 12.894, 2.513, 3.039, 1.853, 0.602, 155.77, 27.752, 10.096, 7.031, 3.876, 1.728, 1.796, 1.22, 0.482, 0.619, 7.803, 2.987, 3.549, 1.498, 0.675, 10.429, 3.515, 2.936, 1.933, 0.694
1630403263.6694, 11.06, 2.173, 2.561, 1.635, 0.639, 90.925, 25.588, 9.64, 7.041, 4.406, 1.322, 1.334, 1.065, 0.512, 0.533, 6.616, 2.597, 2.979, 1.397, 0.718, 9.295, 2.636, 2.404, 1.69, 0.716
1630403263.7954, 8.674, 2.078, 2.112, 1.412, 0.67, 48.25, 23.094, 9.164, 7.292, 5.008, 0.97, 1.042, 0.93, 0.526, 0.465, 5.291, 2.359, 2.622, 1.21, 0.726, 7.624, 1.993, 1.843, 1.397, 0.73
1630403263.9214, 6.174, 2.155, 1.7, 1.22, 0.701, 32.636, 20.784, 8.959, 7.642, 5.499, 0.731, 0.868, 0.822, 0.517, 0.424, 4.023, 2.255, 2.493, 1.012, 0.71, 5.855, 1.686, 1.357, 1.111, 0.743
1630403264.0475, 4.081, 2.336, 1.353, 1.081, 0.738, 34.496, 19.036, 9.156, 7.902, 5.732, 0.633, 0.746, 0.734, 0.49, 0.405, 3.104, 2.227, 2.514, 0.883, 0.683, 4.316, 1.628, 1.015, 0.902, 0.755
1630403264.1736, 2.872, 2.602, 1.069, 0.989, 0.777, 42.91, 18.07, 9.519, 7.904, 5.7, 0.67, 0.648, 0.652, 0.453, 0.403, 2.865, 2.226, 2.548, 0.864, 0.66, 3.353, 1.66, 0.798, 0.8, 0.763
1630403264.2997, 2.667, 2.92, 0.866, 0.926, 0.81, 53.001, 17.791, 9.819, 7.595, 5.529, 0.797, 0.585, 0.575, 0.419, 0.407, 3.467, 2.218, 2.459, 0.933, 0.646, 3.04, 1.663, 0.658, 0.793, 0.765
1630403264.4257, 3.302, 3.265, 0.785, 0.884, 0.823, 62.758, 17.983, 9.796, 7.06, 5.4, 0.954, 0.562, 0.507, 0.398, 0.407, 4.823, 2.19, 2.208, 1.029, 0.637, 3.328, 1.624, 0.57, 0.848, 0.755
1630403264.5519, 4.565, 3.605, 0.894, 0.875, 0.811, 74.038, 18.228, 9.289, 6.49, 5.435, 1.111, 0.573, 0.453, 0.407, 0.404, 6.679, 2.161, 1.864, 1.098, 0.633, 4.364, 1.567, 0.576, 0.931, 0.735
1630403264.678, 7.276, 4.016, 1.285, 0.924, 0.783, 84.761, 18.043, 8.289, 6.103, 5.625, 1.27, 0.611, 0.408, 0.457, 0.407, 8.705, 2.201, 1.513, 1.111, 0.637, 8.124, 1.673, 0.732, 1.013, 0.711
1630403264.8043, 13.296, 4.756, 2.067, 1.094, 0.756, 97.717, 17.487, 7.162, 6.03, 5.828, 1.443, 0.682, 0.367, 0.555, 0.426, 10.462, 2.421, 1.256, 1.078, 0.653, 17.525, 2.392, 1.128, 1.086, 0.69
1630403264.9302, 23.995, 5.974, 3.327, 1.435, 0.745, 112.046, 17.594, 6.429, 6.351, 5.883, 1.652, 0.802, 0.344, 0.69, 0.464, 11.661, 2.884, 1.175, 1.024, 0.684, 34.783, 4.044, 1.93, 1.164, 0.678
1630403265.0563, 38.767, 7.574, 5.014, 1.935, 0.75, 127.683, 19.561, 6.374, 7.218, 5.725, 1.922, 0.997, 0.363, 0.83, 0.508, 12.225, 3.562, 1.307, 0.968, 0.72, 58.296, 6.6, 3.308, 1.258, 0.669
1630403265.1821, 54.603, 9.13, 6.907, 2.501, 0.756, 143.486, 23.903, 7.03, 8.859, 5.424, 2.219, 1.263, 0.454, 0.939, 0.538, 12.118, 4.281, 1.65, 0.923, 0.747, 82.667, 9.605, 5.308, 1.381, 0.649
1630403265.3082, 66.828, 10.053, 8.663, 3.007, 0.747, 157.722, 30.57, 8.528, 11.536, 5.163, 2.465, 1.553, 0.622, 0.987, 0.536, 11.398, 4.819, 2.153, 0.911, 0.752, 100.327, 12.25, 7.73, 1.555, 0.61
1630403265.4342, 71.052, 10.041, 9.853, 3.366, 0.721, 174.372, 38.913, 11.041, 15.344, 5.152, 2.574, 1.794, 0.827, 0.966, 0.495, 10.148, 4.998, 2.728, 0.963, 0.734, 104.571, 13.813, 10.062, 1.8, 0.557
1630403265.5605, 66.146, 9.272, 10.13, 3.549, 0.685, 184.042, 48.384, 14.677, 20.143, 5.509, 2.513, 1.921, 1.003, 0.883, 0.423, 8.638, 4.786, 3.271, 1.092, 0.701, 94.501, 14.031, 11.657, 2.098, 0.511
1630403265.6867, 55.52, 8.877, 9.472, 3.62, 0.656, 187.343, 58.388, 18.906, 25.318, 6.198, 2.327, 1.926, 1.092, 0.77, 0.343, 7.36, 4.414, 3.659, 1.285, 0.663, 75.371, 13.78, 12.09, 2.4, 0.501
1630403265.8124, 44.192, 10.511, 8.107, 3.7, 0.661, 176.462, 68.929, 22.768, 29.774, 7.043, 2.136, 1.882, 1.065, 0.667, 0.28, 6.891, 4.406, 3.809, 1.513, 0.635, 54.983, 14.748, 11.283, 2.656, 0.545
1630403265.9383, 37.552, 15.295, 6.444, 3.861, 0.733, 158.578, 79.611, 25.076, 32.418, 7.855, 2.078, 1.916, 0.946, 0.606, 0.255, 7.65, 5.339, 3.747, 1.734, 0.633, 41.18, 18.399, 9.572, 2.832, 0.646
1630403266.0644, 37.501, 22.807, 4.915, 4.061, 0.892, 136.574, 89.166, 25.038, 32.636, 8.55, 2.232, 2.119, 0.804, 0.597, 0.278, 9.768, 7.513, 3.581, 1.901, 0.668, 37.114, 24.864, 7.548, 2.916, 0.788
1630403266.1909, 42.106, 31.115, 3.831, 4.179, 1.124, 116.572, 95.006, 22.728, 30.458, 9.077, 2.564, 2.47, 0.721, 0.629, 0.34, 13.016, 10.606, 3.418, 1.989, 0.745, 40.946, 32.604, 5.823, 2.938, 0.937
1630403266.3169, 48.107, 37.532, 3.281, 4.076, 1.382, 104.621, 94.543, 19.285, 26.566, 9.39, 2.94, 2.846, 0.76, 0.68, 0.424, 17.041, 13.867, 3.389, 2.012, 0.858, 48.103, 39.054, 4.83, 2.947, 1.046
1630403266.4428, 50.307, 39.861, 3.144, 3.702, 1.604, 103.168, 87.176, 16.25, 21.957, 9.449, 3.164, 3.09, 0.947, 0.724, 0.514, 21.171, 16.397, 3.575, 2.005, 0.991, 52.404, 41.835, 4.713, 2.987, 1.084
1630403266.5686, 47.666, 37.431, 3.206, 3.171, 1.735, 106.636, 74.004, 14.695, 17.522, 9.2, 3.126, 3.115, 1.243, 0.759, 0.596, 24.683, 17.548, 3.889, 2.011, 1.113, 51.739, 39.856, 5.289, 3.084, 1.05
1630403266.6948, 41.77, 31.426, 3.267, 2.682, 1.75, 107.763, 59.221, 14.774, 13.829, 8.624, 2.845, 2.923, 1.559, 0.796, 0.66, 27.057, 17.114, 4.168, 2.05, 1.188, 48.179, 34.075, 6.159, 3.226, 0.963
1630403266.8211, 34.814, 23.963, 3.232, 2.386, 1.658, 98.859, 47.094, 15.916, 11.207, 7.857, 2.512, 2.606, 1.797, 0.835, 0.699, 27.885, 15.319, 4.273, 2.102, 1.189, 42.434, 26.519, 6.876, 3.348, 0.857
1630403266.9474, 29.405, 17.376, 3.131, 2.319, 1.493, 83.891, 40.588, 17.331, 9.958, 7.161, 2.302, 2.315, 1.896, 0.872, 0.708, 27.933, 12.949, 4.146, 2.127, 1.111, 36.781, 19.791, 7.147, 3.386, 0.756
1630403267.0735, 27.679, 12.894, 3.058, 2.397, 1.305, 74.357, 39.454, 18.223, 10.237, 6.777, 2.318, 2.13, 1.845, 0.905, 0.686, 28.751, 10.795, 3.813, 2.092, 0.972, 32.825, 15.421, 6.851, 3.317, 0.678
