Timestamp, AF3/theta, AF3/alpha, AF3/betaL, AF3/betaH, AF3/gamma, T7/theta, T7/alpha, T7/betaL, T7/betaH, T7/gamma, Pz/theta, Pz/alpha, Pz/betaL, Pz/betaH, Pz/gamma, T8/theta, T8/alpha, T8/betaL, T8/betaH, T8/gamma, AF4/theta, AF4/alpha, AF4/betaL, AF4/betaH, AF4/gamma
1629044441.2448, 46.915, 11.772, 3.472, 0.916, 0.386, 9.857, 1.687, 1.139, 1.019, 1.003, 2.411, 1.193, 0.929, 0.712, 0.495, 2.933, 1.917, 3.652, 1.342, 0.454, 46.544, 9.959, 3.693, 1.149, 0.344
1629044441.37, 61.756, 12.962, 3.15, 0.741, 0.391, 12.126, 1.696, 1.081, 1.018, 0.97, 2.09, 0.927, 1.064, 0.69, 0.504, 3.252, 1.973, 2.693, 1.121, 0.461, 53.836, 9.814, 3.179, 0.896, 0.342
1629044441.4953, 72.844, 13.266, 3.005, 0.63, 0.396, 14.073, 1.679, 1.103, 0.995, 0.926, 1.894, 0.688, 1.153, 0.662, 0.526, 3.843, 1.994, 2.057, 0.961, 0.463, 59.871, 9.289, 2.816, 0.688, 0.345
1629044441.6204, 75.874, 12.352, 2.953, 0.581, 0.398, 14.739, 1.679, 1.242, 0.973, 0.901, 1.776, 0.533, 1.18, 0.624, 0.548, 4.482, 1.938, 1.763, 0.855, 0.454, 61.467, 8.302, 2.633, 0.554, 0.35
1629044441.7457, 68.931, 10.29, 2.854, 0.576, 0.392, 14.219, 1.795, 1.521, 0.976, 0.918, 1.695, 0.493, 1.147, 0.575, 0.554, 4.92, 1.812, 1.732, 0.783, 0.431, 56.456, 6.896, 2.563, 0.511, 0.354
1629044441.871, 53.782, 7.571, 2.616, 0.593, 0.38, 12.214, 2.118, 1.988, 1.024, 0.977, 1.647, 0.587, 1.077, 0.518, 0.532, 5.011, 1.695, 1.9, 0.747, 0.392, 45.237, 5.274, 2.519, 0.567, 0.354
1629044441.9962, 35.071, 4.878, 2.252, 0.626, 0.364, 9.604, 2.678, 2.662, 1.112, 1.062, 1.632, 0.812, 1.01, 0.466, 0.485, 4.7, 1.681, 2.211, 0.769, 0.348, 30.683, 3.745, 2.447, 0.719, 0.35
1629044442.1215, 18.477, 2.852, 1.856, 0.669, 0.346, 6.829, 3.418, 3.475, 1.224, 1.148, 1.687, 1.14, 0.983, 0.433, 0.425, 4.135, 1.828, 2.599, 0.859, 0.311, 17.449, 2.634, 2.353, 0.935, 0.342
1629044442.2466, 7.747, 1.845, 1.497, 0.718, 0.331, 4.817, 4.255, 4.269, 1.348, 1.22, 1.8, 1.522, 1.023, 0.428, 0.396, 3.516, 2.117, 2.987, 0.999, 0.294, 8.521, 2.24, 2.232, 1.157, 0.335
1629044442.3719, 3.298, 1.753, 1.222, 0.762, 0.32, 3.711, 5.054, 4.83, 1.461, 1.267, 1.973, 1.883, 1.13, 0.458, 0.478, 3.069, 2.448, 3.292, 1.145, 0.304, 4.595, 2.569, 2.109, 1.317, 0.335
1629044442.4972, 3.198, 2.14, 1.071, 0.803, 0.316, 3.629, 5.647, 4.96, 1.548, 1.286, 2.177, 2.133, 1.277, 0.529, 0.744, 2.838, 2.685, 3.419, 1.237, 0.336, 4.745, 3.288, 2.034, 1.376, 0.345
1629044442.6224, 5.502, 2.85, 1.149, 0.85, 0.322, 4.306, 5.928, 4.641, 1.621, 1.27, 2.378, 2.202, 1.41, 0.643, 1.195, 2.856, 2.75, 3.341, 1.233, 0.376, 8.413, 4.18, 2.099, 1.341, 0.363
1629044442.7477, 10.356, 4.169, 1.579, 0.923, 0.338, 5.37, 5.884, 4.081, 1.715, 1.216, 2.582, 2.106, 1.479, 0.787, 1.739, 3.173, 2.617, 3.133, 1.125, 0.407, 16.818, 5.317, 2.364, 1.259, 0.384
1629044442.8728, 18.028, 6.308, 2.413, 1.04, 0.366, 6.391, 5.659, 3.602, 1.889, 1.13, 2.803, 1.962, 1.471, 0.938, 2.218, 3.789, 2.366, 3.018, 0.959, 0.416, 30.166, 6.781, 2.853, 1.195, 0.403
1629044442.9981, 28.169, 9.136, 3.598, 1.206, 0.404, 7.142, 5.545, 3.479, 2.181, 1.041, 3.03, 1.891, 1.386, 1.058, 2.475, 4.557, 2.162, 3.253, 0.841, 0.405, 46.443, 8.468, 3.516, 1.2, 0.412
1629044443.1234, 38.959, 12.08, 4.928, 1.399, 0.446, 7.505, 5.753, 3.79, 2.556, 0.987, 3.194, 1.965, 1.25, 1.116, 2.422, 5.281, 2.227, 3.966, 0.883, 0.38, 62.215, 10.063, 4.21, 1.286, 0.409
1629044443.2486, 47.768, 14.285, 6.073, 1.567, 0.487, 7.537, 6.308, 4.32, 2.928, 1.011, 3.22, 2.156, 1.097, 1.107, 2.084, 5.658, 2.683, 5.037, 1.146, 0.351, 72.558, 11.099, 4.765, 1.424, 0.395
1629044443.3739, 52.075, 14.975, 6.698, 1.667, 0.524, 7.656, 7.061, 4.7, 3.206, 1.133, 3.056, 2.379, 0.957, 1.052, 1.585, 5.534, 3.49, 6.096, 1.59, 0.331, 74.815, 11.134, 5.021, 1.567, 0.374
1629044443.499, 50.703, 13.935, 6.642, 1.685, 0.555, 7.685, 7.744, 4.618, 3.33, 1.326, 2.72, 2.549, 0.868, 0.999, 1.092, 4.881, 4.453, 6.716, 2.098, 0.326, 68.087, 10.029, 4.919, 1.679, 0.354
1629044443.6245, 44.281, 11.565, 5.944, 1.639, 0.58, 8.053, 8.122, 4.032, 3.289, 1.527, 2.268, 2.641, 0.868, 0.99, 0.735, 3.864, 5.311, 6.633, 2.524, 0.338, 55.185, 8.027, 4.48, 1.74, 0.341
1629044443.7498, 34.957, 8.665, 4.841, 1.561, 0.604, 8.245, 8.135, 3.175, 3.118, 1.666, 1.764, 2.707, 0.969, 1.04, 0.562, 2.738, 5.86, 5.867, 2.751, 0.365, 40.074, 5.694, 3.813, 1.747, 0.335
1629044443.875, 25.319, 6.11, 3.684, 1.485, 0.628, 8.221, 7.887, 2.366, 2.862, 1.701, 1.283, 2.826, 1.172, 1.135, 0.538, 1.751, 6.026, 4.701, 2.728, 0.4, 26.807, 3.708, 3.09, 1.705, 0.337
1629044444.0003, 17.465, 4.509, 2.78, 1.424, 0.655, 7.764, 7.558, 1.83, 2.555, 1.63, 0.904, 3.076, 1.463, 1.238, 0.578, 1.059, 5.911, 3.599, 2.508, 0.44, 17.486, 2.552, 2.503, 1.626, 0.344
1629044444.1254, 12.128, 3.899, 2.242, 1.367, 0.68, 7.041, 7.337, 1.614, 2.218, 1.491, 0.706, 3.482, 1.776, 1.312, 0.619, 0.687, 5.741, 2.948, 2.207, 0.481, 12.003, 2.243, 2.136, 1.522, 0.358
1629044444.2507, 8.958, 3.922, 2.029, 1.298, 0.695, 6.675, 7.331, 1.674, 1.865, 1.335, 0.734, 3.974, 2.021, 1.339, 0.638, 0.581, 5.739, 2.912, 1.945, 0.517, 8.889, 2.474, 2.003, 1.406, 0.376
1629044444.3759, 7.14, 4.246, 2.055, 1.213, 0.69, 7.544, 7.651, 1.893, 1.512, 1.209, 0.988, 4.428, 2.147, 1.327, 0.633, 0.656, 5.987, 3.374, 1.774, 0.542, 6.878, 2.953, 2.091, 1.301, 0.397
1629044444.5012, 6.05, 4.698, 2.201, 1.122, 0.661, 10.829, 8.365, 2.177, 1.218, 1.135, 1.392, 4.697, 2.135, 1.296, 0.608, 0.901, 6.392, 4.052, 1.675, 0.549, 5.433, 3.552, 2.334, 1.224, 0.415
1629044444.6266, 5.688, 5.285, 2.386, 1.048, 0.613, 16.717, 9.461, 2.514, 1.045, 1.106, 1.816, 4.722, 1.997, 1.262, 0.57, 1.361, 6.828, 4.665, 1.594, 0.536, 4.698, 4.326, 2.663, 1.178, 0.423
