Timestamp, AF3/theta, AF3/alpha, AF3/betaL, AF3/betaH, AF3/gamma, T7/theta, T7/alpha, T7/betaL, T7/betaH, T7/gamma, Pz/theta, Pz/alpha, Pz/betaL, Pz/betaH, Pz/gamma, T8/theta, T8/alpha, T8/betaL, T8/betaH, T8/gamma, AF4/theta, AF4/alpha, AF4/betaL, AF4/betaH, AF4/gamma
1627555278.6496, 114.687, 8.524, 2.134, 1.129, 0.364, 1.954, 2.047, 1.05, 0.575, 0.354, 6.376, 3.76, 1.906, 0.937, 0.424, 9.965, 3.188, 10.878, 1.368, 0.266, 72.551, 7.514, 2.978, 0.974, 0.364
1627555278.7764, 79.648, 9.775, 3.146, 1.236, 0.4, 1.936, 3.47, 1.629, 0.885, 0.376, 5.331, 5.877, 2.944, 1.305, 0.485, 7.719, 5.431, 11.746, 2.049, 0.34, 45.572, 8.373, 3.636, 1.148, 0.414
1627555278.9032, 51.234, 12.427, 4.98, 1.391, 0.474, 2.177, 5.621, 2.57, 1.309, 0.409, 4.382, 9.079, 4.644, 1.852, 0.582, 6.678, 9.22, 11.946, 2.956, 0.476, 23.724, 10.865, 4.775, 1.399, 0.519
1627555279.0302, 35.404, 15.697, 7.257, 1.601, 0.574, 2.866, 8.084, 3.711, 1.764, 0.441, 3.96, 12.732, 6.635, 2.482, 0.686, 7.206, 13.68, 11.619, 3.893, 0.634, 11.073, 14.351, 6.101, 1.686, 0.65
1627555279.1571, 30.743, 18.221, 9.279, 1.853, 0.686, 3.973, 10.21, 4.777, 2.139, 0.466, 4.097, 15.777, 8.33, 3.033, 0.77, 8.664, 17.422, 10.905, 4.603, 0.771, 6.78, 17.452, 7.142, 1.951, 0.78
1627555279.284, 31.407, 18.758, 10.38, 2.08, 0.782, 5.244, 11.369, 5.481, 2.33, 0.478, 4.503, 17.185, 9.2, 3.335, 0.807, 9.985, 19.193, 9.906, 4.855, 0.848, 6.798, 18.743, 7.501, 2.121, 0.872
1627555279.411, 31.474, 16.822, 10.178, 2.196, 0.831, 6.27, 11.197, 5.614, 2.28, 0.471, 4.781, 16.418, 8.986, 3.286, 0.787, 10.297, 18.376, 8.629, 4.555, 0.844, 7.341, 17.505, 7.008, 2.137, 0.901
1627555279.5379, 28.301, 13.022, 8.784, 2.14, 0.819, 6.675, 9.768, 5.141, 2.015, 0.441, 4.669, 13.7, 7.787, 2.907, 0.717, 9.404, 15.309, 7.08, 3.799, 0.768, 7.22, 14.202, 5.841, 1.987, 0.862
1627555279.6648, 22.236, 8.708, 6.704, 1.926, 0.753, 6.263, 7.537, 4.203, 1.634, 0.393, 4.191, 9.89, 5.982, 2.341, 0.619, 7.828, 11.096, 5.368, 2.834, 0.654, 6.714, 9.973, 4.382, 1.725, 0.773
1627555279.7916, 15.585, 5.311, 4.643, 1.645, 0.657, 5.174, 5.157, 3.065, 1.256, 0.334, 3.578, 6.2, 4.106, 1.792, 0.517, 6.262, 7.161, 3.734, 1.943, 0.537, 6.055, 6.239, 3.048, 1.453, 0.663
