Timestamp, AF3/theta, AF3/alpha, AF3/betaL, AF3/betaH, AF3/gamma, T7/theta, T7/alpha, T7/betaL, T7/betaH, T7/gamma, Pz/theta, Pz/alpha, Pz/betaL, Pz/betaH, Pz/gamma, T8/theta, T8/alpha, T8/betaL, T8/betaH, T8/gamma, AF4/theta, AF4/alpha, AF4/betaL, AF4/betaH, AF4/gamma
1629359370.2136, 27.306, 9.371, 3.897, 2.97, 2.104, 321.809, 33.495, 71.37, 43.426, 16.975, 1.048, 1.497, 1.916, 2.432, 1.981, 0.858, 2.575, 2.019, 2.209, 2.022, 12.253, 7.409, 3.554, 2.771, 2.127
1629359370.3405, 24.27, 8.995, 4.153, 3.071, 2.047, 297.916, 36.596, 78.474, 41.868, 15.884, 0.976, 1.532, 2.964, 2.57, 2.038, 0.672, 3.345, 3.087, 2.621, 2.032, 11.91, 7.635, 3.632, 2.964, 2.127
1629359370.4675, 18.748, 7.834, 4.373, 2.933, 1.975, 271.324, 41.084, 87.982, 41.413, 16.021, 0.925, 1.616, 4.27, 2.571, 2.055, 0.622, 4.045, 4.524, 2.882, 2.016, 10.69, 7.441, 3.73, 2.956, 2.117
1629359370.5944, 12.836, 6.361, 4.553, 2.611, 1.878, 255.258, 46.123, 97.76, 41.954, 16.955, 0.922, 1.707, 5.537, 2.429, 1.997, 0.677, 4.545, 5.99, 2.908, 1.957, 9.18, 7.041, 3.821, 2.767, 2.068
1629359370.7213, 8.466, 5.146, 4.646, 2.194, 1.739, 251.907, 51.676, 106.154, 42.275, 18.252, 1.031, 1.843, 6.407, 2.159, 1.849, 0.837, 4.802, 7.093, 2.684, 1.842, 7.903, 6.672, 3.831, 2.452, 1.951
1629359370.8482, 8.388, 4.611, 4.647, 1.759, 1.55, 251.628, 59.93, 112.154, 40.949, 19.678, 1.292, 2.073, 6.611, 1.803, 1.624, 1.119, 4.835, 7.51, 2.26, 1.664, 8.948, 6.506, 3.727, 2.065, 1.756
1629359370.9751, 17.432, 5.168, 4.584, 1.359, 1.325, 240.546, 74.792, 115.873, 37.543, 21.187, 1.699, 2.388, 6.098, 1.428, 1.364, 1.43, 4.695, 7.148, 1.742, 1.439, 16.714, 6.823, 3.542, 1.651, 1.502
1629359371.1021, 39.989, 7.03, 4.51, 1.024, 1.097, 210.919, 98.142, 118.912, 32.795, 22.804, 2.234, 2.706, 5.065, 1.12, 1.118, 1.724, 4.438, 6.181, 1.27, 1.201, 35.777, 7.834, 3.37, 1.254, 1.233
1629359371.229, 77.145, 10.048, 4.519, 0.781, 0.903, 166.37, 127.038, 123.493, 28.368, 24.409, 2.867, 2.92, 3.847, 0.946, 0.924, 1.913, 4.111, 4.95, 0.98, 0.984, 67.34, 9.604, 3.34, 0.929, 0.99
1629359371.3558, 126.003, 13.784, 4.676, 0.662, 0.762, 120.457, 155.212, 130.677, 25.488, 25.61, 3.48, 2.951, 2.772, 0.928, 0.784, 2.01, 3.757, 3.802, 0.956, 0.808, 109.02, 11.931, 3.51, 0.733, 0.798
1629359371.4828, 179.407, 17.51, 4.954, 0.658, 0.677, 87.178, 175.147, 138.939, 24.48, 26.022, 3.919, 2.776, 2.007, 1.023, 0.678, 2.005, 3.41, 2.943, 1.183, 0.672, 153.468, 14.392, 3.798, 0.679, 0.661
1629359371.6094, 223.577, 20.461, 5.258, 0.726, 0.632, 73.136, 179.24, 143.601, 25.18, 25.619, 4.027, 2.443, 1.585, 1.164, 0.579, 1.949, 3.099, 2.411, 1.555, 0.565, 189.719, 16.461, 4.057, 0.731, 0.566
1629359371.736, 246.609, 21.956, 5.464, 0.825, 0.609, 74.358, 164.972, 140.998, 27.509, 24.71, 3.775, 2.051, 1.474, 1.303, 0.48, 1.991, 2.814, 2.115, 1.951, 0.484, 207.394, 17.542, 4.164, 0.831, 0.499
1629359371.8623, 241.983, 21.687, 5.482, 0.934, 0.591, 83.56, 139.235, 132.35, 31.471, 23.877, 3.262, 1.689, 1.623, 1.423, 0.398, 2.074, 2.519, 1.932, 2.282, 0.45, 201.848, 17.244, 4.077, 0.941, 0.453
1629359371.9888, 212.447, 19.853, 5.326, 1.055, 0.567, 92.59, 112.496, 120.392, 36.541, 23.781, 2.634, 1.432, 1.98, 1.518, 0.356, 2.073, 2.205, 1.767, 2.506, 0.486, 176.035, 15.62, 3.855, 1.048, 0.431
1629359372.1151, 167.438, 17.019, 5.066, 1.185, 0.528, 99.06, 94.479, 109.038, 41.813, 24.703, 2.107, 1.315, 2.434, 1.571, 0.361, 1.954, 1.89, 1.56, 2.605, 0.596, 138.35, 13.178, 3.556, 1.153, 0.434
1629359372.2417, 119.69, 13.793, 4.743, 1.312, 0.474, 105.728, 89.832, 101.911, 46.209, 26.368, 1.856, 1.355, 2.82, 1.555, 0.403, 1.733, 1.626, 1.333, 2.592, 0.754, 99.284, 10.525, 3.218, 1.257, 0.455
1629359372.3686, 78.86, 10.599, 4.383, 1.413, 0.409, 112.809, 95.306, 101.308, 48.874, 28.032, 1.909, 1.569, 3.022, 1.457, 0.459, 1.487, 1.458, 1.162, 2.512, 0.908, 66.242, 8.038, 2.856, 1.361, 0.481
1629359372.4956, 49.397, 7.721, 4.012, 1.483, 0.351, 121.008, 102.271, 106.111, 49.741, 28.991, 2.193, 1.948, 2.999, 1.293, 0.51, 1.351, 1.409, 1.093, 2.407, 1.009, 42.441, 5.929, 2.455, 1.466, 0.503
1629359372.6225, 30.233, 5.375, 3.647, 1.534, 0.336, 126.959, 102.66, 112.281, 49.302, 28.908, 2.635, 2.427, 2.802, 1.11, 0.559, 1.459, 1.514, 1.125, 2.305, 1.031, 26.78, 4.243, 2.01, 1.568, 0.531
1629359372.7495, 18.295, 3.689, 3.326, 1.59, 0.419, 129.123, 93.579, 114.993, 48.256, 27.856, 3.247, 2.853, 2.583, 0.97, 0.63, 1.96, 1.806, 1.233, 2.222, 0.985, 16.935, 2.926, 1.561, 1.662, 0.598
1629359372.8763, 11.224, 2.867, 3.071, 1.692, 0.648, 126.31, 79.31, 111.437, 46.885, 26.152, 4.038, 3.078, 2.524, 0.923, 0.743, 2.919, 2.282, 1.404, 2.18, 0.911, 11.146, 2.12, 1.204, 1.753, 0.74
1629359373.0032, 8.181, 2.777, 2.89, 1.856, 1.042, 117.918, 67.281, 102.25, 45.161, 24.16, 4.929, 3.062, 2.736, 0.988, 0.903, 4.28, 2.898, 1.641, 2.2, 0.853, 8.896, 1.817, 1.028, 1.84, 0.971
