Timestamp, AF3/theta, AF3/alpha, AF3/betaL, AF3/betaH, AF3/gamma, T7/theta, T7/alpha, T7/betaL, T7/betaH, T7/gamma, Pz/theta, Pz/alpha, Pz/betaL, Pz/betaH, Pz/gamma, T8/theta, T8/alpha, T8/betaL, T8/betaH, T8/gamma, AF4/theta, AF4/alpha, AF4/betaL, AF4/betaH, AF4/gamma
1632651896.703, 140.229, 40.408, 8.399, 5.059, 1.557, 82.229, 28.801, 6.55, 4.332, 1.569, 44.47, 9.39, 4.454, 2.407, 1.414, 86.85, 20.94, 8.285, 3.802, 2.039, 160.798, 29.888, 7.765, 4.869, 1.614
1632651896.8293, 152.588, 39.538, 10.324, 6.695, 1.674, 111.889, 31.627, 7.674, 5.649, 1.603, 56.416, 10.061, 4.915, 3.015, 1.569, 117.625, 24.423, 9.843, 5.054, 2.26, 184.202, 30.09, 8.864, 6.339, 1.74
1632651896.955, 157.478, 37.561, 11.874, 8.022, 1.673, 133.316, 32.008, 8.349, 6.655, 1.585, 63.01, 10.187, 5.055, 3.49, 1.637, 139.362, 26.145, 11.009, 6.112, 2.324, 196.789, 29.923, 9.832, 7.462, 1.735
1632651897.0811, 151.809, 34.739, 12.563, 8.694, 1.551, 139.625, 29.822, 8.456, 7.046, 1.545, 62.109, 9.759, 4.824, 3.707, 1.587, 145.09, 25.709, 11.583, 6.718, 2.211, 193.234, 29.134, 10.342, 7.962, 1.601
1632651897.2075, 134.073, 30.928, 12.246, 8.554, 1.353, 128.251, 25.514, 8.064, 6.754, 1.52, 53.936, 8.812, 4.285, 3.617, 1.439, 132.573, 23.233, 11.663, 6.771, 1.962, 171.52, 27.159, 10.202, 7.744, 1.387
1632651897.3336, 106.86, 26.139, 11.191, 7.691, 1.141, 102.633, 19.903, 7.323, 5.944, 1.526, 41.235, 7.5, 3.611, 3.263, 1.249, 106.102, 19.455, 11.629, 6.348, 1.654, 136.137, 23.698, 9.432, 6.931, 1.16
1632651897.4596, 75.297, 20.842, 9.87, 6.396, 0.965, 70.429, 13.977, 6.4, 4.931, 1.552, 27.585, 6.02, 3.015, 2.745, 1.08, 73.487, 15.32, 11.85, 5.633, 1.362, 94.915, 19.023, 8.331, 5.848, 0.973
1632651897.5853, 46.169, 15.623, 8.675, 5.011, 0.853, 40.881, 8.703, 5.445, 4.032, 1.573, 16.502, 4.623, 2.661, 2.181, 0.978, 43.838, 11.596, 12.392, 4.838, 1.147, 57.419, 13.826, 7.228, 4.844, 0.857
1632651897.7114, 24.073, 11.459, 7.888, 3.818, 0.805, 19.135, 4.72, 4.566, 3.411, 1.579, 9.182, 3.469, 2.63, 1.662, 0.958, 22.086, 8.759, 13.014, 4.131, 1.057, 29.575, 9.24, 6.38, 4.164, 0.817
1632651897.8377, 11.374, 8.778, 7.481, 2.95, 0.806, 7.206, 2.287, 3.803, 3.043, 1.577, 5.579, 2.684, 2.893, 1.245, 1.009, 9.81, 6.97, 13.292, 3.583, 1.119, 13.927, 6.05, 5.837, 3.901, 0.848
1632651897.9637, 5.759, 7.453, 7.177, 2.375, 0.834, 2.518, 1.305, 3.183, 2.791, 1.59, 4.349, 2.343, 3.275, 0.94, 1.102, 4.599, 6.143, 12.788, 3.153, 1.321, 7.363, 4.423, 5.384, 3.966, 0.931
1632651898.0899, 3.557, 6.701, 6.67, 1.989, 0.864, 1.465, 1.161, 2.729, 2.519, 1.636, 4.289, 2.33, 3.568, 0.738, 1.202, 2.818, 5.813, 11.345, 2.795, 1.596, 5.056, 3.824, 4.802, 4.174, 1.035
1632651898.2158, 3.077, 5.885, 5.87, 1.736, 0.88, 1.994, 1.297, 2.395, 2.207, 1.708, 4.874, 2.529, 3.639, 0.638, 1.279, 2.838, 5.496, 9.11, 2.499, 1.842, 4.838, 3.606, 3.965, 4.327, 1.131
1632651898.3417, 3.076, 4.822, 4.99, 1.663, 0.88, 2.926, 1.462, 2.125, 1.945, 1.777, 5.493, 2.796, 3.476, 0.648, 1.32, 3.53, 5.019, 6.555, 2.291, 1.968, 5.31, 3.454, 2.977, 4.305, 1.198
1632651898.4679, 3.246, 3.709, 4.28, 1.818, 0.867, 4.148, 1.646, 1.888, 1.807, 1.796, 5.877, 3.039, 3.141, 0.755, 1.324, 4.594, 4.358, 4.244, 2.184, 1.922, 6.178, 3.265, 2.073, 4.097, 1.226
1632651898.5944, 3.533, 2.762, 3.804, 2.173, 0.851, 5.518, 1.85, 1.659, 1.816, 1.736, 5.958, 3.173, 2.707, 0.914, 1.298, 5.867, 3.57, 2.569, 2.141, 1.719, 7.403, 3.006, 1.486, 3.782, 1.221
1632651898.7203, 3.822, 2.114, 3.486, 2.607, 0.837, 6.933, 2.099, 1.485, 1.926, 1.604, 5.557, 3.14, 2.233, 1.062, 1.249, 7.025, 2.784, 1.62, 2.112, 1.429, 8.639, 2.718, 1.299, 3.492, 1.197
1632651898.8464, 4.018, 1.828, 3.26, 2.958, 0.826, 8.305, 2.468, 1.475, 2.035, 1.437, 4.821, 2.954, 1.775, 1.143, 1.186, 7.779, 2.155, 1.269, 2.076, 1.148, 9.512, 2.472, 1.426, 3.338, 1.17
1632651898.9725, 4.099, 1.815, 3.179, 3.086, 0.807, 9.497, 3.031, 1.701, 2.058, 1.275, 3.918, 2.664, 1.398, 1.132, 1.114, 8.03, 1.785, 1.441, 2.032, 0.952, 9.724, 2.309, 1.74, 3.359, 1.144
1632651899.0985, 4.078, 1.937, 3.378, 2.939, 0.771, 10.334, 3.793, 2.131, 1.965, 1.144, 3.063, 2.361, 1.154, 1.038, 1.043, 7.77, 1.707, 2.218, 1.984, 0.861, 9.224, 2.277, 2.175, 3.5, 1.105
1632651899.2248, 4.205, 2.147, 3.912, 2.583, 0.719, 10.684, 4.669, 2.643, 1.794, 1.053, 2.386, 2.126, 1.07, 0.909, 0.982, 7.18, 1.925, 3.609, 1.945, 0.847, 8.468, 2.435, 2.708, 3.633, 1.047
1632651899.351, 4.64, 2.476, 4.698, 2.165, 0.669, 10.479, 5.48, 3.086, 1.623, 0.99, 1.969, 1.982, 1.153, 0.811, 0.94, 6.403, 2.391, 5.407, 1.935, 0.855, 7.961, 2.845, 3.265, 3.615, 0.968
1632651899.4769, 5.496, 2.92, 5.506, 1.855, 0.643, 9.76, 5.972, 3.349, 1.526, 0.942, 1.776, 1.896, 1.365, 0.796, 0.918, 5.624, 2.974, 7.17, 1.969, 0.849, 8.083, 3.486, 3.754, 3.367, 0.882
