Timestamp, AF3/theta, AF3/alpha, AF3/betaL, AF3/betaH, AF3/gamma, T7/theta, T7/alpha, T7/betaL, T7/betaH, T7/gamma, Pz/theta, Pz/alpha, Pz/betaL, Pz/betaH, Pz/gamma, T8/theta, T8/alpha, T8/betaL, T8/betaH, T8/gamma, AF4/theta, AF4/alpha, AF4/betaL, AF4/betaH, AF4/gamma
1629650069.7665, 68.65, 7.555, 3.195, 1.128, 0.533, 7.063, 1.874, 2.485, 1.355, 0.744, 11.312, 3.49, 3.568, 0.714, 1.351, 11.651, 1.85, 1.504, 0.828, 0.633, 70.168, 8.142, 3.203, 1.272, 0.649
1629650069.8928, 68.727, 8.088, 2.958, 1.284, 0.406, 6.204, 1.733, 2.03, 1.498, 0.727, 9.811, 3.742, 3.609, 0.711, 1.459, 9.652, 1.917, 1.188, 0.796, 0.525, 71.211, 8.688, 2.877, 1.368, 0.545
1629650070.0188, 61.168, 7.643, 2.612, 1.431, 0.324, 5.496, 1.68, 1.7, 1.574, 0.697, 8.952, 3.816, 3.337, 0.702, 1.484, 7.863, 1.916, 0.935, 0.788, 0.469, 64.739, 8.165, 2.378, 1.459, 0.477
1629650070.1445, 48.529, 6.365, 2.252, 1.518, 0.284, 5.017, 1.662, 1.514, 1.545, 0.651, 8.43, 3.589, 2.819, 0.676, 1.399, 6.445, 1.788, 0.772, 0.805, 0.451, 52.669, 6.755, 1.85, 1.525, 0.434
1629650070.2705, 33.616, 4.692, 1.935, 1.52, 0.274, 4.722, 1.645, 1.433, 1.409, 0.597, 7.688, 3.09, 2.19, 0.647, 1.224, 5.235, 1.551, 0.701, 0.847, 0.447, 37.457, 4.91, 1.409, 1.553, 0.405
1629650070.3967, 20.574, 3.129, 1.664, 1.445, 0.289, 4.307, 1.605, 1.39, 1.196, 0.551, 6.493, 2.463, 1.597, 0.642, 1.012, 4.148, 1.278, 0.689, 0.905, 0.443, 23.422, 3.154, 1.096, 1.54, 0.384
1629650070.523, 11.32, 2.039, 1.401, 1.323, 0.323, 3.805, 1.536, 1.342, 0.955, 0.531, 5.165, 1.901, 1.144, 0.684, 0.823, 3.131, 1.062, 0.682, 0.963, 0.437, 12.772, 1.848, 0.887, 1.493, 0.373
1629650070.6489, 6.494, 1.554, 1.128, 1.184, 0.367, 3.216, 1.425, 1.277, 0.734, 0.545, 4.092, 1.574, 0.884, 0.78, 0.692, 2.27, 0.975, 0.642, 1.007, 0.429, 6.582, 1.123, 0.746, 1.415, 0.368
1629650070.7752, 6.18, 1.688, 0.894, 1.049, 0.41, 2.597, 1.262, 1.201, 0.565, 0.59, 3.44, 1.551, 0.81, 0.905, 0.617, 1.722, 1.02, 0.589, 1.029, 0.425, 5.423, 1.084, 0.673, 1.305, 0.371
1629650070.9012, 10.162, 2.292, 0.789, 0.93, 0.443, 2.076, 1.091, 1.143, 0.453, 0.656, 3.265, 1.788, 0.864, 1.021, 0.581, 1.536, 1.155, 0.558, 1.028, 0.431, 9.242, 1.673, 0.703, 1.162, 0.382
1629650071.0274, 17.829, 3.192, 0.861, 0.83, 0.465, 1.697, 0.937, 1.115, 0.39, 0.728, 3.443, 2.123, 0.97, 1.094, 0.564, 1.578, 1.315, 0.569, 1.005, 0.453, 17.199, 2.734, 0.848, 1.004, 0.402
1629650071.1537, 28.101, 4.163, 1.082, 0.755, 0.478, 1.44, 0.829, 1.106, 0.373, 0.79, 3.762, 2.401, 1.086, 1.111, 0.563, 1.692, 1.458, 0.615, 0.97, 0.489, 27.995, 4.017, 1.074, 0.861, 0.43
1629650071.2799, 38.721, 5.025, 1.356, 0.721, 0.485, 1.537, 0.787, 1.09, 0.401, 0.828, 4.152, 2.543, 1.175, 1.086, 0.572, 1.888, 1.566, 0.662, 0.939, 0.529, 39.21, 5.256, 1.303, 0.767, 0.457
1629650071.406, 47.782, 5.622, 1.546, 0.737, 0.486, 1.806, 0.802, 1.041, 0.468, 0.835, 4.297, 2.499, 1.208, 1.051, 0.576, 2.015, 1.612, 0.677, 0.922, 0.557, 48.709, 6.185, 1.435, 0.739, 0.473
1629650071.5318, 53.252, 5.891, 1.581, 0.797, 0.477, 2.407, 0.85, 0.941, 0.554, 0.81, 4.265, 2.296, 1.174, 1.033, 0.556, 2.21, 1.58, 0.656, 0.922, 0.557, 54.255, 6.644, 1.422, 0.773, 0.466
1629650071.6578, 54.371, 5.87, 1.464, 0.873, 0.456, 2.971, 0.912, 0.799, 0.628, 0.759, 3.781, 2.026, 1.076, 1.04, 0.506, 2.282, 1.486, 0.617, 0.928, 0.521, 54.912, 6.616, 1.274, 0.831, 0.428
1629650071.784, 51.408, 5.655, 1.259, 0.932, 0.422, 3.45, 0.957, 0.635, 0.663, 0.692, 3.056, 1.753, 0.942, 1.059, 0.437, 2.41, 1.346, 0.603, 0.925, 0.455, 51.154, 6.208, 1.08, 0.875, 0.372
1629650071.9102, 45.364, 5.312, 1.049, 0.959, 0.389, 3.701, 0.963, 0.484, 0.658, 0.623, 2.264, 1.547, 0.826, 1.082, 0.378, 2.621, 1.222, 0.704, 0.907, 0.387, 44.273, 5.578, 0.95, 0.883, 0.32
1629650072.0361, 37.715, 4.917, 0.897, 0.975, 0.375, 3.785, 0.946, 0.399, 0.643, 0.574, 1.856, 1.469, 0.804, 1.121, 0.36, 3.067, 1.226, 1.074, 0.885, 0.359, 36.053, 4.906, 0.95, 0.873, 0.303
1629650072.1623, 29.591, 4.542, 0.841, 1.027, 0.401, 3.855, 0.948, 0.462, 0.678, 0.565, 2.131, 1.571, 0.899, 1.204, 0.403, 3.842, 1.462, 1.86, 0.874, 0.401, 27.877, 4.315, 1.1, 0.896, 0.34
1629650072.2884, 21.894, 4.229, 0.908, 1.159, 0.47, 4.082, 1.029, 0.775, 0.82, 0.602, 3.16, 1.863, 1.074, 1.352, 0.498, 4.91, 1.957, 3.104, 0.893, 0.511, 20.631, 3.842, 1.371, 1.01, 0.426
1629650072.4146, 15.243, 3.944, 1.11, 1.377, 0.562, 4.618, 1.217, 1.395, 1.086, 0.681, 4.729, 2.282, 1.263, 1.548, 0.612, 6.157, 2.611, 4.658, 0.942, 0.653, 14.747, 3.454, 1.713, 1.231, 0.532
1629650072.5408, 10.076, 3.669, 1.427, 1.638, 0.65, 5.496, 1.487, 2.279, 1.43, 0.784, 6.383, 2.683, 1.395, 1.738, 0.706, 7.382, 3.219, 6.199, 1.016, 0.773, 10.226, 3.113, 2.055, 1.51, 0.621
1629650072.6668, 6.795, 3.484, 1.802, 1.864, 0.71, 6.482, 1.788, 3.249, 1.752, 0.89, 7.586, 2.896, 1.415, 1.848, 0.752, 8.25, 3.576, 7.316, 1.095, 0.829, 7.429, 2.877, 2.326, 1.76, 0.665
1629650072.7927, 5.192, 3.239, 2.124, 1.98, 0.73, 7.34, 2.06, 4.047, 1.935, 0.976, 8.091, 2.837, 1.316, 1.825, 0.744, 8.589, 3.597, 7.694, 1.157, 0.809, 6.047, 2.588, 2.448, 1.895, 0.66
1629650072.9186, 4.448, 2.854, 2.264, 1.966, 0.715, 7.629, 2.234, 4.425, 1.912, 1.034, 7.744, 2.527, 1.135, 1.665, 0.699, 8.213, 3.316, 7.243, 1.195, 0.729, 5.3, 2.167, 2.365, 1.888, 0.62
1629650073.0451, 4.017, 2.434, 2.218, 1.868, 0.683, 7.313, 2.277, 4.288, 1.706, 1.068, 6.779, 2.093, 0.966, 1.423, 0.644, 7.231, 2.864, 6.184, 1.222, 0.625, 4.66, 1.735, 2.154, 1.786, 0.572
1629650073.1715, 3.784, 2.091, 2.123, 1.757, 0.659, 6.251, 2.172, 3.762, 1.418, 1.096, 5.429, 1.676, 0.943, 1.185, 0.616, 5.844, 2.371, 4.973, 1.244, 0.542, 4.206, 1.439, 2.027, 1.679, 0.55
1629650073.2976, 5.209, 2.111, 2.238, 1.698, 0.665, 4.907, 1.95, 3.127, 1.166, 1.133, 4.16, 1.329, 1.167, 1.035, 0.643, 4.522, 1.922, 4.073, 1.251, 0.511, 5.311, 1.531, 2.262, 1.664, 0.577
1629650073.4236, 9.656, 2.784, 2.761, 1.723, 0.706, 3.331, 1.657, 2.656, 1.029, 1.176, 3.17, 1.078, 1.673, 1.022, 0.728, 3.398, 1.565, 3.748, 1.233, 0.54, 9.109, 2.211, 3.023, 1.796, 0.655
1629650073.5495, 17.27, 4.268, 3.685, 1.829, 0.772, 2.091, 1.362, 2.485, 1.026, 1.216, 2.752, 0.95, 2.393, 1.146, 0.845, 2.776, 1.308, 3.945, 1.182, 0.609, 15.718, 3.499, 4.215, 2.055, 0.762
1629650073.6756, 26.686, 6.362, 4.793, 1.965, 0.843, 1.21, 1.114, 2.547, 1.112, 1.24, 2.833, 0.937, 3.16, 1.355, 0.957, 2.476, 1.11, 4.349, 1.116, 0.688, 23.86, 5.136, 5.524, 2.345, 0.867
