Timestamp, AF3/theta, AF3/alpha, AF3/betaL, AF3/betaH, AF3/gamma, T7/theta, T7/alpha, T7/betaL, T7/betaH, T7/gamma, Pz/theta, Pz/alpha, Pz/betaL, Pz/betaH, Pz/gamma, T8/theta, T8/alpha, T8/betaL, T8/betaH, T8/gamma, AF4/theta, AF4/alpha, AF4/betaL, AF4/betaH, AF4/gamma
1632391014.2988, 12.602, 6.343, 1.1, 1.225, 0.393, 297.265, 66.65, 21.561, 22.833, 6.929, 3.529, 1.409, 0.739, 0.877, 0.576, 6.906, 3.46, 3.619, 2.172, 0.528, 7.71, 5.017, 1.259, 1.271, 0.513
1632391014.4248, 22.577, 11.13, 1.291, 1.526, 0.421, 399.821, 58.403, 18.774, 47.249, 15.766, 3.306, 1.75, 0.721, 0.991, 0.718, 6.42, 2.758, 2.275, 2.486, 0.536, 14.245, 7.493, 1.344, 1.48, 0.596
1632391014.5509, 36.123, 17.005, 1.66, 1.868, 0.502, 772.754, 92.3, 35.85, 95.179, 35.235, 3.478, 2.143, 0.723, 1.142, 0.941, 5.912, 2.301, 1.261, 2.731, 0.613, 24.194, 10.33, 1.424, 1.796, 0.777
1632391014.6772, 49.534, 22.372, 2.077, 2.138, 0.642, 1231.75, 138.248, 65.001, 157.632, 64.556, 4.036, 2.507, 0.741, 1.289, 1.197, 5.61, 2.178, 0.689, 2.815, 0.75, 34.602, 12.738, 1.453, 2.09, 1.008
1632391014.8036, 58.462, 25.457, 2.355, 2.235, 0.839, 1597.206, 177.973, 100.603, 219.428, 98.639, 4.757, 2.729, 0.767, 1.382, 1.42, 5.611, 2.338, 0.47, 2.688, 0.922, 42.104, 13.941, 1.376, 2.252, 1.225
1632391014.9296, 59.922, 25.134, 2.393, 2.125, 1.077, 1864.456, 202.218, 135.299, 263.223, 129.358, 5.335, 2.736, 0.787, 1.387, 1.553, 5.719, 2.639, 0.411, 2.38, 1.099, 44.211, 13.502, 1.185, 2.232, 1.376
1632391015.0556, 53.993, 21.564, 2.244, 1.847, 1.335, 1860.233, 209.799, 160.008, 276.433, 149.369, 5.574, 2.544, 0.794, 1.3, 1.578, 5.802, 2.912, 0.373, 1.987, 1.246, 40.974, 11.596, 0.971, 2.045, 1.454
1632391015.1817, 43.815, 16.047, 2.036, 1.495, 1.596, 1702.757, 215.988, 168.873, 257.978, 155.397, 5.414, 2.212, 0.799, 1.153, 1.521, 5.713, 3.072, 0.345, 1.638, 1.338, 34.537, 8.851, 0.82, 1.742, 1.492
1632391015.308, 33.979, 10.361, 1.899, 1.177, 1.842, 1386.025, 242.01, 160.622, 217.829, 149.128, 5.002, 1.85, 0.818, 1.007, 1.434, 5.572, 3.099, 0.367, 1.437, 1.369, 28.046, 6.063, 0.78, 1.41, 1.533
1632391015.4346, 27.913, 5.976, 1.905, 0.976, 2.052, 1082.184, 301.743, 141.227, 171.456, 135.618, 4.574, 1.558, 0.862, 0.922, 1.372, 5.57, 2.999, 0.506, 1.422, 1.352, 23.914, 3.877, 0.867, 1.135, 1.6
