Timestamp, AF3/theta, AF3/alpha, AF3/betaL, AF3/betaH, AF3/gamma, T7/theta, T7/alpha, T7/betaL, T7/betaH, T7/gamma, Pz/theta, Pz/alpha, Pz/betaL, Pz/betaH, Pz/gamma, T8/theta, T8/alpha, T8/betaL, T8/betaH, T8/gamma, AF4/theta, AF4/alpha, AF4/betaL, AF4/betaH, AF4/gamma
1630164880.481, 78.923, 22.367, 3.25, 1.693, 1.113, 36.775, 7.546, 9.815, 3.591, 2.793, 1.135, 1.356, 0.836, 0.872, 0.651, 2.062, 1.653, 1.217, 1.855, 0.851, 110.821, 17.157, 3.149, 1.663, 1.182
1630164880.6068, 93.934, 25.322, 3.832, 1.868, 0.976, 32.078, 7.026, 9.309, 3.694, 2.767, 1.155, 1.777, 0.981, 1.014, 0.564, 2.269, 1.478, 1.142, 1.935, 0.694, 133.792, 19.097, 3.166, 1.973, 1.124
1630164880.7326, 99.721, 25.139, 4.112, 2.267, 0.878, 26.87, 6.433, 9.199, 4.008, 2.762, 1.148, 2.216, 1.135, 1.259, 0.647, 2.561, 1.525, 1.135, 2.099, 0.613, 142.726, 19.174, 3.106, 2.456, 1.098
1630164880.8588, 99.063, 22.338, 4.078, 2.886, 0.837, 22.281, 5.728, 9.359, 4.413, 2.745, 1.153, 2.645, 1.283, 1.609, 1.157, 2.754, 1.811, 1.192, 2.338, 0.629, 138.993, 17.743, 3.068, 3.07, 1.125
1630164880.9851, 98.539, 18.794, 3.921, 3.641, 0.86, 17.888, 4.932, 9.38, 4.722, 2.697, 1.253, 3.063, 1.431, 2.046, 2.285, 2.767, 2.312, 1.326, 2.613, 0.747, 129.944, 15.985, 3.185, 3.723, 1.208
1630164881.1114, 103.385, 16.551, 3.882, 4.353, 0.93, 14.822, 4.148, 8.9, 4.794, 2.611, 1.495, 3.468, 1.585, 2.517, 3.969, 2.546, 2.922, 1.518, 2.85, 0.941, 123.818, 15.267, 3.504, 4.266, 1.322
1630164881.2376, 113.208, 16.595, 4.082, 4.814, 1.013, 13.413, 3.476, 7.827, 4.599, 2.487, 1.866, 3.794, 1.729, 2.921, 5.842, 2.246, 3.459, 1.721, 2.96, 1.152, 124.297, 16.163, 3.945, 4.542, 1.429
1630164881.3631, 122.971, 18.347, 4.386, 4.867, 1.071, 13.824, 3.132, 6.365, 4.221, 2.33, 2.25, 3.958, 1.833, 3.14, 7.35, 2.012, 3.742, 1.856, 2.865, 1.313, 129.685, 18.095, 4.26, 4.445, 1.486
1630164881.4891, 124.672, 20.043, 4.544, 4.481, 1.07, 16.228, 3.234, 4.915, 3.793, 2.158, 2.523, 3.907, 1.876, 3.093, 7.994, 1.978, 3.671, 1.862, 2.541, 1.369, 132.75, 19.659, 4.217, 3.983, 1.463
1630164881.6152, 113.365, 19.904, 4.333, 3.761, 0.999, 19.16, 3.799, 3.852, 3.448, 2, 2.571, 3.638, 1.839, 2.781, 7.562, 2.16, 3.266, 1.738, 2.05, 1.307, 126.929, 19.452, 3.701, 3.28, 1.355
1630164881.7416, 89.558, 17.285, 3.708, 2.905, 0.871, 22.386, 4.627, 3.38, 3.249, 1.889, 2.383, 3.23, 1.708, 2.28, 6.234, 2.44, 2.656, 1.527, 1.509, 1.152, 109.089, 17.012, 2.826, 2.522, 1.187
1630164881.8676, 60.212, 13.177, 2.86, 2.124, 0.722, 23.403, 5.597, 3.438, 3.157, 1.85, 2.036, 2.857, 1.511, 1.719, 4.487, 2.651, 2.035, 1.315, 1.044, 0.963, 82.665, 13.168, 1.897, 1.871, 1.001
1630164881.9933, 33.347, 8.733, 1.971, 1.543, 0.588, 22.576, 6.665, 3.74, 3.07, 1.893, 1.672, 2.659, 1.302, 1.22, 2.867, 2.666, 1.543, 1.191, 0.736, 0.794, 53.92, 8.916, 1.129, 1.404, 0.838
1630164882.1195, 14.549, 4.974, 1.288, 1.184, 0.495, 19.416, 7.941, 4.024, 2.921, 2.007, 1.427, 2.658, 1.133, 0.873, 1.826, 2.487, 1.219, 1.224, 0.593, 0.677, 29.899, 5.241, 0.707, 1.105, 0.72
1630164882.2456, 5.341, 2.461, 1.03, 1.005, 0.452, 15.608, 9.451, 4.227, 2.731, 2.169, 1.382, 2.746, 1.03, 0.712, 1.608, 2.181, 1.001, 1.452, 0.581, 0.614, 14.473, 2.667, 0.729, 0.925, 0.656
1630164882.372, 2.888, 1.255, 1.331, 0.942, 0.456, 11.626, 11.268, 4.482, 2.544, 2.352, 1.549, 2.788, 0.992, 0.712, 2.185, 1.909, 0.873, 1.871, 0.645, 0.594, 6.979, 1.304, 1.214, 0.821, 0.642
1630164882.4982, 5.885, 1.202, 2.211, 0.963, 0.502, 8.975, 13.614, 5.061, 2.428, 2.525, 1.832, 2.736, 1.007, 0.824, 3.292, 1.785, 0.947, 2.45, 0.758, 0.608, 6.309, 1.094, 2.141, 0.793, 0.673
