Timestamp, AF3/theta, AF3/alpha, AF3/betaL, AF3/betaH, AF3/gamma, T7/theta, T7/alpha, T7/betaL, T7/betaH, T7/gamma, Pz/theta, Pz/alpha, Pz/betaL, Pz/betaH, Pz/gamma, T8/theta, T8/alpha, T8/betaL, T8/betaH, T8/gamma, AF4/theta, AF4/alpha, AF4/betaL, AF4/betaH, AF4/gamma
1631387574.5809, 2.384, 2.744, 1.981, 1.404, 0.334, 1880.105, 304.612, 246.731, 79.715, 49.272, 3.06, 4.599, 7.669, 5.906, 10.187, 1.98, 0.488, 2.178, 2.468, 0.497, 7.491, 4.97, 4.362, 1.5, 0.562
1631387574.7077, 1.935, 3.138, 2.389, 1.626, 0.378, 2510.083, 427.703, 291.571, 86.578, 53.145, 3.389, 3.827, 4.519, 6.096, 10.081, 1.886, 0.559, 2.572, 2.532, 0.573, 6.838, 4.913, 4.809, 1.52, 0.592
1631387574.8347, 2.192, 3.331, 2.678, 1.808, 0.424, 3093.979, 541.229, 308.17, 84.084, 49.956, 4.035, 3.257, 2.426, 6.267, 9.877, 1.762, 0.722, 2.708, 2.349, 0.652, 6.161, 4.469, 4.816, 1.506, 0.602
1631387574.9616, 2.604, 3.277, 2.751, 1.905, 0.456, 3466.778, 613.737, 292.659, 73.598, 40.849, 5.047, 3.14, 1.396, 6.365, 9.532, 1.648, 0.937, 2.531, 1.965, 0.713, 5.463, 3.815, 4.374, 1.463, 0.587
1631387575.0886, 3.235, 2.998, 2.561, 1.889, 0.465, 3524.242, 620.796, 250.235, 58.502, 28.829, 6.315, 3.825, 1.094, 6.276, 9.062, 1.616, 1.147, 2.11, 1.491, 0.745, 5.247, 3.133, 3.606, 1.399, 0.553
1631387575.2155, 4.072, 2.567, 2.147, 1.77, 0.455, 3224.454, 556.18, 192.796, 42.646, 17.356, 7.693, 5.42, 1.123, 5.91, 8.54, 1.69, 1.309, 1.645, 1.053, 0.743, 5.529, 2.562, 2.739, 1.316, 0.513
1631387575.3421, 5.025, 2.097, 1.619, 1.596, 0.441, 2612.965, 436.054, 133.671, 28.839, 8.862, 8.973, 7.634, 1.231, 5.266, 8.062, 1.82, 1.396, 1.385, 0.743, 0.715, 6.064, 2.162, 2.005, 1.223, 0.482
1631387575.4687, 6.18, 1.744, 1.136, 1.427, 0.435, 1849.012, 293.127, 83.234, 18.16, 3.986, 9.961, 9.908, 1.327, 4.453, 7.717, 1.963, 1.415, 1.501, 0.606, 0.673, 6.624, 1.912, 1.564, 1.126, 0.469
1631387575.5952, 8.795, 1.664, 0.846, 1.311, 0.445, 1092.199, 162.777, 46.187, 10.42, 1.844, 10.518, 11.64, 1.37, 3.674, 7.577, 2.104, 1.378, 2.002, 0.621, 0.631, 7.373, 1.813, 1.469, 1.038, 0.476
1631387575.7217, 14.576, 1.964, 0.829, 1.26, 0.468, 513.019, 70.349, 22.705, 5.267, 1.044, 10.52, 12.359, 1.357, 3.15, 7.673, 2.334, 1.308, 2.749, 0.714, 0.598, 8.722, 1.874, 1.671, 0.971, 0.498
1631387575.8487, 23.931, 2.642, 1.062, 1.251, 0.491, 149.568, 22.268, 10.171, 2.434, 0.706, 9.858, 11.853, 1.299, 3.042, 7.992, 2.601, 1.22, 3.513, 0.824, 0.579, 10.748, 2.128, 2.063, 0.934, 0.526
1631387575.9756, 35.608, 3.52, 1.47, 1.261, 0.506, 40.528, 6.945, 5.34, 1.446, 0.599, 8.68, 10.321, 1.217, 3.407, 8.45, 2.874, 1.123, 4.099, 0.918, 0.57, 13.232, 2.525, 2.586, 0.938, 0.553
1631387576.1025, 46.759, 4.286, 1.946, 1.287, 0.514, 13.467, 5.933, 3.934, 1.284, 0.589, 7.447, 8.219, 1.133, 4.161, 8.914, 3.14, 1.049, 4.446, 0.991, 0.562, 15.355, 2.927, 3.2, 0.987, 0.576
1631387576.2295, 53.74, 4.711, 2.393, 1.347, 0.524, 18.326, 5.804, 3.04, 1.366, 0.718, 6.623, 6.048, 1.044, 5.076, 9.239, 3.479, 1.013, 4.608, 1.054, 0.551, 16.531, 3.206, 3.857, 1.077, 0.602
1631387576.3562, 54.178, 4.819, 2.739, 1.466, 0.547, 106.996, 12.53, 2.801, 3.541, 2.174, 6.385, 4.223, 0.945, 5.882, 9.346, 4.002, 1.03, 4.702, 1.122, 0.537, 16.001, 3.351, 4.472, 1.201, 0.636
